Algorithm;Hyperparameter (C);Values
Single; 1e-05; 0.0432606, 0.0427974, 0.0553905, 0.0470018, 0.048954, 0.0340409, 0.0479809, 0.0538852, 0.0406607, 0.0359565, 0.0592686, 0.0451418, 0.0481721, 0.046424, 0.0480554, 0.0482197, 0.0350849, 0.0416005, 0.0506996, 0.0483652, 0.0376389, 0.0384753, 0.034289, 0.0478626, 0.0383874, 0.0457453, 0.0322209, 0.0547168, 0.0419742, 0.053153, 0.0507327, 0.0527301, 0.0448564, 0.0572609, 0.0386086, 0.0472879, 0.0484173, 0.0381335, 0.0411189, 0.0512759, 0.0365984, 0.044879, 0.040768, 0.0437933, 0.0493454, 0.0325679, 0.045186, 0.0408606, 0.0463274, 0.0475551, 0.0502089, 0.041059, 0.0352867, 0.0478493, 0.038541, 0.0470823, 0.0335103, 0.051723, 0.0501195, 0.0364232, 0.0383297, 0.046301, 0.0517348, 0.0420948, 0.0425207, 0.0525679, 0.0388121, 0.0434259, 0.0505873, 0.0593914, 0.0347113, 0.0352781, 0.0402228, 0.0430952, 0.0430775, 0.045941, 0.0379545, 0.0421346, 0.0483157, 0.0524818, 0.0433264, 0.0376192, 0.0379034, 0.0435089, 0.0351536, 0.0408268, 0.0406769, 0.05424, 0.0548049, 0.0510298, 0.0460429, 0.0566901, 0.0354434, 0.0335288, 0.0429568, 0.0415848, 0.045838, 0.0425711, 0.0399933, 0.0340722, 
Separated; 1e-05; 0.0489821, 0.0399901, 0.0528399, 0.0537645, 0.0483972, 0.0553469, 0.0590347, 0.0484204, 0.0514756, 0.0443162, 0.0476956, 0.0499787, 0.0516541, 0.048373, 0.0449481, 0.0389531, 0.0441647, 0.0455409, 0.0540768, 0.0461103, 0.0473845, 0.0522989, 0.0416396, 0.0575822, 0.0479809, 0.0375083, 0.0527673, 0.0550244, 0.0477956, 0.0435734, 0.0426576, 0.0446232, 0.0411565, 0.0428324, 0.0457292, 0.0473347, 0.0403205, 0.0401719, 0.0470496, 0.0436259, 0.0446321, 0.0312608, 0.0459292, 0.0394732, 0.0547168, 0.0527952, 0.0451278, 0.0354731, 0.0408985, 0.0442056, 0.0326084, 0.0563123, 0.0515007, 0.0491762, 0.0406586, 0.0404904, 0.0476224, 0.0322172, 0.0491019, 0.0423884, 0.0476642, 0.0431813, 0.0320227, 0.0399316, 0.0457113, 0.035274, 0.032808, 0.0363472, 0.0408174, 0.0450178, 0.0322903, 0.0366763, 0.053361, 0.0392129, 0.0375104, 0.0383198, 0.0319581, 0.0426409, 0.0311853, 0.0464682, 0.0399968, 0.0387202, 0.0459655, 0.0426437, 0.0394924, 0.0558068, 0.041907, 0.0522982, 0.0459903, 0.0451103, 0.0459518, 0.0408438, 0.0445863, 0.0504722, 0.0423984, 0.048652, 0.0536085, 0.0506335, 0.0448981, 0.0358449, 
Single; 2.15443e-05; 0.0566901, 0.0493454, 0.0340409, 0.05424, 0.0527301, 0.0470018, 0.0524454, 0.0548049, 0.0553905, 0.0510298, 0.0411189, 0.0460429, 0.0538852, 0.0451418, 0.0482197, 0.0521711, 0.0359565, 0.0376389, 0.0430952, 0.0383874, 0.034289, 0.0592686, 0.0480554, 0.0427974, 0.0420948, 0.0441846, 0.0478626, 0.0406769, 0.0386086, 0.0547168, 0.0572609, 0.0512759, 0.0484173, 0.0421307, 0.046424, 0.0383297, 0.0430775, 0.0386456, 0.0593914, 0.044879, 0.0325679, 0.0365984, 0.0463274, 0.048954, 0.0525679, 0.045186, 0.0408606, 0.0432606, 0.0352781, 0.0388121, 0.041059, 0.0416005, 0.045941, 0.0502089, 0.0335103, 0.0478493, 0.0477915, 0.0501195, 0.051723, 0.0448564, 0.0379545, 0.0421346, 0.0364232, 0.0408268, 0.0352867, 0.0385265, 0.0406607, 0.0505873, 0.038541, 0.0483157, 0.0402228, 0.0524818, 0.0481721, 0.0381176, 0.0425711, 0.0475551, 0.0517348, 0.0435089, 0.0433264, 0.0376192, 0.0429568, 0.0379034, 0.0399933, 0.0322209, 0.0384753, 0.0470823, 0.0472879, 0.0457453, 0.053153, 0.0335288, 0.0340722, 0.0436303, 0.0415848, 0.0354434, 0.040768, 0.0483652, 0.0302465, 0.0425207, 0.0351536, 0.046301, 
Separated; 2.15443e-05; 0.0484204, 0.0590347, 0.0553469, 0.0389531, 0.0476956, 0.0453711, 0.0516541, 0.0441425, 0.0522982, 0.0499787, 0.0537645, 0.0522989, 0.0531081, 0.0449324, 0.0468896, 0.052839, 0.0428324, 0.0436259, 0.0463513, 0.0461103, 0.0540768, 0.0435734, 0.0449481, 0.048373, 0.0543291, 0.0487877, 0.0459518, 0.0320227, 0.0391138, 0.0403205, 0.0547168, 0.0399901, 0.0528399, 0.0503628, 0.0401719, 0.0451278, 0.0433275, 0.0462418, 0.0489821, 0.0550244, 0.0451103, 0.0459292, 0.0354731, 0.0406586, 0.0575822, 0.0394732, 0.032808, 0.0404904, 0.0429549, 0.0441647, 0.0476642, 0.031898, 0.0431813, 0.0416316, 0.0363472, 0.0515007, 0.0558068, 0.0399316, 0.035274, 0.0527952, 0.0410071, 0.0408985, 0.0375104, 0.0439652, 0.0527673, 0.0476224, 0.0366763, 0.040669, 0.0392129, 0.0450178, 0.0491762, 0.0426409, 0.053361, 0.0319581, 0.0457113, 0.0514756, 0.0358585, 0.0485942, 0.0469165, 0.0343931, 0.0399968, 0.0459655, 0.0387202, 0.0563123, 0.0426437, 0.0489973, 0.0304685, 0.041907, 0.0473845, 0.0483581, 0.0377144, 0.0459903, 0.0473347, 0.0457292, 0.0504722, 0.0383198, 0.0448981, 0.0536085, 0.0423984, 0.0464682, 
Single; 4.64159e-05; 0.0459998, 0.0548049, 0.0528451, 0.0460429, 0.05424, 0.0566901, 0.0487691, 0.0524454, 0.0538852, 0.0451418, 0.0536967, 0.0521711, 0.0340409, 0.0381423, 0.0427974, 0.0430952, 0.0592686, 0.0349524, 0.0322209, 0.0547168, 0.0457453, 0.0386086, 0.0414938, 0.0543293, 0.053153, 0.0384753, 0.0472879, 0.0478626, 0.0406769, 0.0365984, 0.0470823, 0.0493454, 0.046424, 0.034289, 0.0527301, 0.0477915, 0.0383297, 0.0553905, 0.053237, 0.0380915, 0.0316243, 0.0470018, 0.045186, 0.0352076, 0.0550455, 0.0325679, 0.044879, 0.0385265, 0.0499295, 0.041059, 0.0448564, 0.0424224, 0.0517105, 0.0524818, 0.0406607, 0.051723, 0.0478493, 0.0483157, 0.0335103, 0.0593914, 0.0501195, 0.0484173, 0.0512759, 0.0438965, 0.0312323, 0.03987, 0.0408268, 0.0421346, 0.0388121, 0.0429568, 0.0505873, 0.0525679, 0.0463274, 0.0435089, 0.0298921, 0.0425711, 0.0480554, 0.0399933, 0.0433264, 0.0445254, 0.0572609, 0.0382858, 0.0517348, 0.0425207, 0.0510298, 0.0411189, 0.0352781, 0.0465086, 0.048954, 0.0537099, 0.0475651, 0.0335288, 0.0415848, 0.0354434, 0.0456351, 0.0502089, 0.0408606, 0.0302465, 0.0376192, 0.0343389, 
Separated; 4.64159e-05; 0.0399901, 0.0516541, 0.0449481, 0.0553469, 0.0441425, 0.0459518, 0.0483581, 0.0459903, 0.0461103, 0.0473845, 0.0503628, 0.0499787, 0.0463513, 0.0449324, 0.0475467, 0.0529879, 0.0377144, 0.048373, 0.048355, 0.0457292, 0.0561908, 0.0435734, 0.0468896, 0.0547168, 0.0553213, 0.0401719, 0.0543291, 0.0436259, 0.0412232, 0.0412252, 0.0550244, 0.0563123, 0.0451103, 0.0504722, 0.0489973, 0.0354731, 0.0358565, 0.0531081, 0.0459292, 0.0537645, 0.0429549, 0.0403205, 0.0400958, 0.0394732, 0.032808, 0.0515007, 0.0428324, 0.0423984, 0.0457113, 0.0476642, 0.0389531, 0.0590347, 0.0412631, 0.0489821, 0.0473347, 0.0426409, 0.0363472, 0.0451278, 0.0458556, 0.0527952, 0.0416241, 0.0445952, 0.0408174, 0.0522982, 0.0491762, 0.0514756, 0.0443614, 0.0527673, 0.0410071, 0.0446012, 0.0511341, 0.0447161, 0.0540768, 0.0366763, 0.0406586, 0.0476956, 0.0464682, 0.0465716, 0.0469165, 0.0343931, 0.0439228, 0.0459655, 0.035274, 0.0342921, 0.0360431, 0.0426106, 0.041907, 0.0304685, 0.0278995, 0.0540555, 0.0558068, 0.0534237, 0.0575822, 0.0431813, 0.0411967, 0.053361, 0.0408227, 0.0319581, 0.0448981, 0.0399968, 
Single; 0.0001; 0.028403, 0.0463625, 0.0522805, 0.0470018, 0.0510298, 0.0340409, 0.0485158, 0.0497797, 0.0381423, 0.0521711, 0.0451418, 0.0535447, 0.0430952, 0.0460429, 0.0566901, 0.0481084, 0.0384753, 0.0547168, 0.0478626, 0.0528451, 0.0427974, 0.0556809, 0.0457453, 0.0461089, 0.046424, 0.0447336, 0.0527301, 0.0490914, 0.0592686, 0.0543293, 0.0386086, 0.0381335, 0.046195, 0.0548049, 0.0477915, 0.0501724, 0.0553905, 0.0346618, 0.0390971, 0.053237, 0.044879, 0.0235444, 0.0517105, 0.0397996, 0.0381395, 0.0362859, 0.0325679, 0.0406769, 0.0521563, 0.045186, 0.0408606, 0.0405397, 0.0502089, 0.0388121, 0.051283, 0.0550455, 0.0335103, 0.051723, 0.0493454, 0.0483157, 0.0374788, 0.0593914, 0.0406607, 0.048737, 0.03987, 0.0512759, 0.0538852, 0.0505873, 0.0525679, 0.0504005, 0.0517348, 0.0468231, 0.0360331, 0.0435089, 0.0425207, 0.0572609, 0.0433264, 0.0429568, 0.0376192, 0.0465086, 0.0454071, 0.0352781, 0.0354419, 0.0384305, 0.0537099, 0.0513902, 0.0511987, 0.0452198, 0.0556903, 0.05424, 0.0302807, 0.0346956, 0.053153, 0.0365686, 0.0415848, 0.0484173, 0.0478493, 0.0486421, 0.0298921, 0.0469306, 
Separated; 0.0001; 0.0286934, 0.0503628, 0.0419398, 0.0352584, 0.054042, 0.0428262, 0.0430782, 0.0457292, 0.0499787, 0.0422207, 0.0490751, 0.0428072, 0.0502035, 0.0463513, 0.0357738, 0.048373, 0.0364549, 0.0558068, 0.0516541, 0.0502028, 0.0529879, 0.0315412, 0.0547168, 0.0459292, 0.0475495, 0.0401719, 0.0537645, 0.0346656, 0.0459518, 0.0415502, 0.043087, 0.0354731, 0.0420448, 0.0553469, 0.0473845, 0.032808, 0.0522982, 0.0394732, 0.0504722, 0.0510789, 0.0403205, 0.0449324, 0.0477119, 0.0476642, 0.0373506, 0.0553328, 0.050675, 0.0447256, 0.0473347, 0.0273858, 0.0570123, 0.0476047, 0.0363472, 0.0439703, 0.041244, 0.0527673, 0.040669, 0.0410071, 0.0551522, 0.0451103, 0.0380965, 0.0527952, 0.0368424, 0.0408174, 0.0430546, 0.0449481, 0.0383134, 0.0366763, 0.0403309, 0.0377144, 0.0506513, 0.0406586, 0.0440927, 0.0478626, 0.0306698, 0.0426409, 0.0464682, 0.053361, 0.0440034, 0.0416377, 0.0540555, 0.0344118, 0.0415625, 0.0360431, 0.0441425, 0.042339, 0.0453183, 0.0554936, 0.035274, 0.0438971, 0.0450229, 0.0546771, 0.0590347, 0.0514756, 0.0457374, 0.0485784, 0.0423984, 0.0489973, 0.0343931, 0.0497243, 
Single; 0.000215443; 0.0470018, 0.0522805, 0.0400353, 0.0486602, 0.0490125, 0.0566901, 0.0535447, 0.0498773, 0.0430952, 0.0479266, 0.0490914, 0.0460429, 0.0527301, 0.0473775, 0.0524047, 0.0547168, 0.046424, 0.0457453, 0.0477802, 0.0353453, 0.0463625, 0.0562798, 0.0415526, 0.0443854, 0.0549578, 0.0406607, 0.0507327, 0.0336037, 0.0529349, 0.0381423, 0.0459557, 0.0480782, 0.0491749, 0.0510298, 0.0284017, 0.0493454, 0.048643, 0.0433886, 0.053237, 0.0529659, 0.0528962, 0.0551789, 0.0520367, 0.0461089, 0.0454751, 0.0500409, 0.0325679, 0.0528732, 0.0515499, 0.044879, 0.0481084, 0.034289, 0.0517105, 0.053153, 0.0538882, 0.0479392, 0.0427974, 0.0572609, 0.0406769, 0.0477635, 0.0517613, 0.046195, 0.0453806, 0.0335103, 0.0429745, 0.0349613, 0.0384305, 0.0427107, 0.0501736, 0.0494412, 0.0512759, 0.0505873, 0.0409887, 0.0408157, 0.0556903, 0.0426559, 0.0436871, 0.048737, 0.0454745, 0.0525679, 0.0299728, 0.0433264, 0.0382421, 0.0429568, 0.044822, 0.0462664, 0.034393, 0.0491231, 0.0457268, 0.0592686, 0.0501724, 0.0401367, 0.0379146, 0.0426735, 0.0483442, 0.0502161, 0.0434456, 0.0302807, 0.0493067, 0.0296717, 
Separated; 0.000215443; 0.0479768, 0.0474791, 0.0574724, 0.0266588, 0.0446104, 0.0403226, 0.0518933, 0.0463513, 0.0384228, 0.033957, 0.0538916, 0.0462, 0.053819, 0.0332335, 0.0516541, 0.0464844, 0.0496815, 0.0546927, 0.0468919, 0.0312219, 0.048373, 0.0342215, 0.0428728, 0.0428047, 0.0389834, 0.0428763, 0.0461881, 0.0503628, 0.0420448, 0.0544578, 0.0531293, 0.0553469, 0.0391467, 0.0485784, 0.0428072, 0.0506927, 0.0410071, 0.0489973, 0.0534179, 0.0361892, 0.0473347, 0.0285532, 0.0553328, 0.0493301, 0.0451103, 0.0426409, 0.0502558, 0.0481713, 0.0525374, 0.0543291, 0.0560958, 0.050612, 0.0449221, 0.0551522, 0.0457917, 0.0419007, 0.0363472, 0.0434925, 0.0526461, 0.0515499, 0.0408174, 0.0395452, 0.0366236, 0.0372771, 0.0383134, 0.0344221, 0.0513912, 0.0515247, 0.0394019, 0.0413559, 0.0499787, 0.0459292, 0.0366763, 0.0468856, 0.0407696, 0.0347388, 0.0304575, 0.0500709, 0.0401806, 0.0302729, 0.0438971, 0.0425846, 0.0450063, 0.0396347, 0.0502035, 0.050675, 0.0455999, 0.0351175, 0.0522982, 0.0590347, 0.0368424, 0.0318437, 0.0451176, 0.0349797, 0.0449324, 0.0473832, 0.0462989, 0.0442142, 0.0401719, 0.0525842, 
