Algorithm;Hyperparameter (C);Values
Single; 1e-05; 0.029615, 0.0949142, 0.0550274, 0.0825812, 0.0343984, 0.0492726, 0.0696914, 0.0551279, 0.0837378, 0.0744598, 0.0772811, 0.0784246, 0.0416148, 0.0641729, 0.0971271, 0.0558797, 0.0779785, 0.0438627, 0.0405645, 0.0750772, 0.0586053, 0.0552918, 0.0728987, 0.118539, 0.0699646, 0.0873944, 0.0634253, 0.0545521, 0.0410976, 0.0782784, 0.0602367, 0.0849365, 0.071365, 0.0914163, 0.102006, 0.0961937, 0.0803263, 0.0973914, 0.111029, 0.0594407, 0.0779757, 0.084803, 0.0762336, 0.0812792, 0.0799795, 0.0661904, 0.102254, 0.0475851, 0.0901782, 0.0798364, 0.087064, 0.070616, 0.0827302, 0.0945247, 0.0687497, 0.0793968, 0.105861, 0.0708869, 0.0876235, 0.0957424, 0.0800143, 0.0782964, 0.0790088, 0.0754265, 0.0856114, 0.0903813, 0.0860463, 0.0679321, 0.0973564, 0.105409, 0.0393214, 0.069029, 0.0552369, 0.123074, 0.0524177, 0.0845289, 0.0922288, 0.110228, 0.120885, 0.105096, 0.124636, 0.0946651, 0.0698156, 0.0766691, 0.097014, 0.138888, 0.116373, 0.10088, 0.0811403, 0.0666454, 0.0737177, 0.0753712, 0.0831704, 0.062583, 0.0685358, 0.110453, 0.0685348, 0.0796889, 0.103715, 0.0653315, 
Separated; 1e-05; 0.0443261, 0.044125, 0.0508517, 0.0444286, 0.0825812, 0.0634775, 0.0618557, 0.0596612, 0.0461651, 0.0850556, 0.0973914, 0.127599, 0.124275, 0.0937319, 0.0650627, 0.0672215, 0.0792327, 0.0743661, 0.0703969, 0.0744466, 0.0756378, 0.0589139, 0.0681296, 0.0502162, 0.0559265, 0.0975533, 0.0974494, 0.0531021, 0.0814374, 0.0716068, 0.0699646, 0.0945247, 0.0699656, 0.0635283, 0.0674459, 0.103494, 0.0665204, 0.067467, 0.0541647, 0.0764157, 0.0675226, 0.0694751, 0.0767579, 0.104184, 0.0961124, 0.0787082, 0.055, 0.0597315, 0.0812235, 0.0768116, 0.0696948, 0.0648298, 0.107385, 0.10902, 0.0566325, 0.0930365, 0.0818554, 0.0756539, 0.0760967, 0.0815456, 0.119853, 0.080139, 0.0764811, 0.0853605, 0.0632919, 0.112661, 0.079819, 0.0835359, 0.0882446, 0.0724195, 0.117108, 0.058734, 0.0669244, 0.0849251, 0.0721453, 0.0995344, 0.0622021, 0.0633211, 0.0636213, 0.0774093, 0.101651, 0.113307, 0.0635358, 0.113287, 0.133822, 0.0893068, 0.0749657, 0.0941401, 0.0609103, 0.05354, 0.132003, 0.111562, 0.0519473, 0.0438627, 0.0802422, 0.0433852, 0.0609642, 0.0885643, 0.0897953, 0.0653315, 
Single; 2.15443e-05; 0.0476895, 0.0393214, 0.0428129, 0.0551279, 0.0825812, 0.046286, 0.0696214, 0.0696914, 0.0350683, 0.0685605, 0.0837378, 0.0772811, 0.0558797, 0.0416148, 0.0641729, 0.0545521, 0.0728987, 0.0779785, 0.0586053, 0.062583, 0.0552918, 0.0565268, 0.0594407, 0.0519722, 0.0973914, 0.0578995, 0.0533416, 0.0699646, 0.099588, 0.0634253, 0.0655571, 0.0756378, 0.0831193, 0.0626371, 0.049639, 0.0843175, 0.0410976, 0.0856716, 0.102006, 0.111029, 0.0799795, 0.0961937, 0.102254, 0.103715, 0.0721009, 0.0812792, 0.087064, 0.0779757, 0.085978, 0.0679321, 0.102928, 0.0475851, 0.12627, 0.105861, 0.070616, 0.0904437, 0.0945247, 0.0774522, 0.0708869, 0.0622861, 0.0977932, 0.0835672, 0.0835787, 0.0687497, 0.0922288, 0.05111, 0.069029, 0.132553, 0.0872063, 0.0903813, 0.124636, 0.105409, 0.10088, 0.0957424, 0.110797, 0.0881108, 0.0827302, 0.0820343, 0.0766691, 0.0682686, 0.120885, 0.0823598, 0.0849365, 0.116373, 0.0737177, 0.138888, 0.0698156, 0.0831704, 0.0881608, 0.0653315, 0.0438627, 0.0725665, 0.0685348, 0.0827716, 0.0643322, 0.0876235, 0.0825327, 0.0946651, 0.0754265, 0.123074, 
Separated; 2.15443e-05; 0.0504438, 0.0723277, 0.0561015, 0.0596612, 0.0583634, 0.0973914, 0.0725665, 0.0461651, 0.0850556, 0.0589139, 0.0478258, 0.0583089, 0.0716068, 0.0699517, 0.0608249, 0.0756378, 0.0584471, 0.0438627, 0.0912879, 0.0812235, 0.0744466, 0.0765641, 0.0531021, 0.0546558, 0.0838148, 0.0583323, 0.074631, 0.0681296, 0.0913003, 0.0945247, 0.0699646, 0.0910073, 0.067467, 0.0974494, 0.112661, 0.0609359, 0.0635283, 0.0674459, 0.0694226, 0.0767579, 0.07554, 0.0725721, 0.0787082, 0.0801637, 0.102103, 0.10388, 0.0690746, 0.0615952, 0.0765806, 0.0859775, 0.0475851, 0.0676878, 0.0930365, 0.0597315, 0.0653928, 0.109032, 0.0844665, 0.0760143, 0.0823678, 0.0632266, 0.117108, 0.079819, 0.0678074, 0.105833, 0.0835359, 0.0629316, 0.0943948, 0.0760367, 0.0778776, 0.0623425, 0.0774093, 0.0780997, 0.121197, 0.151807, 0.129234, 0.0633211, 0.0885643, 0.133822, 0.0635358, 0.084232, 0.110047, 0.0447398, 0.144615, 0.068243, 0.10998, 0.103452, 0.0825812, 0.0519789, 0.142084, 0.0508517, 0.0618557, 0.107385, 0.0937319, 0.0898652, 0.0558975, 0.111562, 0.0541647, 0.0699656, 0.0622314, 0.0609642, 
Single; 4.64159e-05; 0.0372793, 0.0648116, 0.0476895, 0.0696214, 0.0562203, 0.0823455, 0.0562781, 0.046286, 0.0345964, 0.0919803, 0.0772811, 0.0742614, 0.0575609, 0.082257, 0.0378701, 0.0633182, 0.0728987, 0.0725665, 0.0588022, 0.0463087, 0.0577151, 0.0558797, 0.0595436, 0.104174, 0.0947249, 0.0517684, 0.0405626, 0.0791747, 0.0973914, 0.058874, 0.0756378, 0.099588, 0.0699646, 0.0418917, 0.0592617, 0.0606633, 0.0657853, 0.102867, 0.0910641, 0.102006, 0.078615, 0.0685368, 0.0961937, 0.0799795, 0.0467602, 0.111287, 0.0682686, 0.087064, 0.0721009, 0.0958868, 0.0680224, 0.0696162, 0.0459674, 0.0945459, 0.0734756, 0.0970385, 0.105559, 0.0876235, 0.0767482, 0.102928, 0.0790088, 0.105861, 0.070616, 0.0825302, 0.0513658, 0.0821551, 0.103867, 0.0774522, 0.0708869, 0.0760819, 0.05111, 0.0726344, 0.0676063, 0.0501905, 0.0457576, 0.0856215, 0.110797, 0.0754265, 0.1275, 0.0687806, 0.0559832, 0.0779757, 0.102187, 0.0903813, 0.0772653, 0.0865988, 0.0551279, 0.0698156, 0.138888, 0.0613457, 0.148608, 0.0958391, 0.0773261, 0.10381, 0.0667693, 0.0838281, 0.0695235, 0.0977932, 0.0785915, 0.0727049, 
Separated; 4.64159e-05; 0.0465277, 0.0762246, 0.0825812, 0.0561015, 0.0722366, 0.0662867, 0.0583634, 0.0738713, 0.0482228, 0.0485581, 0.0685195, 0.0787088, 0.090325, 0.0583089, 0.0725665, 0.0544836, 0.0752781, 0.0756378, 0.06563, 0.0821613, 0.0863838, 0.0858131, 0.0719896, 0.0788682, 0.0541951, 0.0541159, 0.0765641, 0.0729157, 0.0741499, 0.0583323, 0.0898652, 0.0699646, 0.0937754, 0.0838448, 0.0536811, 0.078307, 0.0510114, 0.0625204, 0.0767579, 0.0615952, 0.0785569, 0.0941572, 0.0819698, 0.0635283, 0.0945247, 0.0973914, 0.0859035, 0.0962144, 0.0540497, 0.0787082, 0.0732847, 0.100297, 0.099506, 0.0900947, 0.0631015, 0.0831639, 0.0597315, 0.0617168, 0.107231, 0.0660054, 0.0632266, 0.102833, 0.0744387, 0.0639212, 0.0578829, 0.0921907, 0.0770776, 0.081435, 0.0742681, 0.096326, 0.105833, 0.09906, 0.0541398, 0.0719174, 0.0678074, 0.103984, 0.0950674, 0.121197, 0.0989209, 0.0446908, 0.0825839, 0.0830981, 0.0759234, 0.070468, 0.104431, 0.0936443, 0.0654786, 0.0868729, 0.107385, 0.0788753, 0.0665645, 0.100385, 0.0848322, 0.0674459, 0.0609642, 0.0781452, 0.0901995, 0.0962166, 0.131237, 0.0531415, 
Single; 0.0001; 0.0476895, 0.0552909, 0.0823434, 0.0362035, 0.0369913, 0.0350617, 0.0296104, 0.0919803, 0.0638954, 0.0576058, 0.0458974, 0.0291832, 0.0388727, 0.058912, 0.0612347, 0.0791747, 0.0882417, 0.0677305, 0.0538144, 0.0558003, 0.0381723, 0.0905989, 0.0670454, 0.0634635, 0.0699646, 0.0579792, 0.0726709, 0.0512245, 0.0439959, 0.0875896, 0.0467602, 0.099588, 0.0831193, 0.046478, 0.0754651, 0.0973914, 0.104306, 0.0502589, 0.0708156, 0.0395915, 0.10198, 0.082505, 0.0512786, 0.037962, 0.083473, 0.05456, 0.0457661, 0.066964, 0.0799795, 0.0677051, 0.0605253, 0.0578026, 0.0900947, 0.105559, 0.0824306, 0.0259037, 0.0799506, 0.104027, 0.0924086, 0.0771822, 0.0856415, 0.0907725, 0.0761748, 0.0535027, 0.114605, 0.0691758, 0.0809752, 0.0676063, 0.0678759, 0.0821551, 0.0697267, 0.0789029, 0.0784103, 0.103397, 0.0490002, 0.0743339, 0.0772653, 0.101627, 0.0974582, 0.0903813, 0.117671, 0.0860798, 0.0493774, 0.0445273, 0.102187, 0.0867385, 0.0725457, 0.130519, 0.092186, 0.0463565, 0.0637859, 0.0878053, 0.0806245, 0.104703, 0.0788075, 0.0849498, 0.0613457, 0.0785915, 0.115844, 0.06111, 
Separated; 0.0001; 0.0491421, 0.052807, 0.0514304, 0.0642644, 0.0549387, 0.0593001, 0.0909265, 0.0925662, 0.0745172, 0.0701505, 0.0555669, 0.0788682, 0.071563, 0.061519, 0.0699656, 0.0513529, 0.0468754, 0.083486, 0.0726709, 0.0677584, 0.0835095, 0.0591185, 0.0439959, 0.0924984, 0.0699646, 0.103659, 0.0808995, 0.0872223, 0.0722666, 0.0856809, 0.0509482, 0.0791101, 0.0819048, 0.0605785, 0.0731263, 0.0718357, 0.0954118, 0.0557293, 0.0735715, 0.0782166, 0.0809457, 0.0631015, 0.0941769, 0.0825368, 0.0964088, 0.0592418, 0.0973914, 0.107231, 0.0826302, 0.0531021, 0.0667743, 0.0973881, 0.100385, 0.104703, 0.089416, 0.0667392, 0.092794, 0.0632266, 0.0712033, 0.0904426, 0.076525, 0.0755118, 0.0892033, 0.0590787, 0.100408, 0.141619, 0.0711936, 0.11326, 0.0613957, 0.0446908, 0.0913859, 0.0522009, 0.0950674, 0.128835, 0.0944588, 0.0678074, 0.0777987, 0.0967342, 0.0911692, 0.0920864, 0.0890345, 0.0971788, 0.0886562, 0.077576, 0.0786485, 0.124593, 0.131237, 0.0786157, 0.0373605, 0.0614127, 0.115161, 0.102727, 0.0557486, 0.107725, 0.0584616, 0.105165, 0.11885, 0.0808743, 0.0763779, 0.0789206, 
Single; 0.000215443; 0.0370782, 0.0594709, 0.077203, 0.0311394, 0.0411753, 0.058745, 0.0948783, 0.0363721, 0.0771359, 0.0291832, 0.0772489, 0.058798, 0.053481, 0.0586584, 0.0467602, 0.0384811, 0.0634222, 0.0692879, 0.065267, 0.0835864, 0.0557668, 0.0761255, 0.0682368, 0.0697991, 0.0714559, 0.0622717, 0.0601806, 0.0859, 0.0875896, 0.0670454, 0.0693063, 0.0653011, 0.0868784, 0.0494124, 0.0710661, 0.0602866, 0.0576382, 0.079217, 0.0475966, 0.0711497, 0.0958997, 0.0705057, 0.0691662, 0.06472, 0.0582813, 0.0995614, 0.111413, 0.0746257, 0.0517979, 0.110323, 0.0650342, 0.0410934, 0.0619236, 0.0571727, 0.0866309, 0.0735134, 0.0825089, 0.0739046, 0.0872565, 0.0660265, 0.0780102, 0.0749068, 0.0996945, 0.0889873, 0.0427208, 0.0843207, 0.0889074, 0.0731065, 0.085125, 0.068884, 0.0668489, 0.0828097, 0.0845522, 0.0843648, 0.0960783, 0.0871652, 0.0968133, 0.136874, 0.0943386, 0.106056, 0.0954097, 0.0864938, 0.134154, 0.0503349, 0.0686127, 0.0408869, 0.0775379, 0.109657, 0.104525, 0.0959772, 0.112576, 0.0734704, 0.0598782, 0.0675346, 0.0898017, 0.172849, 0.073231, 0.09273, 0.0639455, 0.0630454, 
Separated; 0.000215443; 0.0609435, 0.0932911, 0.0587151, 0.0573853, 0.102727, 0.0840829, 0.0493559, 0.0719337, 0.0846892, 0.059822, 0.0667147, 0.0442551, 0.0773319, 0.0636195, 0.0848231, 0.066357, 0.0750395, 0.096981, 0.096512, 0.0522807, 0.0718357, 0.0559172, 0.0599226, 0.0596332, 0.0964899, 0.0836031, 0.0592189, 0.0621059, 0.0830095, 0.0690466, 0.0723705, 0.0648396, 0.101888, 0.0811284, 0.069216, 0.0763708, 0.0684661, 0.0664281, 0.0711323, 0.0570449, 0.0760154, 0.0601731, 0.0609877, 0.0656769, 0.0678488, 0.0867661, 0.0666461, 0.0836857, 0.0719512, 0.0796723, 0.0811793, 0.0842871, 0.0801566, 0.0796718, 0.0855564, 0.0854563, 0.110887, 0.0845313, 0.091774, 0.089166, 0.0511394, 0.0939612, 0.0829588, 0.0677975, 0.0545834, 0.0984151, 0.0533844, 0.0866309, 0.0971114, 0.0775917, 0.0728861, 0.114071, 0.118288, 0.090799, 0.104028, 0.0516088, 0.0685144, 0.14517, 0.0903677, 0.0784722, 0.0869188, 0.0902612, 0.0683211, 0.0860616, 0.0356905, 0.120125, 0.0976562, 0.0639134, 0.0957789, 0.114925, 0.0487654, 0.0722387, 0.0812648, 0.0698586, 0.081665, 0.0951439, 0.100898, 0.129397, 0.162966, 0.0749312, 
