Algorithm;Hyperparameter (C);Values
Single; 1e-05; 0.0187946, 0.0200534, 0.0224814, 0.0239118, 0.0215186, 0.0169791, 0.0234506, 0.0259639, 0.0206064, 0.0213624, 0.01787, 0.0226192, 0.0203712, 0.0181378, 0.0235028, 0.0251861, 0.0233769, 0.0233298, 0.0176893, 0.0213815, 0.028109, 0.0218053, 0.0235065, 0.0266507, 0.0268356, 0.0239886, 0.0193128, 0.0275438, 0.025709, 0.0249597, 0.0252228, 0.0175497, 0.0199608, 0.026689, 0.0280961, 0.0257759, 0.0201632, 0.0284207, 0.0197123, 0.0216444, 0.021637, 0.0254493, 0.0203925, 0.0262758, 0.0258384, 0.0214192, 0.0223727, 0.0182184, 0.0229281, 0.0249799, 0.0274822, 0.0277719, 0.0243039, 0.0248366, 0.0292526, 0.0259622, 0.0213758, 0.0277115, 0.0251815, 0.0284545, 0.0208018, 0.02711, 0.0220396, 0.0221968, 0.0229167, 0.0293614, 0.0282131, 0.0217982, 0.0216062, 0.0232599, 0.0276964, 0.0255787, 0.0346093, 0.0274085, 0.033574, 0.037594, 0.0210373, 0.0242414, 0.0279598, 0.0294034, 0.030661, 0.0243779, 0.0278101, 0.0224269, 0.0302014, 0.020822, 0.0238713, 0.0306663, 0.0272358, 0.0261271, 0.0351339, 0.0241515, 0.0263624, 0.0250007, 0.0259348, 0.0234473, 0.023517, 0.0210346, 0.0271746, 0.0379878, 
Separated; 1e-05; 0.0200534, 0.0235611, 0.0190756, 0.0216473, 0.0212155, 0.0184236, 0.0246062, 0.0252497, 0.0332445, 0.0183577, 0.0231753, 0.0238498, 0.0203712, 0.0201434, 0.0252534, 0.0252346, 0.0229712, 0.0242762, 0.0189699, 0.020119, 0.0239573, 0.0240742, 0.0229715, 0.0230646, 0.0214946, 0.0201632, 0.0214523, 0.0310053, 0.0216615, 0.0254493, 0.0275239, 0.0195333, 0.0304373, 0.0250118, 0.0228217, 0.0302563, 0.0236045, 0.019679, 0.0267058, 0.0320797, 0.0246882, 0.0253577, 0.0246377, 0.0280922, 0.0278094, 0.0181405, 0.0245895, 0.0186272, 0.021054, 0.0279139, 0.0275165, 0.0225437, 0.0229361, 0.0310563, 0.0253303, 0.0223698, 0.0223727, 0.0184515, 0.0205314, 0.0278119, 0.0259406, 0.0307033, 0.0216043, 0.027084, 0.0275074, 0.0296762, 0.0247051, 0.0235334, 0.0290806, 0.0191319, 0.0334536, 0.0334629, 0.0280833, 0.0261669, 0.0284645, 0.0345563, 0.0192784, 0.0282841, 0.0262163, 0.0248321, 0.0278101, 0.0242286, 0.0259998, 0.0229425, 0.0291353, 0.0224055, 0.0320866, 0.0218728, 0.0257272, 0.0284801, 0.0263624, 0.0206902, 0.0200605, 0.0359556, 0.0383711, 0.0245204, 0.0282287, 0.0255146, 0.0308168, 0.0266572, 
Single; 2.15443e-05; 0.0197973, 0.0227399, 0.0232373, 0.027045, 0.0187946, 0.0198237, 0.0213968, 0.0224814, 0.0241584, 0.0169791, 0.0206064, 0.0222672, 0.0284456, 0.0235028, 0.0247221, 0.0239022, 0.0266507, 0.0282004, 0.0213815, 0.0275438, 0.0193128, 0.02711, 0.0226752, 0.0228311, 0.0176893, 0.0261265, 0.0211604, 0.024217, 0.024767, 0.025709, 0.0284207, 0.0251135, 0.0276964, 0.0305694, 0.0171213, 0.0206803, 0.0327622, 0.0226193, 0.0280961, 0.0207101, 0.0197498, 0.0202944, 0.0248915, 0.0254493, 0.0232599, 0.0229712, 0.0230771, 0.0285469, 0.0168784, 0.02505, 0.0198771, 0.0182184, 0.0258384, 0.038065, 0.0261762, 0.022274, 0.0280234, 0.0209671, 0.0298063, 0.0268379, 0.0251815, 0.0237907, 0.0223436, 0.0241515, 0.0196608, 0.0317919, 0.0284545, 0.0256548, 0.0213758, 0.022207, 0.0293614, 0.0216062, 0.0257759, 0.0260221, 0.0231802, 0.033574, 0.0235778, 0.0279598, 0.0255343, 0.0255678, 0.0224452, 0.0302014, 0.0294034, 0.0237661, 0.0271746, 0.0218303, 0.0238713, 0.0263206, 0.0261271, 0.0213576, 0.0351339, 0.035075, 0.0250007, 0.0253303, 0.0205524, 0.0205101, 0.0242414, 0.0210346, 0.0290826, 0.0259584, 
Separated; 2.15443e-05; 0.0232373, 0.0190756, 0.022581, 0.0263092, 0.0229715, 0.0253679, 0.0222672, 0.0249066, 0.0202475, 0.020643, 0.0182073, 0.0190685, 0.0212155, 0.0330975, 0.0247221, 0.0359556, 0.0223698, 0.0238498, 0.0258061, 0.0187599, 0.0216378, 0.0183577, 0.0247763, 0.0241128, 0.0254021, 0.0231753, 0.0266456, 0.0242762, 0.0247938, 0.0165361, 0.0216615, 0.0254493, 0.019501, 0.0216423, 0.0257621, 0.0169565, 0.0168784, 0.0268159, 0.0210866, 0.0262189, 0.0224055, 0.0200605, 0.0268379, 0.0331303, 0.0235094, 0.0177276, 0.0230378, 0.0295057, 0.0229891, 0.0250118, 0.0225605, 0.0251401, 0.0248321, 0.031125, 0.0280833, 0.0325514, 0.0306164, 0.0229361, 0.0273102, 0.0262579, 0.024211, 0.0296762, 0.0227434, 0.0282841, 0.031028, 0.0236185, 0.0216153, 0.0239871, 0.0306474, 0.0290806, 0.0205805, 0.0270741, 0.0346335, 0.0331581, 0.0270528, 0.0252942, 0.0300563, 0.0245204, 0.0230175, 0.0255146, 0.0196059, 0.0282287, 0.0212347, 0.0196925, 0.0320866, 0.0265599, 0.0293116, 0.0235457, 0.0230195, 0.0251839, 0.0274386, 0.0220592, 0.0253303, 0.0252346, 0.0240742, 0.0196608, 0.0291353, 0.0278119, 0.0279241, 0.0217042, 
Single; 4.64159e-05; 0.0223574, 0.021748, 0.0187946, 0.0184131, 0.0225013, 0.0267868, 0.0231668, 0.0199486, 0.0172871, 0.0208805, 0.0220832, 0.0259366, 0.0191842, 0.0251996, 0.0238128, 0.0314045, 0.0207063, 0.0255357, 0.024217, 0.0266507, 0.0250715, 0.0249672, 0.021593, 0.0213226, 0.0257759, 0.0247046, 0.0255704, 0.0274287, 0.0280961, 0.0248498, 0.0212577, 0.0295651, 0.0254493, 0.0215145, 0.0220162, 0.0241039, 0.0196608, 0.02505, 0.0195228, 0.0233778, 0.0182184, 0.0249037, 0.0248278, 0.0219409, 0.0323774, 0.0265453, 0.0310785, 0.0230771, 0.0185109, 0.0287123, 0.0195872, 0.0256234, 0.0259676, 0.0239194, 0.0279471, 0.0202377, 0.0252918, 0.0250083, 0.0227027, 0.0216062, 0.030139, 0.0240263, 0.0294621, 0.022207, 0.0237769, 0.0240148, 0.0204067, 0.0180863, 0.0259123, 0.0242414, 0.0219783, 0.0332805, 0.0308008, 0.024212, 0.0240645, 0.0303313, 0.0209861, 0.023346, 0.0221452, 0.0237712, 0.0232599, 0.0261321, 0.0218303, 0.0266144, 0.0252404, 0.0263206, 0.0238713, 0.0219436, 0.0265029, 0.029977, 0.0191738, 0.0265055, 0.0232037, 0.0311907, 0.0209671, 0.0317201, 0.0264489, 0.0235648, 0.0203778, 0.0235481, 
Separated; 4.64159e-05; 0.022597, 0.0255861, 0.024274, 0.0310763, 0.0233819, 0.0236358, 0.0242505, 0.0238836, 0.0236102, 0.021132, 0.0199676, 0.0237769, 0.0231668, 0.0266233, 0.0197581, 0.0250715, 0.0258084, 0.0252346, 0.0224124, 0.0325992, 0.0282958, 0.0250165, 0.0247046, 0.0202598, 0.0268202, 0.0261963, 0.0223308, 0.0218569, 0.018182, 0.0205229, 0.0291071, 0.028796, 0.0169573, 0.0298822, 0.0263899, 0.0283023, 0.0252116, 0.0216423, 0.0173726, 0.0223325, 0.0272519, 0.0237945, 0.0306164, 0.0346335, 0.0292749, 0.0225605, 0.0244651, 0.021964, 0.0296762, 0.0336251, 0.032332, 0.0254493, 0.0236508, 0.0190724, 0.0259787, 0.0287958, 0.0247429, 0.0334019, 0.0313121, 0.0263389, 0.0312746, 0.0298115, 0.0282131, 0.0208572, 0.0316215, 0.0215049, 0.0255146, 0.0214661, 0.0252567, 0.0229361, 0.0276462, 0.0325575, 0.0201609, 0.0247819, 0.0271931, 0.0407278, 0.0282287, 0.0292036, 0.0258411, 0.03327, 0.0289901, 0.0202672, 0.0237621, 0.0214675, 0.0319732, 0.0234957, 0.0257926, 0.0278504, 0.0241968, 0.0248809, 0.0257511, 0.0243385, 0.0223926, 0.031125, 0.0313519, 0.0283674, 0.0257155, 0.0189726, 0.0320266, 0.0267834, 
Single; 0.0001; 0.0255101, 0.0164398, 0.0173937, 0.0224874, 0.0204995, 0.0147785, 0.0228479, 0.0235529, 0.0233512, 0.0212027, 0.0230465, 0.028815, 0.0179994, 0.0200314, 0.0225307, 0.027741, 0.0170357, 0.0256621, 0.0224831, 0.0242445, 0.0286339, 0.0254665, 0.0264563, 0.017937, 0.0254493, 0.0214944, 0.024751, 0.0240222, 0.0263261, 0.0280057, 0.0234823, 0.0171058, 0.0174125, 0.02554, 0.0248432, 0.0258128, 0.0222398, 0.0214698, 0.0201516, 0.0240202, 0.0247028, 0.0180613, 0.0242631, 0.033824, 0.0203753, 0.0197679, 0.0252094, 0.0255339, 0.0279898, 0.0293916, 0.0257118, 0.0247249, 0.0200074, 0.0284893, 0.0212327, 0.022797, 0.0304776, 0.0206054, 0.0216062, 0.0264993, 0.0225842, 0.0248339, 0.0190016, 0.0230961, 0.0239187, 0.0258322, 0.0230926, 0.02832, 0.0242839, 0.0258391, 0.0314929, 0.0269505, 0.0319238, 0.0257825, 0.0250436, 0.0207125, 0.0410065, 0.0262196, 0.0302491, 0.0270769, 0.0340245, 0.0264489, 0.0248357, 0.0259676, 0.0236941, 0.0242967, 0.0333057, 0.0212952, 0.020731, 0.0332656, 0.0328826, 0.0215469, 0.022324, 0.0244411, 0.026047, 0.0275011, 0.0222172, 0.0209387, 0.02339, 0.0212178, 
Separated; 0.0001; 0.0207005, 0.0200993, 0.0217106, 0.0280013, 0.0259576, 0.0187308, 0.0233754, 0.02292, 0.0267928, 0.0192266, 0.0262235, 0.0374871, 0.0261825, 0.0211448, 0.0279128, 0.0228684, 0.0164398, 0.0268202, 0.0212849, 0.0282696, 0.0222263, 0.0220755, 0.019359, 0.0174241, 0.0147785, 0.0184194, 0.0246584, 0.0208864, 0.0184816, 0.0183311, 0.0284313, 0.0274938, 0.0295971, 0.0187702, 0.0246981, 0.018236, 0.0211943, 0.0293761, 0.024828, 0.019184, 0.021837, 0.0236104, 0.0294291, 0.0264469, 0.0209847, 0.0368841, 0.0167394, 0.0213466, 0.0266576, 0.0220631, 0.0250351, 0.0280665, 0.0303095, 0.0232534, 0.0367886, 0.0233344, 0.0261839, 0.0257225, 0.0182758, 0.0247819, 0.0214945, 0.0255565, 0.0335596, 0.0274551, 0.027593, 0.0282365, 0.0215469, 0.0319732, 0.0320878, 0.0250973, 0.02515, 0.0196407, 0.0312746, 0.0266781, 0.0334343, 0.0208982, 0.0228632, 0.0245966, 0.0325514, 0.0320266, 0.0190045, 0.0199635, 0.026838, 0.02729, 0.0211678, 0.0205664, 0.0357417, 0.0253905, 0.0211251, 0.0221621, 0.0244764, 0.0208184, 0.0270376, 0.0209509, 0.0232491, 0.022548, 0.0302799, 0.0250068, 0.0202585, 0.0291237, 
Single; 0.000215443; 0.0204412, 0.0256485, 0.0222585, 0.0216727, 0.0245262, 0.0289031, 0.0194735, 0.021832, 0.0242896, 0.0201537, 0.0242917, 0.021999, 0.0213251, 0.0166957, 0.0245652, 0.0207386, 0.030633, 0.02629, 0.0251859, 0.0211294, 0.0264471, 0.0368395, 0.0215511, 0.0227663, 0.0226851, 0.025997, 0.0251734, 0.0235626, 0.0299472, 0.0254349, 0.0189326, 0.0223614, 0.0219934, 0.0271317, 0.0242752, 0.0276665, 0.0245751, 0.018535, 0.0256255, 0.0246628, 0.0302889, 0.0226146, 0.0248089, 0.0223451, 0.0200904, 0.0266735, 0.0270151, 0.0298546, 0.027776, 0.0204085, 0.0277088, 0.0278339, 0.023261, 0.0242274, 0.0218012, 0.0326748, 0.0283113, 0.0282189, 0.0226109, 0.018041, 0.0255985, 0.0258136, 0.0264253, 0.0233588, 0.0194281, 0.0238661, 0.0267737, 0.031535, 0.031268, 0.0246838, 0.0241481, 0.0263717, 0.0229801, 0.0309055, 0.0270607, 0.0264336, 0.0266451, 0.0310318, 0.0296265, 0.0214178, 0.0301992, 0.0342937, 0.0284982, 0.0304478, 0.0233946, 0.0235472, 0.0185314, 0.0201494, 0.0286391, 0.0277988, 0.0331756, 0.0268585, 0.0286634, 0.0333057, 0.0252759, 0.027296, 0.0227557, 0.0272964, 0.0301078, 0.0265982, 
Separated; 0.000215443; 0.0249907, 0.0189185, 0.0264738, 0.0286077, 0.0213251, 0.0229014, 0.0242917, 0.0297232, 0.0271464, 0.0161438, 0.0270989, 0.030875, 0.0222476, 0.0218439, 0.0239824, 0.022831, 0.0200361, 0.0242798, 0.0316796, 0.0233136, 0.0342408, 0.0242896, 0.0295115, 0.0258726, 0.0201281, 0.0252444, 0.0196857, 0.0229643, 0.0196145, 0.0252056, 0.0208661, 0.0214656, 0.019917, 0.0256808, 0.028412, 0.0251273, 0.0246846, 0.0290032, 0.0287634, 0.0290966, 0.0296775, 0.0286768, 0.0246784, 0.0229326, 0.0234495, 0.02207, 0.0183856, 0.0304154, 0.022792, 0.0275274, 0.0227425, 0.0212592, 0.0227331, 0.0273667, 0.0295191, 0.027881, 0.0264711, 0.0230041, 0.0284093, 0.0283522, 0.0218514, 0.0216749, 0.0279375, 0.0260583, 0.0257742, 0.022184, 0.0227693, 0.0266103, 0.0321188, 0.0222527, 0.0234724, 0.0218003, 0.0265248, 0.020811, 0.0282224, 0.0277663, 0.0282754, 0.0294929, 0.0233936, 0.0260366, 0.0327586, 0.0288508, 0.0260503, 0.0278599, 0.0277494, 0.0258659, 0.0202805, 0.0299293, 0.0258362, 0.0291523, 0.030505, 0.0340788, 0.024584, 0.0289506, 0.029476, 0.0192836, 0.0312457, 0.0306981, 0.0255324, 0.0257685, 
