Algorithm;Hyperparameter (C);Values
G/UCT; 1e-05; 0.0238382, 0.0207336, 0.0215578, 0.0231126, 0.0214817, 0.0241216, 0.0218656, 0.0218657, 0.0241735, 0.0217037, 0.0222399, 0.02095, 0.0240185, 0.0235493, 0.0227523, 0.0223876, 0.021632, 0.0169451, 0.0224182, 0.0218153, 0.023624, 0.0235095, 0.0224852, 0.0222618, 0.0219282, 0.0235993, 0.0241588, 0.0241768, 0.026853, 0.0255762, 0.0263866, 0.0244168, 0.0263471, 0.026285, 0.024377, 0.0269409, 0.0262329, 0.0253683, 0.0262768, 0.026288, 0.0252457, 0.0256687, 0.0262288, 0.0276743, 0.0250328, 0.0262658, 0.026194, 0.0262834, 0.0259135, 0.02623, 0.02621, 0.0262261, 0.0262191, 0.0262053, 0.0262312, 0.0261983, 0.0255269, 0.0260967, 0.0261394, 0.0273353, 0.0262124, 0.027336, 0.0275082, 0.0261271, 0.0262286, 0.0261817, 0.0261735, 0.0267321, 0.0261153, 0.0262023, 0.0262224, 0.0261512, 0.0261857, 0.028028, 0.0273233, 0.0261753, 0.026813, 0.0270561, 0.0261403, 0.0272581, 0.0261906, 0.0289033, 0.0280079, 0.027778, 0.0275381, 0.0265621, 0.0279209, 0.0261422, 0.0280047, 0.0288528, 0.0260586, 0.0295857, 0.0254512, 0.0296515, 0.0295618, 0.029354, 0.0311834, 0.0296258, 0.0330246, 0.032342, 
G/Tun; 1e-05; 0.0245505, 0.022657, 0.0215356, 0.0221483, 0.0185387, 0.0210179, 0.0226621, 0.025033, 0.0223982, 0.0230903, 0.0226372, 0.0195209, 0.0220521, 0.0226122, 0.0238779, 0.0218896, 0.0223124, 0.0222855, 0.0226979, 0.0186347, 0.0221554, 0.0229761, 0.0238301, 0.0217818, 0.0251166, 0.0237538, 0.0260015, 0.0229248, 0.0228127, 0.022, 0.0246974, 0.0225595, 0.0236086, 0.0214333, 0.0261928, 0.0262365, 0.0274821, 0.0273227, 0.0258701, 0.0270286, 0.0259808, 0.0226543, 0.0263421, 0.027021, 0.024459, 0.0262348, 0.0273796, 0.0258211, 0.0262624, 0.0261159, 0.0257384, 0.0273206, 0.0274176, 0.026172, 0.0262244, 0.0275599, 0.0277863, 0.0268504, 0.0279294, 0.0261599, 0.0261516, 0.0251909, 0.0256048, 0.0261462, 0.0255468, 0.027235, 0.0262005, 0.0266698, 0.0262947, 0.0296491, 0.026199, 0.0262869, 0.0262938, 0.0248688, 0.025964, 0.0270208, 0.0267849, 0.0273425, 0.0261536, 0.0253106, 0.0270402, 0.02911, 0.0271387, 0.0261842, 0.0289799, 0.0310989, 0.02679, 0.0274148, 0.0253278, 0.0278967, 0.0261155, 0.0310984, 0.0305617, 0.0322804, 0.0312325, 0.0276087, 0.0261358, 0.027434, 0.0316683, 0.031905, 
G/SP; 1e-05; 0.00756104, 0.00945097, 0.00756088, 0.0113387, 0.00943056, 0.00756131, 0.0131913, 0.00933169, 0.00756061, 0.0113365, 0.00943997, 0.0131818, 0.00945171, 0.00753878, 0.00756133, 0.00945059, 0.00567098, 0.00945153, 0.0075558, 0.00756071, 0.0113394, 0.00944981, 0.00756061, 0.00756056, 0.0094465, 0.009446, 0.00945046, 0.00945059, 0.00944833, 0.00756011, 0.00945161, 0.00756025, 0.00756137, 0.0150235, 0.00756134, 0.00567093, 0.00567081, 0.00755955, 0.00756143, 0.00756142, 0.00756137, 0.00755974, 0.00567103, 0.00567102, 0.00943706, 0.0112967, 0.00756018, 0.00945159, 0.00755959, 0.00756081, 0.00755908, 0.0113331, 0.00755985, 0.00756116, 0.00943404, 0.00756134, 0.013135, 0.00755706, 0.00936395, 0.00944693, 0.00756088, 0.00567105, 0.00945171, 0.00755982, 0.00944606, 0.00567108, 0.00756082, 0.00567087, 0.00567106, 0.00566757, 0.00567106, 0.00756061, 0.00943694, 0.00944683, 0.0113355, 0.00756116, 0.00756118, 0.00945141, 0.00943119, 0.00756089, 0.005671, 0.00945152, 0.00756003, 0.00567107, 0.0131769, 0.00756113, 0.00755947, 0.00755492, 0.00945161, 0.0132088, 0.0131688, 0.00755207, 0.00943336, 0.0092398, 0.0094462, 0.00567107, 0.00756123, 0.00945064, 0.00755613, 0.00943095, 
G/Dep; 1e-05; 0.019253, 0.0218138, 0.0236521, 0.0219507, 0.0220589, 0.0211674, 0.0229676, 0.0250978, 0.0239621, 0.0219001, 0.0179316, 0.0219503, 0.0233669, 0.0236779, 0.0226272, 0.0229972, 0.0245132, 0.0218697, 0.022916, 0.0224598, 0.0239755, 0.0220123, 0.0236827, 0.0229659, 0.0233224, 0.0225369, 0.0219305, 0.0223928, 0.021935, 0.0221384, 0.0216724, 0.0254576, 0.0234296, 0.0233021, 0.0236689, 0.0257489, 0.0261444, 0.0262466, 0.0262881, 0.0262376, 0.0263574, 0.026252, 0.0268992, 0.0269292, 0.0262454, 0.0274879, 0.0253261, 0.0256901, 0.0272839, 0.0271204, 0.026138, 0.0262029, 0.0262181, 0.0257909, 0.0258459, 0.0243352, 0.0261722, 0.025856, 0.0263784, 0.0262697, 0.0253408, 0.0261037, 0.0275349, 0.024643, 0.0261545, 0.0262142, 0.0261453, 0.0261327, 0.0253462, 0.0261206, 0.0262575, 0.0260798, 0.0279673, 0.0262512, 0.0261294, 0.0271064, 0.0262358, 0.0262393, 0.0257742, 0.0278918, 0.0260707, 0.027597, 0.0279652, 0.0246812, 0.0279974, 0.0315355, 0.0296567, 0.0267532, 0.0308797, 0.0270395, 0.0297406, 0.0304659, 0.0314822, 0.0267799, 0.0338292, 0.0327028, 0.034755, 0.0292799, 0.0339756, 0.0345542, 
G/Gre; 1e-05; 0.0231126, 0.0207336, 0.02095, 0.0227523, 0.0169451, 0.0241735, 0.0218657, 0.0238382, 0.0215578, 0.0222399, 0.0217037, 0.0218656, 0.0235493, 0.0214817, 0.0241216, 0.0240185, 0.021632, 0.023624, 0.0224182, 0.0224852, 0.0218153, 0.0223876, 0.0222618, 0.0219282, 0.0235993, 0.0235095, 0.0241588, 0.0241768, 0.026853, 0.0255762, 0.0253683, 0.0252457, 0.0259135, 0.0263866, 0.0256687, 0.0261394, 0.0262288, 0.0262312, 0.0262834, 0.026285, 0.0254512, 0.024377, 0.0262768, 0.0250328, 0.02623, 0.0276743, 0.026194, 0.0273353, 0.0263471, 0.0269409, 0.026288, 0.0261153, 0.0260967, 0.0272581, 0.02621, 0.0262286, 0.0262224, 0.0273233, 0.0270561, 0.0267321, 0.0262191, 0.0275082, 0.0261857, 0.0280079, 0.026813, 0.0262329, 0.0261983, 0.0262053, 0.0288528, 0.0261512, 0.0289033, 0.0261735, 0.0275381, 0.0261403, 0.0265621, 0.0262124, 0.027778, 0.0244168, 0.0262261, 0.0261271, 0.0261817, 0.0261422, 0.0255269, 0.0261753, 0.028028, 0.0262023, 0.0295857, 0.0260586, 0.027336, 0.0279209, 0.0262658, 0.0295618, 0.0296515, 0.0261906, 0.0311834, 0.0280047, 0.0296258, 0.0330246, 0.029354, 0.032342, 
G/Sqrt; 1e-05; 0.0231126, 0.02095, 0.0241735, 0.0214817, 0.0238382, 0.0235493, 0.0207336, 0.0218656, 0.0215578, 0.0222399, 0.0218153, 0.0240185, 0.0227523, 0.0218657, 0.0235095, 0.0169451, 0.0217037, 0.021632, 0.023624, 0.0224182, 0.0224852, 0.0241216, 0.0223876, 0.0222618, 0.0235993, 0.0219282, 0.0241588, 0.0241768, 0.026285, 0.0255762, 0.026853, 0.024377, 0.0252457, 0.0253683, 0.0276743, 0.0269409, 0.0250328, 0.0259135, 0.0262658, 0.026288, 0.02623, 0.0262768, 0.0262288, 0.0262329, 0.0244168, 0.0262286, 0.0261857, 0.0261403, 0.0261394, 0.0262191, 0.0262224, 0.0255269, 0.026194, 0.0262023, 0.0256687, 0.0261512, 0.0262834, 0.0263866, 0.0289033, 0.0261153, 0.0273353, 0.0261271, 0.0263471, 0.026813, 0.0254512, 0.02621, 0.0270561, 0.0275381, 0.0265621, 0.0261983, 0.0262053, 0.0262312, 0.0273233, 0.0280079, 0.0260967, 0.0280047, 0.027778, 0.0267321, 0.0261422, 0.0295857, 0.0275082, 0.0272581, 0.0288528, 0.0261735, 0.027336, 0.0260586, 0.028028, 0.0261753, 0.0279209, 0.0262261, 0.0262124, 0.0296258, 0.029354, 0.0295618, 0.0311834, 0.0261817, 0.0330246, 0.0296515, 0.0261906, 0.032342, 
G/UCT; 2.15443e-05; 0.021582, 0.0194486, 0.0241803, 0.0217131, 0.0219876, 0.0236462, 0.0222971, 0.0207905, 0.0232585, 0.0243176, 0.0251902, 0.0166046, 0.0220284, 0.0246532, 0.0207893, 0.0222789, 0.0199391, 0.0225887, 0.0207872, 0.0210886, 0.0235336, 0.0242257, 0.0219731, 0.0258011, 0.0259074, 0.0262125, 0.0248163, 0.0244443, 0.0274454, 0.0276724, 0.0261993, 0.0262388, 0.026132, 0.0262345, 0.0244498, 0.0269002, 0.0261537, 0.0276083, 0.0259136, 0.0282144, 0.0262507, 0.0272022, 0.0258485, 0.0248764, 0.0260053, 0.027167, 0.026235, 0.0260311, 0.0256979, 0.0261426, 0.0262352, 0.0279409, 0.0256006, 0.0261851, 0.0265732, 0.0262266, 0.0266643, 0.026976, 0.0262495, 0.0261622, 0.0252437, 0.024421, 0.0261543, 0.0261408, 0.0264076, 0.0261538, 0.0274335, 0.0262421, 0.0260897, 0.030727, 0.0278567, 0.0273423, 0.029629, 0.0267085, 0.0274864, 0.0326678, 0.0262724, 0.029407, 0.0261715, 0.026107, 0.0279312, 0.0260997, 0.0313633, 0.0259339, 0.0274337, 0.0283647, 0.0270499, 0.0291293, 0.032044, 0.0262174, 0.0272081, 0.0326807, 0.0269997, 0.0261799, 0.0279613, 0.0264212, 0.0290482, 0.0296031, 0.0261249, 0.0346276, 
G/Tun; 2.15443e-05; 0.0236464, 0.0222842, 0.0183454, 0.0243356, 0.0228, 0.0237216, 0.0188536, 0.0239462, 0.0232797, 0.0216743, 0.0233405, 0.0223466, 0.0207877, 0.0219352, 0.0226589, 0.0226916, 0.0235571, 0.0152967, 0.0238009, 0.0244989, 0.0222647, 0.0221596, 0.0222109, 0.0265212, 0.0288119, 0.0252964, 0.0258995, 0.0260915, 0.0248965, 0.0274442, 0.0256433, 0.0262027, 0.0248249, 0.0244714, 0.0266068, 0.0242216, 0.0261722, 0.0274368, 0.026246, 0.0255674, 0.0262178, 0.026211, 0.0255522, 0.0261386, 0.0261592, 0.0262528, 0.0262074, 0.0262076, 0.0262445, 0.0262102, 0.0261866, 0.0276401, 0.0279669, 0.0268983, 0.0262581, 0.0262313, 0.0281532, 0.0262195, 0.0267146, 0.0262487, 0.0272422, 0.0268375, 0.026212, 0.0255491, 0.0262151, 0.0272852, 0.026248, 0.0284868, 0.0331298, 0.0262002, 0.0262158, 0.0261996, 0.0274265, 0.0261717, 0.026144, 0.0261982, 0.0271762, 0.026747, 0.0274811, 0.0262091, 0.0261073, 0.0262043, 0.0279504, 0.0261268, 0.027967, 0.0305801, 0.02613, 0.0330154, 0.0316402, 0.0261384, 0.0262147, 0.0261471, 0.0296649, 0.0311939, 0.0296143, 0.0314314, 0.0310237, 0.0348083, 0.0326584, 0.031272, 
G/SP; 2.15443e-05; 0.00944981, 0.00756061, 0.00756071, 0.0150235, 0.00943404, 0.00944683, 0.00944606, 0.00755985, 0.00945159, 0.00945059, 0.00756003, 0.00756133, 0.0113331, 0.00943706, 0.00755492, 0.009446, 0.0131688, 0.00567103, 0.00567093, 0.00945097, 0.00567107, 0.00756056, 0.00945059, 0.00755908, 0.00945161, 0.0113365, 0.00945152, 0.00756137, 0.00756116, 0.00567098, 0.00945046, 0.00945153, 0.00567108, 0.00567102, 0.00756143, 0.00756089, 0.00756134, 0.00936395, 0.00755207, 0.00944693, 0.00753878, 0.0112967, 0.00944833, 0.00567106, 0.00756011, 0.00755947, 0.00756134, 0.00756061, 0.00943997, 0.00933169, 0.00755982, 0.00756131, 0.00567107, 0.005671, 0.00756113, 0.00567087, 0.0094465, 0.00756088, 0.00945161, 0.00567106, 0.00756142, 0.00756061, 0.00567081, 0.0113355, 0.0075558, 0.013135, 0.00945064, 0.0113394, 0.0131769, 0.0113387, 0.00943694, 0.00755613, 0.00755955, 0.00943095, 0.00756018, 0.00755974, 0.00943056, 0.0094462, 0.00756025, 0.00756104, 0.00566757, 0.00567105, 0.00756116, 0.00945171, 0.00945141, 0.0131818, 0.00756118, 0.00943336, 0.00756082, 0.0092398, 0.0131913, 0.00755706, 0.00756123, 0.00756137, 0.0132088, 0.00945171, 0.00755959, 0.00756081, 0.00943119, 0.00756088, 
G/Dep; 2.15443e-05; 0.0230961, 0.0246239, 0.0224024, 0.0214211, 0.0201984, 0.0225613, 0.0181512, 0.0244935, 0.0231797, 0.0236262, 0.0226373, 0.0218488, 0.0218998, 0.0207845, 0.0257451, 0.0245929, 0.0229621, 0.0243504, 0.0252488, 0.0235174, 0.0253253, 0.0252532, 0.0296794, 0.0245985, 0.0258883, 0.0272983, 0.0275203, 0.0207304, 0.0259062, 0.0262508, 0.0274316, 0.0278557, 0.0262101, 0.0261872, 0.0274455, 0.0274776, 0.0275839, 0.0254824, 0.0263724, 0.0262922, 0.0258686, 0.0272539, 0.0262326, 0.0272896, 0.0262708, 0.0243872, 0.0261991, 0.0276585, 0.0251212, 0.0225474, 0.0261562, 0.0262293, 0.0267069, 0.0260885, 0.0261253, 0.0261999, 0.0272308, 0.0254498, 0.0262532, 0.0262218, 0.0247775, 0.0261347, 0.0261569, 0.0265071, 0.0269603, 0.0252252, 0.0268848, 0.026188, 0.026123, 0.0270581, 0.0261164, 0.0278537, 0.0260695, 0.0279862, 0.0279651, 0.0261236, 0.0279723, 0.0260653, 0.0260471, 0.0294573, 0.0279156, 0.0296486, 0.0284692, 0.0293092, 0.0294045, 0.0297303, 0.0313132, 0.0323025, 0.031224, 0.0297099, 0.0286611, 0.0330108, 0.0315695, 0.0325564, 0.0325219, 0.0339291, 0.0346572, 0.031124, 0.0346268, 0.036816, 
