Algorithm;Hyperparameter (C);Values
Normal; 1e-05; 0.0993163, 0.0783061, 0.161277, 0.0799441, 0.112533, 0.145926, 0.157612, 0.082856, 0.089692, 0.12898, 0.166958, 0.080389, 0.117914, 0.0795781, 0.100483, 0.119112, 0.0858644, 0.123213, 0.0903892, 0.073133, 0.17063, 0.116146, 0.083305, 0.0907879, 0.106561, 0.140474, 0.122632, 0.13324, 0.061366, 0.143046, 0.0874035, 0.129825, 0.0812538, 0.113362, 0.167308, 0.0967658, 0.0934966, 0.0621886, 0.0891307, 0.0666134, 0.0911203, 0.1441, 0.0668586, 0.118187, 0.111897, 0.0723977, 0.106058, 0.11491, 0.0632437, 0.113365, 0.14594, 0.0978087, 0.0872441, 0.0679611, 0.14381, 0.0855669, 0.117467, 0.0961775, 0.0785851, 0.125678, 0.151853, 0.0948698, 0.138457, 0.131918, 0.179968, 0.123262, 0.113386, 0.169799, 0.0818836, 0.070106, 0.13083, 0.113912, 0.154602, 0.0799509, 0.148827, 0.119745, 0.0935558, 0.0898825, 0.126469, 0.217644, 0.11634, 0.105703, 0.115889, 0.113612, 0.0691625, 0.129711, 0.130717, 0.0966792, 0.148867, 0.141599, 0.163891, 0.119465, 0.200932, 0.0974706, 0.119317, 0.125284, 0.189963, 0.170203, 0.177489, 0.154478, 
sq; 1e-05; 0.0143519, 0.0135646, 0.0123428, 0.0101183, 0.00858282, 0.0144612, 0.007834, 0.0101551, 0.00684034, 0.0127685, 0.0049905, 0.00888747, 0.00480658, 0.00980651, 0.0116292, 0.00727738, 0.00569148, 0.0160115, 0.00618357, 0.0119102, 0.00577231, 0.00421033, 0.0137511, 0.00936052, 0.0167825, 0.0165748, 0.00641139, 0.0152366, 0.00897092, 0.0132228, 0.0138938, 0.00804383, 0.0119297, 0.00775719, 0.0110474, 0.0107608, 0.0270498, 0.0159419, 0.0100026, 0.00694301, 0.00592358, 0.00587593, 0.00901536, 0.0248645, 0.0190086, 0.0171456, 0.0103967, 0.00600212, 0.0130304, 0.0135992, 0.0214974, 0.00492144, 0.0126742, 0.0168802, 0.0436215, 0.0187846, 0.0139303, 0.0191429, 0.020398, 0.00418961, 0.0227565, 0.012453, 0.0101182, 0.0149297, 0.023402, 0.024298, 0.0146088, 0.0105419, 0.0132862, 0.00590294, 0.0106329, 0.0186975, 0.00734665, 0.00777711, 0.0177175, 0.0308156, 0.0103399, 0.0213311, 0.0165599, 0.00399497, 0.0242241, 0.0211488, 0.0186849, 0.0180248, 0.0173927, 0.01198, 0.0183144, 0.0244935, 0.019284, 0.00582605, 0.011997, 0.0160236, 0.0334535, 0.0138724, 0.0170607, 0.0108037, 0.0071523, 0.0304464, 0.00763639, 0.016445, 
sqrt; 1e-05; 0.380392, 0.287059, 0.356105, 0.267378, 0.300642, 0.441555, 0.385743, 0.3162, 0.267041, 0.272843, 0.319758, 0.360612, 0.31053, 0.274892, 0.282571, 0.365315, 0.287684, 0.370277, 0.274245, 0.313044, 0.282756, 0.257358, 0.273898, 0.376412, 0.329893, 0.332653, 0.286543, 0.272988, 0.300642, 0.350158, 0.331043, 0.320859, 0.304627, 0.244387, 0.25438, 0.378442, 0.329608, 0.355498, 0.357389, 0.357627, 0.277425, 0.343849, 0.275122, 0.257102, 0.35629, 0.406907, 0.28651, 0.331971, 0.318508, 0.361258, 0.29819, 0.346653, 0.288768, 0.289241, 0.372099, 0.284392, 0.291685, 0.353393, 0.26832, 0.366586, 0.305041, 0.332955, 0.271085, 0.293641, 0.331138, 0.280972, 0.336632, 0.362836, 0.29238, 0.336931, 0.26754, 0.401966, 0.351087, 0.391121, 0.36292, 0.341724, 0.349787, 0.324356, 0.296043, 0.36857, 0.291512, 0.356543, 0.344694, 0.324666, 0.342186, 0.405472, 0.312521, 0.33799, 0.289531, 0.369428, 0.255374, 0.385205, 0.274892, 0.350918, 0.424376, 0.376906, 0.306469, 0.369509, 0.369949, 0.324655, 
Normal; 2.15443e-05; 0.0821225, 0.065372, 0.0872441, 0.157612, 0.080389, 0.0632437, 0.106058, 0.118187, 0.100041, 0.0993163, 0.117914, 0.0855669, 0.0795781, 0.0723977, 0.112533, 0.0858644, 0.061366, 0.113362, 0.123213, 0.082856, 0.0978087, 0.100483, 0.0987489, 0.070106, 0.145926, 0.111897, 0.0874035, 0.13324, 0.0799441, 0.0907879, 0.125678, 0.0783061, 0.122632, 0.105703, 0.0967658, 0.13067, 0.083305, 0.0679611, 0.0935558, 0.089692, 0.0948698, 0.073133, 0.166958, 0.119112, 0.113612, 0.0812538, 0.0911203, 0.0691625, 0.0961775, 0.0898825, 0.0799509, 0.141599, 0.161277, 0.113386, 0.131918, 0.130717, 0.129711, 0.209206, 0.0966792, 0.113365, 0.117467, 0.14381, 0.123262, 0.0903892, 0.17063, 0.13083, 0.129825, 0.106561, 0.1441, 0.115889, 0.158803, 0.143525, 0.119317, 0.0934966, 0.126469, 0.116146, 0.070106, 0.11634, 0.138457, 0.0818836, 0.12898, 0.0891307, 0.124673, 0.113912, 0.189963, 0.143046, 0.169799, 0.14594, 0.163891, 0.154602, 0.11491, 0.11551, 0.179968, 0.148827, 0.0974706, 0.177489, 0.125284, 0.101985, 0.154478, 0.119465, 
sq; 2.15443e-05; 0.0169557, 0.0183578, 0.00870701, 0.00554107, 0.00905738, 0.0192631, 0.00540039, 0.0103399, 0.00853587, 0.0106829, 0.00593147, 0.00775236, 0.0119204, 0.0151273, 0.00365259, 0.00368754, 0.00723861, 0.00737945, 0.00723732, 0.00663613, 0.00939663, 0.0336734, 0.0167343, 0.00922774, 0.00399497, 0.00732832, 0.00821254, 0.0136592, 0.0230698, 0.00868084, 0.00953829, 0.0118985, 0.00491676, 0.0294588, 0.00925351, 0.0173099, 0.00942951, 0.00495533, 0.00610956, 0.00409222, 0.0104264, 0.0310096, 0.00665776, 0.0101551, 0.0147804, 0.0157479, 0.0203954, 0.00738156, 0.0201247, 0.0226147, 0.00827317, 0.00717707, 0.0168802, 0.0234052, 0.00725819, 0.0214446, 0.00807874, 0.0195685, 0.0176571, 0.0116693, 0.0147438, 0.0113711, 0.0308875, 0.0181157, 0.00641139, 0.0155215, 0.0112944, 0.0167184, 0.00839105, 0.0101183, 0.0124723, 0.0100688, 0.0159628, 0.0198637, 0.0137449, 0.01198, 0.0179727, 0.00543703, 0.0110615, 0.0219368, 0.0147101, 0.0195847, 0.00668822, 0.00668948, 0.0148042, 0.0115846, 0.00805245, 0.0195961, 0.0124941, 0.00732517, 0.0146855, 0.0239168, 0.0254374, 0.00854738, 0.00923287, 0.00582605, 0.0518021, 0.0254391, 0.0378793, 0.0182028, 
sqrt; 2.15443e-05; 0.271085, 0.277425, 0.380392, 0.291685, 0.304627, 0.272843, 0.360612, 0.343849, 0.385743, 0.300642, 0.244387, 0.267378, 0.441555, 0.29238, 0.26832, 0.332955, 0.312521, 0.362836, 0.300642, 0.3162, 0.357627, 0.257358, 0.274892, 0.281158, 0.318508, 0.28651, 0.329608, 0.288768, 0.272988, 0.356543, 0.361258, 0.320859, 0.29819, 0.349787, 0.376412, 0.274245, 0.267041, 0.282756, 0.274892, 0.25438, 0.406907, 0.332653, 0.282571, 0.286543, 0.401966, 0.344694, 0.305041, 0.346121, 0.329893, 0.257102, 0.29769, 0.313044, 0.385205, 0.350158, 0.35629, 0.341724, 0.293641, 0.356105, 0.255374, 0.378442, 0.284392, 0.287684, 0.369428, 0.355498, 0.370277, 0.372099, 0.331043, 0.319758, 0.26754, 0.275122, 0.331971, 0.31053, 0.365315, 0.273898, 0.336931, 0.289531, 0.324356, 0.346653, 0.357389, 0.324666, 0.351087, 0.33799, 0.291512, 0.36857, 0.287059, 0.280972, 0.306469, 0.331138, 0.353393, 0.296043, 0.36292, 0.405472, 0.376906, 0.342186, 0.366586, 0.350918, 0.369509, 0.424376, 0.369949, 0.324655, 
Normal; 4.64159e-05; 0.0602975, 0.083305, 0.116146, 0.11634, 0.125678, 0.157612, 0.082856, 0.13324, 0.0891307, 0.089692, 0.0907879, 0.0655672, 0.102623, 0.106058, 0.0874035, 0.134918, 0.0783061, 0.0723977, 0.161277, 0.118187, 0.111897, 0.0872441, 0.0898825, 0.0821225, 0.0691625, 0.122632, 0.123262, 0.070106, 0.0843534, 0.113362, 0.0812538, 0.117914, 0.113365, 0.0961775, 0.119112, 0.0679611, 0.123213, 0.065372, 0.0799509, 0.0993163, 0.0978087, 0.0987489, 0.0799441, 0.113386, 0.0911203, 0.143046, 0.166958, 0.113612, 0.073133, 0.106561, 0.141599, 0.129711, 0.0966792, 0.0855669, 0.100483, 0.14594, 0.107069, 0.0858644, 0.115889, 0.0818836, 0.214235, 0.16264, 0.0752827, 0.0795781, 0.0935558, 0.130717, 0.061366, 0.103648, 0.169799, 0.146017, 0.124673, 0.070106, 0.126469, 0.11491, 0.117467, 0.121923, 0.120063, 0.13067, 0.163891, 0.14381, 0.0972564, 0.158803, 0.189963, 0.154602, 0.113912, 0.1441, 0.187668, 0.143525, 0.148827, 0.117671, 0.119317, 0.125284, 0.101985, 0.102498, 0.0974706, 0.13083, 0.143521, 0.198196, 0.154478, 0.119465, 
sq; 4.64159e-05; 0.00582511, 0.00554323, 0.0126802, 0.00742903, 0.0153419, 0.00625077, 0.00947957, 0.00715725, 0.00956687, 0.0340031, 0.00796722, 0.00935522, 0.0173962, 0.0163896, 0.00477563, 0.0128956, 0.00731711, 0.00953091, 0.00473789, 0.00691951, 0.0156238, 0.0251077, 0.0141079, 0.0233947, 0.00620168, 0.0134391, 0.0136067, 0.0201721, 0.00479319, 0.0115796, 0.0129377, 0.0105903, 0.0154482, 0.00727738, 0.01092, 0.0168699, 0.00695063, 0.00925351, 0.00984463, 0.0291471, 0.037176, 0.0148619, 0.0260943, 0.00816955, 0.0133047, 0.0222451, 0.00511731, 0.00554117, 0.0069507, 0.013083, 0.012453, 0.0124889, 0.0161063, 0.0171254, 0.0200863, 0.0101551, 0.0135054, 0.0437986, 0.0244276, 0.0156451, 0.0123764, 0.0076896, 0.0119857, 0.00862702, 0.0143021, 0.0253797, 0.015871, 0.0121861, 0.0191424, 0.0240013, 0.0093321, 0.0168454, 0.029073, 0.00763474, 0.00428099, 0.00986609, 0.00703228, 0.0178102, 0.024481, 0.00696891, 0.0239935, 0.00839354, 0.0106792, 0.00938063, 0.0103417, 0.00547221, 0.0182993, 0.00956661, 0.00596879, 0.0138967, 0.00695331, 0.00434913, 0.0182938, 0.0156696, 0.00390539, 0.00489101, 0.0120461, 0.0151363, 0.0369438, 0.020846, 
sqrt; 4.64159e-05; 0.378442, 0.300642, 0.291685, 0.286543, 0.29106, 0.356105, 0.304627, 0.26754, 0.287684, 0.376412, 0.350158, 0.281158, 0.324666, 0.313044, 0.351087, 0.267041, 0.272843, 0.362836, 0.244387, 0.267378, 0.331971, 0.385205, 0.293641, 0.349787, 0.331043, 0.3162, 0.346653, 0.274892, 0.356543, 0.401966, 0.277425, 0.257102, 0.257358, 0.274245, 0.361258, 0.255374, 0.346121, 0.324356, 0.360612, 0.319758, 0.320859, 0.332653, 0.318508, 0.406907, 0.370277, 0.274892, 0.275122, 0.369428, 0.291512, 0.355498, 0.25438, 0.380392, 0.366586, 0.329893, 0.284392, 0.365315, 0.441555, 0.33799, 0.300642, 0.28651, 0.26832, 0.29819, 0.344694, 0.272988, 0.336931, 0.273898, 0.282475, 0.29238, 0.343849, 0.405472, 0.329608, 0.271085, 0.385743, 0.372099, 0.376906, 0.31053, 0.282571, 0.288768, 0.332955, 0.287059, 0.35629, 0.341724, 0.296043, 0.275032, 0.312521, 0.350918, 0.357627, 0.305041, 0.29769, 0.353393, 0.306469, 0.280972, 0.357389, 0.342186, 0.36292, 0.331138, 0.369509, 0.424376, 0.369949, 0.324655, 
Normal; 0.0001; 0.0872441, 0.11634, 0.083305, 0.13324, 0.0655672, 0.0978087, 0.0874514, 0.0783061, 0.0729175, 0.134918, 0.0679611, 0.123213, 0.061366, 0.119931, 0.073133, 0.119101, 0.0912565, 0.118187, 0.125678, 0.14644, 0.12808, 0.0888893, 0.146017, 0.0689765, 0.070868, 0.082856, 0.0647091, 0.119494, 0.124673, 0.129711, 0.0993163, 0.116146, 0.111897, 0.115889, 0.0723977, 0.102498, 0.141599, 0.0907879, 0.102623, 0.0812361, 0.173865, 0.0935558, 0.0961775, 0.13067, 0.0587244, 0.1062, 0.106561, 0.12202, 0.0818836, 0.0884055, 0.113315, 0.123262, 0.113612, 0.117782, 0.0906724, 0.214235, 0.113912, 0.107069, 0.0827325, 0.106825, 0.126469, 0.11473, 0.122632, 0.0791412, 0.115316, 0.148827, 0.0799509, 0.0891307, 0.109129, 0.0855669, 0.113365, 0.117914, 0.163891, 0.169748, 0.0898825, 0.131432, 0.0966792, 0.0691625, 0.0804924, 0.0812538, 0.126178, 0.0987489, 0.189963, 0.0858644, 0.1441, 0.143525, 0.121889, 0.117467, 0.0714143, 0.13083, 0.0968145, 0.124197, 0.187668, 0.148616, 0.127071, 0.131044, 0.154602, 0.154561, 0.198196, 0.119465, 
