Algorithm;Hyperparameter (C);Values
Grid State Space; 1e-05; 0.0408348, 0.0286926, 0.0273068, 0.0387791, 0.0321103, 0.0208661, 0.0379737, 0.0303906, 0.0373222, 0.0388592, 0.0208827, 0.0212842, 0.0354439, 0.0332438, 0.0357152, 0.0357956, 0.0295563, 0.0388355, 0.0378271, 0.0357995, 0.0369968, 0.0353651, 0.0346995, 0.0394278, 0.0249054, 0.0375972, 0.0356724, 0.0288887, 0.0325958, 0.0373975, 0.0419161, 0.0297565, 0.0370592, 0.030705, 0.0310268, 0.0386823, 0.0279157, 0.0397061, 0.0356949, 0.022121, 0.0430124, 0.0214169, 0.0466274, 0.0284174, 0.0371595, 0.0421196, 0.0341541, 0.052048, 0.0324069, 0.0252298, 0.0361155, 0.0268533, 0.0338568, 0.0309843, 0.0402316, 0.0261439, 0.0247461, 0.0336323, 0.0334267, 0.032744, 0.0351765, 0.039786, 0.0371654, 0.0466035, 0.02118, 0.0237751, 0.0299213, 0.0344473, 0.0337188, 0.0425082, 0.0375041, 0.0352394, 0.0384434, 0.0424768, 0.027687, 0.0428792, 0.0369372, 0.0404696, 0.0414472, 0.0297406, 0.038958, 0.0410734, 0.0398403, 0.0306144, 0.0305592, 0.0367846, 0.0283354, 0.0319503, 0.0355691, 0.0487619, 0.0347425, 0.0427587, 0.0381954, 0.0285158, 0.0407325, 0.041696, 0.038845, 0.0419931, 0.0395218, 0.0400923, 
Grid State Exact; 1e-05; 0.00266666, 0.00199997, 0.00266661, 0.00333325, 0.00266649, 0.00266654, 0.00333323, 0.00333306, 0.002, 0.00333332, 0.00399423, 0.00199999, 0.0026666, 0.00266664, 0.0033333, 0.003332, 0.00333271, 0.00333312, 0.00333324, 0.00333157, 0.00333332, 0.00397299, 0.00265833, 0.00333299, 0.00333331, 0.00484308, 0.00333155, 0.0033333, 0.00333306, 0.00333327, 0.00332968, 0.00333315, 0.00333314, 0.00391315, 0.00333309, 0.00333252, 0.00399719, 0.00333281, 0.00333308, 0.00333047, 0.00333332, 0.00333289, 0.00330387, 0.00333323, 0.00333329, 0.00333323, 0.00590537, 0.00333326, 0.00333098, 0.00333287, 0.00333299, 0.00333318, 0.00398461, 0.0033333, 0.00399697, 0.00532875, 0.00333307, 0.00333266, 0.00397494, 0.00333326, 0.00333255, 0.00333322, 0.00266666, 0.00333274, 0.00333187, 0.00266665, 0.00505766, 0.00454604, 0.00532645, 0.00332622, 0.00532188, 0.00332663, 0.00331976, 0.00333317, 0.00729559, 0.00530786, 0.00333164, 0.00333201, 0.0066115, 0.00332989, 0.0052983, 0.00333321, 0.00333151, 0.00333097, 0.00457093, 0.00333326, 0.00657941, 0.00847245, 0.00655889, 0.00727846, 0.00266667, 0.00772632, 0.0081319, 0.0033332, 0.00462095, 0.00783899, 0.00576601, 0.0069247, 0.00744512, 0.0039897, 
Deterministic State Space; 1e-05; 0.0342775, 
Improved Split State Space; 1e-05; 0.0359998, 0.0352502, 0.0360913, 0.0366169, 0.0304374, 0.0311492, 0.032665, 0.0392275, 0.0363393, 0.0332162, 0.0318747, 0.0336511, 0.0353276, 0.0299357, 0.0328677, 0.0449047, 0.0388109, 0.056532, 0.0555908, 0.0378009, 0.0581636, 0.0384828, 0.0418781, 0.0335683, 0.0605603, 0.0496198, 0.0514192, 0.0392117, 0.0385898, 0.0406932, 0.0524947, 0.0442423, 0.0459447, 0.0420046, 0.0481029, 0.0456856, 0.0474413, 0.0549203, 0.0482304, 0.057477, 0.0381661, 0.0577217, 0.0466625, 0.0360878, 0.054853, 0.052745, 0.0445867, 0.0464801, 0.0426435, 0.0427848, 0.0556465, 0.0573041, 0.0555789, 0.0605358, 0.0534893, 0.0555523, 0.0481474, 0.0425094, 0.0530295, 0.0556677, 0.0530161, 0.0410316, 0.0492891, 0.0468499, 0.0397537, 0.0583917, 0.0598699, 0.0603697, 0.0466476, 0.0563993, 0.0549505, 0.0489738, 0.0376831, 0.0415673, 0.0524133, 0.0389452, 0.0540931, 0.0499988, 0.0415691, 0.0452223, 0.0504957, 0.0568217, 0.0533952, 0.0559729, 0.04754, 0.0568041, 0.0467181, 0.050209, 0.0528957, 0.0580944, 0.0577342, 0.0538361, 0.0419607, 0.0432473, 0.0451363, 0.0524307, 0.0477882, 0.0495551, 0.0553651, 0.0503162, 
Improved Exact Space; 1e-05; 0.0187946, 0.0215184, 0.0200534, 0.0224815, 0.0169792, 0.0234513, 0.0193668, 0.025964, 0.0206068, 0.0213626, 0.0226192, 0.0203712, 0.0218057, 0.0233298, 0.025186, 0.0239882, 0.0181378, 0.021382, 0.0235032, 0.0208019, 0.0176893, 0.0235064, 0.0275438, 0.0233769, 0.0193128, 0.0266504, 0.0252225, 0.0266892, 0.0276963, 0.0256031, 0.0268356, 0.0271101, 0.0199608, 0.025776, 0.028421, 0.0254591, 0.0197122, 0.0280949, 0.0201632, 0.0175497, 0.0232602, 0.0258383, 0.0223727, 0.021645, 0.0216371, 0.020392, 0.0229281, 0.0254493, 0.0277719, 0.0246528, 0.0274812, 0.0248362, 0.0182184, 0.0251817, 0.0281093, 0.0239119, 0.0220398, 0.0277123, 0.0284544, 0.01787, 0.0216055, 0.0243038, 0.0292527, 0.0282135, 0.0274077, 0.0243781, 0.0217976, 0.0302009, 0.037594, 0.030661, 0.0224266, 0.0279582, 0.0257091, 0.0242414, 0.0346093, 0.0210374, 0.0255792, 0.0278102, 0.0294038, 0.0208223, 0.0271749, 0.0214192, 0.0306664, 0.0335737, 0.0250006, 0.0261264, 0.0379876, 0.0234477, 0.0259627, 0.0259343, 0.0213758, 0.0235172, 0.0293611, 0.0221967, 0.0210344, 0.0241515, 0.0238717, 0.0272356, 0.0263614, 0.0351329, 
Point State Space; 1e-05; 1.19412e-10, 1.28019e-09, 2.19743e-07, 0.000666665, 3.50502e-10, 0.00133333, 0.0013331, 3.3463e-09, 3.68564e-09, 0.000666652, 0.000666667, 1.58833e-09, 0.00199992, 0.000666666, 1.51291e-09, 5.88386e-10, 2.36033e-07, 1.52534e-09, 0.0019996, 0.00133331, 0.00397613, 6.38127e-09, 6.06149e-10, 1.18386e-10, 8.26868e-08, 0.000666666, 3.98681e-05, 0.000666656, 0.0026664, 0.00266609, 9.53076e-14, 0.00133333, 0.00199935, 0.000666661, 0.00199823, 0.00133333, 0.00199852, 0.00133333, 1.01319e-09, 3.21881e-07, 0.00133333, 0.000666667, 0.00133268, 0.000666667, 0.0026661, 0.000666657, 0.00332792, 2.80697e-08, 0.000666666, 0.000666667, 0.00333178, 0.00199999, 0.00199971, 0.00133333, 3.66445e-11, 0.000666667, 0.000666666, 0.0019995, 0.00133333, 0.00266587, 0.000666667, 5.08006e-08, 0.0013333, 0.000666666, 0.00133333, 0.00199998, 0.00199994, 0.00133332, 0.00133333, 0.0033302, 0.000666665, 0.0013333, 0.000666658, 0.000666664, 0.00133322, 0.0013322, 0.00133333, 0.00133333, 0.00199958, 0.00133333, 0.000666664, 0.00133333, 0.00133301, 0.00133333, 0.00199979, 0.00133327, 0.000666666, 0.000666517, 0.00399399, 0.00133333, 0.000666666, 0.00133332, 0.00199943, 0.002, 0.00133327, 0.00466374, 0.002, 0.00397511, 0.0039917, 0.00444182, 
Grid State Space; 2.15443e-05; 0.0398791, 0.0309927, 0.0250904, 0.0392749, 0.0296345, 0.0297875, 0.025044, 0.0362308, 0.0266162, 0.0249735, 0.0336205, 0.0325606, 0.0371875, 0.0226075, 0.037383, 0.0399519, 0.0335166, 0.0372906, 0.0291213, 0.031512, 0.0364452, 0.0349373, 0.0411558, 0.0376483, 0.0409646, 0.0372754, 0.0343964, 0.0284198, 0.0370558, 0.0345293, 0.0251803, 0.0307514, 0.0345086, 0.0377558, 0.027966, 0.0388562, 0.0371453, 0.0371367, 0.033874, 0.0271996, 0.0426223, 0.0278328, 0.0334362, 0.0323877, 0.0352791, 0.0317172, 0.041178, 0.0309915, 0.0307566, 0.0417585, 0.0310548, 0.0303906, 0.0350986, 0.0378333, 0.038594, 0.0439357, 0.0374133, 0.0273089, 0.0405204, 0.0305924, 0.0450138, 0.0437486, 0.0374389, 0.0385485, 0.0285171, 0.0417106, 0.0383041, 0.0216306, 0.0389367, 0.0380186, 0.034809, 0.0436258, 0.0350818, 0.0402345, 0.0373131, 0.034309, 0.0491588, 0.0319595, 0.0374542, 0.0382183, 0.0418171, 0.0372248, 0.0280424, 0.0536159, 0.0331773, 0.0421438, 0.0302275, 0.0350706, 0.0363898, 0.0386455, 0.0385792, 0.0303188, 0.0323774, 0.0368309, 0.0415091, 0.0390357, 0.0454587, 0.0382422, 0.0424425, 0.0306774, 
Grid State Exact; 2.15443e-05; 0.00266661, 0.00399353, 0.00399423, 0.002, 0.00333312, 0.00266661, 0.00199999, 0.00333325, 0.003332, 0.00397299, 0.00397494, 0.00333306, 0.00333307, 0.00199999, 0.00266666, 0.0033328, 0.002, 0.00333291, 0.00450626, 0.00333299, 0.00333276, 0.00333324, 0.00333333, 0.00333323, 0.00333333, 0.00333082, 0.00333306, 0.00333317, 0.00333281, 0.00333308, 0.00333146, 0.00333228, 0.0039647, 0.0033333, 0.00332822, 0.00333327, 0.00399697, 0.00393928, 0.00333218, 0.00333214, 0.00598538, 0.00532797, 0.0033333, 0.00399719, 0.00333312, 0.00333229, 0.00333324, 0.00465855, 0.00333219, 0.00395038, 0.00399214, 0.0039811, 0.00266383, 0.00333333, 0.00333326, 0.00333281, 0.00399288, 0.00333327, 0.0053111, 0.00333323, 0.0026663, 0.00333303, 0.00264682, 0.00391694, 0.00596135, 0.00452492, 0.00333262, 0.00657941, 0.00529955, 0.002, 0.00530391, 0.00597079, 0.00527629, 0.0033333, 0.00719056, 0.00333327, 0.00397784, 0.0062399, 0.00333057, 0.00590562, 0.00333036, 0.0033332, 0.00333325, 0.00266667, 0.00590537, 0.00532487, 0.00333237, 0.006451, 0.00458041, 0.00443297, 0.00333322, 0.0128479, 0.0112647, 0.00598482, 0.00333332, 0.00391315, 0.00398074, 0.00858485, 0.0039897, 0.00722324, 
Deterministic State Space; 2.15443e-05; 0.0342775, 
Improved Split State Space; 2.15443e-05; 0.0372387, 0.0324348, 0.0364225, 0.0380582, 0.0378307, 0.038234, 0.036591, 0.0335986, 0.0430637, 0.0377665, 0.0325705, 0.0389852, 0.0347371, 0.037515, 0.0341869, 0.0316246, 0.032118, 0.0374881, 0.0308775, 0.0336144, 0.0339541, 0.0359346, 0.0504634, 0.0515463, 0.0374566, 0.0617137, 0.0410392, 0.0567945, 0.043423, 0.051286, 0.0568903, 0.0551389, 0.0530352, 0.0483732, 0.0509337, 0.0438716, 0.0506146, 0.0551334, 0.0430609, 0.0527047, 0.0539842, 0.0547682, 0.0390208, 0.0413122, 0.057689, 0.0508792, 0.0572261, 0.0418583, 0.0390685, 0.0519588, 0.0354718, 0.0523591, 0.0492395, 0.0533254, 0.0529202, 0.0520646, 0.0602523, 0.0390116, 0.0473217, 0.0541834, 0.0510625, 0.0544415, 0.0459724, 0.0497746, 0.0426362, 0.0479117, 0.0579755, 0.0619023, 0.0591798, 0.0510401, 0.0445111, 0.0375604, 0.0382885, 0.0431612, 0.0599964, 0.0459469, 0.0496196, 0.0438535, 0.0441842, 0.0461787, 0.0565379, 0.0543442, 0.0527388, 0.0443168, 0.0519721, 0.0523846, 0.0431171, 0.0514711, 0.0524566, 0.0541325, 0.0532959, 0.0492052, 0.0599969, 0.0478136, 0.0564555, 0.0521955, 0.0599486, 0.060833, 0.0550636, 0.0484751, 
