Algorithm;Hyperparameter (C);Values
Grid State Space; 1e-05; 0.174741, 0.109646, 0.155366, 0.190033, 0.140826, 0.182896, 0.146815, 0.162308, 0.137277, 0.231784, 0.140386, 0.135267, 0.158325, 0.128446, 0.11931, 0.13859, 0.128847, 0.178157, 0.15018, 0.126624, 0.149204, 0.133133, 0.163356, 0.129716, 0.148312, 0.164621, 0.175689, 0.204444, 0.134882, 0.150906, 0.185127, 0.334924, 0.274731, 0.383976, 0.276578, 0.240728, 0.165794, 0.237946, 0.184302, 0.274956, 0.225004, 0.221969, 0.200314, 0.301221, 0.162698, 0.239965, 0.238532, 0.292584, 0.278581, 0.36886, 0.174251, 0.324488, 0.274956, 0.357854, 0.307679, 0.366008, 0.267284, 0.18453, 0.4082, 0.285917, 0.269702, 0.303345, 0.419358, 0.365365, 0.287875, 0.324488, 0.241625, 0.246784, 0.343682, 0.366186, 0.279575, 0.223037, 0.343682, 0.317426, 0.332682, 0.468028, 0.256346, 0.280205, 0.468028, 0.383976, 0.308255, 0.468028, 0.468028, 0.468028, 0.468028, 0.468028, 0.189179, 0.173141, 0.148207, 0.207216, 0.231812, 0.114422, 0.222505, 0.298078, 0.468028, 0.290012, 0.220399, 0.368938, 0.277758, 0.468028, 
Grid State Exact; 1e-05; 0.0762871, 0.0593718, 0.0934651, 0.0788452, 0.0768066, 0.0772897, 0.0592828, 0.0752935, 0.0959761, 0.0971011, 0.0593804, 0.0571696, 0.0959513, 0.0761459, 0.0791918, 0.0597888, 0.0769283, 0.0594701, 0.0396628, 0.0776598, 0.0399853, 0.0397218, 0.0779885, 0.0771957, 0.0399725, 0.0792953, 0.0577269, 0.0593771, 0.103112, 0.0759152, 0.0774421, 0.128736, 0.0398695, 0.0594402, 0.0656352, 0.0399723, 0.0399171, 0.0950052, 0.0785347, 0.0974339, 0.058441, 0.0956761, 0.107757, 0.079093, 0.0947783, 0.078336, 0.0598725, 0.0796579, 0.039648, 0.0778973, 0.0709085, 0.0776744, 0.0884045, 0.0779995, 0.0593578, 0.076673, 0.0398401, 0.140803, 0.0950298, 0.0702952, 0.074744, 0.0921695, 0.0783517, 0.075316, 0.0599715, 0.0782805, 0.0823025, 0.123944, 0.168331, 0.099333, 0.0775942, 0.0769826, 0.093151, 0.039978, 0.184709, 0.0917179, 0.0776935, 0.0778594, 0.0597512, 0.0745469, 0.0788693, 0.0580626, 0.129344, 0.0790738, 0.0766461, 0.0949136, 0.059455, 0.0788106, 0.0581774, 0.0792708, 0.0793496, 0.039895, 0.0397632, 0.089166, 0.127207, 0.0780001, 0.0747859, 0.0773429, 0.0785991, 0.0968641, 
Deterministic State Space; 1e-05; 0.468028, 
Improved Split State Space; 1e-05; 0.422026, 0.452735, 0.437443, 0.468028, 0.452735, 0.468028, 0.468028, 0.468028, 0.452735, 0.468028, 0.452735, 0.437401, 0.452735, 0.468028, 0.452694, 0.468028, 0.468028, 0.468028, 0.468028, 0.424062, 0.452694, 0.468028, 0.468028, 0.424062, 0.439812, 0.468028, 0.422027, 0.452694, 0.408237, 0.468028, 0.468028, 0.468028, 0.468028, 0.43736, 0.422027, 0.422027, 0.468028, 0.406611, 0.43736, 0.4082, 0.439812, 0.468028, 0.439812, 0.424025, 0.452694, 0.437443, 0.422027, 0.437443, 0.360652, 0.422027, 0.437443, 0.439812, 0.424025, 0.422027, 0.452694, 0.422027, 0.40657, 0.439812, 0.439812, 0.439812, 0.422307, 0.40657, 0.410358, 0.408237, 0.424025, 0.40657, 0.401893, 0.424025, 0.424025, 0.406146, 0.337197, 0.424025, 0.422307, 0.422307, 0.406146, 0.406146, 0.394571, 0.373724, 0.360201, 0.364166, 0.38838, 0.329299, 0.385736, 0.38454, 0.468028, 0.349603, 0.468028, 0.468028, 0.422027, 0.468028, 0.452694, 0.40657, 0.422027, 0.392449, 0.391114, 0.385736, 0.37655, 0.368009, 0.355621, 0.4082, 
Improved Exact Space; 1e-05; 0.306917, 0.22203, 0.333048, 0.302037, 0.295485, 0.346195, 0.377863, 0.278447, 0.28619, 0.29883, 0.334886, 0.296769, 0.360003, 0.275769, 0.251993, 0.325301, 0.207759, 0.248673, 0.334856, 0.241257, 0.268662, 0.291053, 0.264757, 0.213817, 0.351478, 0.341631, 0.317498, 0.406611, 0.329272, 0.203723, 0.312375, 0.468028, 0.22333, 0.353355, 0.223353, 0.342364, 0.176932, 0.33713, 0.203823, 0.35522, 0.292191, 0.361631, 0.338625, 0.265893, 0.285079, 0.361599, 0.278232, 0.321971, 0.38838, 0.248997, 0.337097, 0.35522, 0.35525, 0.333038, 0.234454, 0.357497, 0.248626, 0.16695, 0.221742, 0.188271, 0.235108, 0.259094, 0.346168, 0.265171, 0.439812, 0.330534, 0.33271, 0.248703, 0.254386, 0.439812, 0.251576, 0.360003, 0.345269, 0.296928, 0.197015, 0.292047, 0.244988, 0.190163, 0.278263, 0.332677, 0.265918, 0.203155, 0.285021, 0.35522, 0.22777, 0.351509, 0.321065, 0.269267, 0.292294, 0.377896, 0.35522, 0.265171, 0.299449, 0.263608, 0.302142, 0.308995, 0.229791, 0.292244, 0.373724, 0.217509, 
Point State Space; 1e-05; 0.0397573, 0.0534836, 0.0582168, 0.0571019, 0.111903, 0.0382644, 0.0906389, 0.0392995, 0.0199983, 0.0199008, 0.0396386, 0.0585475, 0.05819, 0.0198933, 0.0378547, 0.0196855, 0.0388192, 0.0778805, 0.0399859, 0.0593321, 0.0727424, 0.0397176, 0.0199912, 0.0199639, 0.0199544, 0.019889, 0.0199798, 0.039843, 0.0198452, 0.0199426, 0.0344361, 0.0199938, 0.0199845, 0.01994, 0.0396896, 0.0197927, 0.0399591, 0.0593744, 0.0398945, 0.0588159, 0.019574, 0.0199784, 0.117202, 0.0756936, 0.0592844, 0.0867017, 0.0775936, 0.0440683, 0.019297, 0.0783072, 0.0518004, 0.0779956, 0.0918214, 0.0597113, 0.000963443, 0.0785321, 0.0395215, 0.000155451, 0.000194377, 0.000199866, 2.74643e-05, 0.0399802, 1.98214e-07, 3.42914e-05, 9.39451e-06, 4.28462e-05, 6.3311e-05, 6.34525e-05, 0.0199991, 7.37532e-05, 1.17012e-05, 4.17901e-06, 4.76124e-05, 0.0397944, 0.0392711, 0.02, 0.0393605, 0.0584526, 0.038912, 0.000229644, 0.0385562, 0.0393294, 0.0398883, 0.0390955, 0.0785529, 0.0552636, 0.0396776, 0.0199978, 0.0199999, 0.124635, 0.0199918, 0.0199996, 0.0199912, 0.0199992, 0.019994, 0.0199962, 0.0199952, 0.0399051, 0.0398986, 0.0399168, 
Grid State Space; 2.15443e-05; 0.145877, 0.1689, 0.207216, 0.137961, 0.183105, 0.114278, 0.153176, 0.123112, 0.166951, 0.296038, 0.105775, 0.209463, 0.148757, 0.174784, 0.182821, 0.166449, 0.15433, 0.128735, 0.158378, 0.140065, 0.19135, 0.202752, 0.188846, 0.21211, 0.156014, 0.155905, 0.247835, 0.189044, 0.159609, 0.140077, 0.178651, 0.0995341, 0.150331, 0.258473, 0.175908, 0.214536, 0.170028, 0.163097, 0.166023, 0.215416, 0.23038, 0.214027, 0.261241, 0.168895, 0.317847, 0.243488, 0.201619, 0.224358, 0.285784, 0.329127, 0.236111, 0.24143, 0.244474, 0.468028, 0.234423, 0.329809, 0.152892, 0.274696, 0.278935, 0.335969, 0.19723, 0.373076, 0.302368, 0.2369, 0.300724, 0.36886, 0.352255, 0.334325, 0.468028, 0.312998, 0.4082, 0.327782, 0.283903, 0.296738, 0.302356, 0.303751, 0.366186, 0.374455, 0.341768, 0.366261, 0.255792, 0.411597, 0.368938, 0.4133, 0.383976, 0.468028, 0.159125, 0.160884, 0.12169, 0.231149, 0.273614, 0.331665, 0.255415, 0.240809, 0.19163, 0.22791, 0.468028, 0.468028, 0.468028, 0.468028, 
Grid State Exact; 2.15443e-05; 0.0950052, 0.128736, 0.0776972, 0.0768066, 0.0745469, 0.0752935, 0.0592828, 0.0774421, 0.0781659, 0.0399758, 0.0702952, 0.089166, 0.0597512, 0.0780001, 0.039648, 0.0785347, 0.0571696, 0.0593127, 0.0792953, 0.0779885, 0.093151, 0.0796579, 0.0399725, 0.0884045, 0.0769283, 0.0593771, 0.0779995, 0.118174, 0.075316, 0.0594701, 0.0709085, 0.0934651, 0.0771957, 0.0974339, 0.0397218, 0.059455, 0.0747859, 0.079585, 0.107757, 0.0399505, 0.0399908, 0.0947783, 0.0593804, 0.0950298, 0.0791724, 0.0769164, 0.0782507, 0.076673, 0.0775942, 0.0788693, 0.0959513, 0.0594605, 0.0598738, 0.0956761, 0.0399855, 0.058665, 0.0917179, 0.168331, 0.078644, 0.0593718, 0.0823025, 0.0968641, 0.123944, 0.0399918, 0.0959761, 0.058441, 0.0762871, 0.0398401, 0.0790773, 0.0778594, 0.0788636, 0.0779684, 0.0783517, 0.0773429, 0.103112, 0.0786068, 0.0790934, 0.129344, 0.0772897, 0.0580626, 0.0949136, 0.0792603, 0.0793496, 0.0766461, 0.0396628, 0.140803, 0.0921695, 0.0759152, 0.0761459, 0.0593578, 0.0791918, 0.184709, 0.074744, 0.077933, 0.0776935, 0.099333, 0.0782775, 0.0790738, 0.0769826, 0.0955186, 
Deterministic State Space; 2.15443e-05; 0.468028, 
Improved Split State Space; 2.15443e-05; 0.422026, 0.468028, 0.468028, 0.452735, 0.468028, 0.468028, 0.468028, 0.468028, 0.437401, 0.468028, 0.468028, 0.452735, 0.468028, 0.468028, 0.468028, 0.468028, 0.424062, 0.468028, 0.468028, 0.468028, 0.437443, 0.468028, 0.468028, 0.468028, 0.439812, 0.468028, 0.439812, 0.422027, 0.452694, 0.422027, 0.452694, 0.468028, 0.422067, 0.408237, 0.422027, 0.452694, 0.439812, 0.439812, 0.452694, 0.439812, 0.439812, 0.422027, 0.422027, 0.422027, 0.439812, 0.422027, 0.437443, 0.422027, 0.452694, 0.4082, 0.401893, 0.437443, 0.439812, 0.419358, 0.391194, 0.439812, 0.437319, 0.439812, 0.439812, 0.372007, 0.422027, 0.424025, 0.389986, 0.385736, 0.4082, 0.37655, 0.406146, 0.406146, 0.406146, 0.401893, 0.389952, 0.406146, 0.360905, 0.426556, 0.389952, 0.406146, 0.394571, 0.406146, 0.394571, 0.373758, 0.406146, 0.364166, 0.371852, 0.342699, 0.317511, 0.391154, 0.468028, 0.468028, 0.468028, 0.43736, 0.406611, 0.422027, 0.422027, 0.422027, 0.424025, 0.422027, 0.452694, 0.401893, 0.368009, 0.4082, 
