Algorithm;Hyperparameter (C);Values
Normal; 1e-05; 0.0224815, 0.0187946, 0.0226192, 0.0169792, 0.0239119, 0.0234513, 0.01787, 0.0213626, 0.0281093, 0.0181378, 0.0235032, 0.0200534, 0.0215184, 0.025964, 0.0206068, 0.0266504, 0.025186, 0.021382, 0.0275438, 0.0252225, 0.0233298, 0.0199608, 0.0271101, 0.0235064, 0.0280949, 0.0193668, 0.0218057, 0.021645, 0.0254591, 0.028421, 0.0229281, 0.0266892, 0.020392, 0.0203712, 0.0197122, 0.0268356, 0.025776, 0.0175497, 0.0248362, 0.0277719, 0.0232602, 0.0256031, 0.0176893, 0.0201632, 0.0182184, 0.0214192, 0.0193128, 0.0216371, 0.0233769, 0.0274812, 0.0276963, 0.0208019, 0.0239882, 0.0243038, 0.0241515, 0.0284544, 0.0282135, 0.0257091, 0.0213758, 0.0210374, 0.037594, 0.0246528, 0.0251817, 0.0279582, 0.0294038, 0.0263614, 0.0223727, 0.0254493, 0.0221967, 0.0216055, 0.0293611, 0.0302009, 0.0292527, 0.0217976, 0.0274077, 0.0243781, 0.030661, 0.0220398, 0.0278102, 0.0346093, 0.0258383, 0.0259627, 0.0335737, 0.0272356, 0.0271749, 0.0277123, 0.0250006, 0.0208223, 0.0238717, 0.0255792, 0.0234477, 0.0242414, 0.0379876, 0.0306664, 0.0235172, 0.0261264, 0.0351329, 0.0224266, 0.0259343, 0.0210344, 
sq; 1e-05; 0.00127182, 0.00076547, 0.0011313, 0.000828935, 0.00068711, 0.000797837, 0.000707584, 0.000888672, 0.000543434, 0.00109283, 0.000830284, 0.000843076, 0.00126357, 0.000669921, 0.000984772, 0.000970825, 0.000536198, 0.00111712, 0.00114679, 0.000666257, 0.00100591, 0.000907239, 0.00126325, 0.000946536, 0.000681374, 0.00114071, 0.00108212, 0.00102507, 0.000705104, 0.000758948, 0.00113274, 0.00116977, 0.00127737, 0.000582257, 0.00127106, 0.000516697, 0.000554533, 0.00102605, 0.0010273, 0.00104634, 0.00112314, 0.000970276, 0.000922761, 0.00095977, 0.000836376, 0.00102823, 0.00107764, 0.00117089, 0.000881293, 0.000886933, 0.00114572, 0.000782248, 0.00103147, 0.00110148, 0.000789441, 0.00135398, 0.000588998, 0.000785312, 0.00205334, 0.000876079, 0.000617385, 0.000925473, 0.00106244, 0.000745476, 0.000812363, 0.00071928, 0.00122546, 0.00172849, 0.00110516, 0.000769014, 0.000544592, 0.00123777, 0.000985944, 0.00190425, 0.000701004, 0.000780736, 0.00124606, 0.000649313, 0.000673829, 0.00102418, 0.00102556, 0.000718549, 0.000905573, 0.000491764, 0.000823091, 0.000775665, 0.00113451, 0.00103768, 0.00131489, 0.00130678, 0.00128837, 0.000966681, 0.000475789, 0.000668552, 0.000991442, 0.000721536, 0.00124625, 0.000782943, 0.00124902, 0.00111875, 
sqrt; 1e-05; 0.132468, 0.159181, 0.169316, 0.152265, 0.152473, 0.136556, 0.145174, 0.15871, 0.156835, 0.146037, 0.154698, 0.166346, 0.144683, 0.164953, 0.155876, 0.157945, 0.140343, 0.127479, 0.161566, 0.170112, 0.165125, 0.170113, 0.133009, 0.144038, 0.159339, 0.165088, 0.156975, 0.15786, 0.171076, 0.147034, 0.150721, 0.157822, 0.133864, 0.169374, 0.165717, 0.156203, 0.165234, 0.156964, 0.17316, 0.157499, 0.162939, 0.154928, 0.165316, 0.161692, 0.158396, 0.148082, 0.150995, 0.16746, 0.152407, 0.149604, 0.158694, 0.146835, 0.178097, 0.148805, 0.159099, 0.163032, 0.16593, 0.158033, 0.159682, 0.169989, 0.159523, 0.179956, 0.142196, 0.180653, 0.155731, 0.167662, 0.142762, 0.156085, 0.144196, 0.141341, 0.153544, 0.142304, 0.174354, 0.161941, 0.161935, 0.176224, 0.162883, 0.142625, 0.158528, 0.152562, 0.155491, 0.157418, 0.16238, 0.172468, 0.162283, 0.19613, 0.157554, 0.162509, 0.174546, 0.151739, 0.177946, 0.157894, 0.153545, 0.1973, 0.189803, 0.164567, 0.158781, 0.166689, 0.173592, 0.174463, 
Normal; 2.15443e-05; 0.0197971, 0.0232372, 0.0226193, 0.0270449, 0.0224815, 0.0187946, 0.0227399, 0.0213969, 0.028446, 0.0169792, 0.0206068, 0.0241583, 0.0198236, 0.0235032, 0.0275438, 0.0266504, 0.0305698, 0.0261265, 0.0282004, 0.024722, 0.0206801, 0.021382, 0.025776, 0.0222674, 0.0242165, 0.0211604, 0.0280949, 0.0257091, 0.0248913, 0.0228313, 0.0202944, 0.025114, 0.0239023, 0.0193128, 0.0207101, 0.0327631, 0.0247669, 0.0271101, 0.0197498, 0.0231801, 0.0239871, 0.0196609, 0.0380641, 0.028421, 0.0250502, 0.0258383, 0.0171213, 0.0168784, 0.0230771, 0.0254493, 0.0226747, 0.0209671, 0.0182184, 0.0176893, 0.0198769, 0.0276963, 0.0251817, 0.0205524, 0.0232602, 0.0285463, 0.0268291, 0.0298064, 0.0222738, 0.0261764, 0.0280229, 0.0288283, 0.02051, 0.0256551, 0.0213758, 0.0223438, 0.0253303, 0.0237906, 0.0335737, 0.0284544, 0.0216055, 0.0293611, 0.0222078, 0.0271749, 0.0242414, 0.0255338, 0.0302009, 0.0241515, 0.0260227, 0.0263217, 0.0255677, 0.0237664, 0.0238717, 0.0235776, 0.0351329, 0.0250006, 0.0290826, 0.0294038, 0.0279582, 0.0213577, 0.0224453, 0.0218308, 0.0261264, 0.0350749, 0.0210344, 0.0259582, 
sq; 2.15443e-05; 0.00114134, 0.00117128, 0.000744951, 0.00092042, 0.00114077, 0.000664375, 0.00126929, 0.000991996, 0.00106402, 0.00102827, 0.00108186, 0.00141997, 0.000860524, 0.00167772, 0.00139674, 0.000974414, 0.000958647, 0.0012887, 0.000847916, 0.000823118, 0.000904651, 0.000984623, 0.000978613, 0.000980667, 0.00096142, 0.000974411, 0.00136047, 0.000871176, 0.001504, 0.00104993, 0.00118364, 0.00122265, 0.00147055, 0.00185126, 0.00115322, 0.001454, 0.00128474, 0.0012998, 0.00315484, 0.000757925, 0.00110312, 0.00136232, 0.00097048, 0.00105508, 0.00087467, 0.00130086, 0.00065441, 0.000858367, 0.00119983, 0.00183798, 0.00152065, 0.000789738, 0.000751586, 0.00094816, 0.0012809, 0.00127056, 0.00123236, 0.00107141, 0.00217768, 0.00110908, 0.00232335, 0.000980814, 0.00109491, 0.00123148, 0.0010792, 0.00111312, 0.00246425, 0.00112836, 0.00128085, 0.00104681, 0.00129717, 0.000798358, 0.00100785, 0.000968955, 0.0030658, 0.00115806, 0.000930847, 0.000822226, 0.00169058, 0.00117741, 0.000829421, 0.00220139, 0.00141338, 0.00104196, 0.00178798, 0.00174233, 0.00092546, 0.000854114, 0.000834411, 0.000908296, 0.000924417, 0.000907489, 0.000932957, 0.00143382, 0.00111108, 0.000801348, 0.00138246, 0.00172278, 0.00119815, 0.00111092, 
sqrt; 2.15443e-05; 0.130681, 0.132468, 0.152265, 0.157589, 0.169316, 0.152104, 0.15871, 0.159339, 0.159181, 0.154698, 0.156835, 0.157822, 0.144683, 0.146037, 0.140343, 0.170113, 0.164953, 0.170112, 0.127479, 0.141889, 0.145174, 0.165125, 0.148805, 0.136556, 0.150721, 0.157499, 0.133771, 0.156975, 0.165936, 0.161566, 0.157977, 0.144038, 0.163032, 0.154928, 0.165234, 0.153657, 0.157989, 0.148742, 0.158694, 0.16593, 0.141341, 0.182017, 0.159099, 0.178097, 0.166346, 0.161692, 0.156203, 0.150995, 0.165316, 0.149821, 0.171076, 0.152603, 0.159523, 0.159682, 0.157485, 0.162883, 0.144196, 0.172263, 0.142762, 0.167662, 0.176224, 0.162283, 0.152787, 0.157418, 0.158033, 0.172468, 0.165539, 0.179956, 0.158781, 0.157554, 0.19613, 0.174546, 0.157894, 0.158528, 0.170819, 0.142625, 0.152407, 0.162509, 0.16238, 0.169989, 0.156085, 0.177946, 0.16746, 0.169374, 0.153544, 0.142304, 0.152562, 0.189803, 0.180653, 0.161935, 0.182264, 0.174463, 0.151739, 0.155491, 0.164567, 0.166689, 0.173592, 0.153545, 0.208832, 0.172548, 
Normal; 4.64159e-05; 0.0199483, 0.0231672, 0.0184132, 0.0225011, 0.0191843, 0.0267857, 0.0266504, 0.0238127, 0.0250715, 0.0196609, 0.0252005, 0.0259365, 0.0172869, 0.0220831, 0.0255358, 0.0208805, 0.0230771, 0.0213658, 0.0207062, 0.0314045, 0.0187946, 0.0245472, 0.0223574, 0.0256234, 0.0237775, 0.0219412, 0.0266137, 0.0232602, 0.0195227, 0.0280949, 0.0274277, 0.0209671, 0.0265455, 0.0220163, 0.0242165, 0.0247047, 0.0303314, 0.0215935, 0.0241039, 0.025967, 0.0195871, 0.0213226, 0.0250502, 0.0255698, 0.025776, 0.0254493, 0.0240149, 0.0287123, 0.0295652, 0.0182184, 0.02485, 0.0233777, 0.0249667, 0.0239184, 0.0294622, 0.0227029, 0.0185108, 0.0219781, 0.03328, 0.0248276, 0.0310789, 0.0250079, 0.0216055, 0.024212, 0.0237709, 0.0180863, 0.0259121, 0.0263217, 0.0221452, 0.0252923, 0.0279474, 0.0301383, 0.020986, 0.0240266, 0.0202372, 0.020407, 0.0277662, 0.0215143, 0.0238717, 0.0235644, 0.0249031, 0.0232038, 0.0311914, 0.0222078, 0.0265023, 0.0323774, 0.0252399, 0.0233458, 0.019173, 0.0264505, 0.0308009, 0.0299769, 0.0261312, 0.0240639, 0.0242414, 0.0218308, 0.0317192, 0.0265054, 0.0235474, 0.0203778, 
sq; 4.64159e-05; 0.000762454, 0.00126952, 0.00209666, 0.000979262, 0.00238264, 0.0011782, 0.0014307, 0.00125928, 0.00111521, 0.00114751, 0.00117302, 0.00124571, 0.00112807, 0.00101251, 0.000995643, 0.0013371, 0.00121636, 0.00102451, 0.00159138, 0.00208047, 0.00191167, 0.00161647, 0.00211353, 0.00120203, 0.00103882, 0.0011133, 0.00130219, 0.00110555, 0.00262605, 0.00128753, 0.00149956, 0.0011156, 0.00203276, 0.00134169, 0.00082869, 0.00104756, 0.00147008, 0.00136747, 0.00109284, 0.00184568, 0.00272743, 0.00127996, 0.00138458, 0.00284969, 0.00121723, 0.000899914, 0.00132531, 0.00192079, 0.00110691, 0.00123701, 0.00147028, 0.000882491, 0.00110242, 0.00120641, 0.00105854, 0.00265764, 0.00244142, 0.000918377, 0.00100212, 0.00116355, 0.00140652, 0.000964614, 0.0012039, 0.0010446, 0.00238433, 0.00266241, 0.00142546, 0.00128617, 0.001192, 0.00123061, 0.00116892, 0.00101534, 0.00131593, 0.00124574, 0.00131994, 0.00251928, 0.00114816, 0.00253153, 0.00192948, 0.00169118, 0.00111186, 0.00208471, 0.00263186, 0.00111826, 0.00102449, 0.00112835, 0.00143524, 0.00247378, 0.00238181, 0.00232557, 0.00118199, 0.00237237, 0.00303351, 0.00203764, 0.00132378, 0.00247081, 0.00267597, 0.00112282, 0.00128857, 0.00271169, 
sqrt; 4.64159e-05; 0.166715, 0.147122, 0.169316, 0.159339, 0.169453, 0.157822, 0.132468, 0.152265, 0.167379, 0.166346, 0.136556, 0.171076, 0.164514, 0.152672, 0.140343, 0.145594, 0.160101, 0.157589, 0.157989, 0.152104, 0.168423, 0.162162, 0.127479, 0.157499, 0.182017, 0.146037, 0.15871, 0.145174, 0.170113, 0.165316, 0.157434, 0.148805, 0.154928, 0.148742, 0.144038, 0.172468, 0.1401, 0.157004, 0.156975, 0.165663, 0.165234, 0.156203, 0.169374, 0.158694, 0.161119, 0.150754, 0.152787, 0.141889, 0.155997, 0.16593, 0.163032, 0.145768, 0.150995, 0.135108, 0.155457, 0.155764, 0.176224, 0.153544, 0.157554, 0.174546, 0.162509, 0.175147, 0.157485, 0.151739, 0.159523, 0.142304, 0.155491, 0.142625, 0.157894, 0.158033, 0.170819, 0.153545, 0.141341, 0.152407, 0.182264, 0.169989, 0.173592, 0.159682, 0.157418, 0.145891, 0.167158, 0.171679, 0.208832, 0.165539, 0.156238, 0.152562, 0.174463, 0.166689, 0.195032, 0.179956, 0.142762, 0.158781, 0.19613, 0.16238, 0.164567, 0.162283, 0.162883, 0.189803, 0.178323, 0.161081, 
Normal; 0.0001; 0.0164399, 0.0255099, 0.0242446, 0.0173937, 0.0225306, 0.0147785, 0.0180916, 0.0288146, 0.0235527, 0.0228481, 0.0256626, 0.0277409, 0.0200321, 0.0230465, 0.0204999, 0.0234821, 0.0248337, 0.0253355, 0.0254666, 0.0264564, 0.026326, 0.0212029, 0.0254493, 0.022483, 0.0171056, 0.0214699, 0.0201516, 0.0240216, 0.021548, 0.0222401, 0.017413, 0.024751, 0.0258125, 0.0224879, 0.0233512, 0.0262185, 0.017937, 0.0239994, 0.0197685, 0.0165976, 0.024703, 0.020376, 0.0188938, 0.0244411, 0.0214945, 0.0286338, 0.0170356, 0.025967, 0.0242843, 0.0247249, 0.0252099, 0.0200074, 0.0338239, 0.0257115, 0.0264995, 0.0206053, 0.0258394, 0.0269491, 0.0227977, 0.0283202, 0.0314916, 0.0304776, 0.0225841, 0.0280054, 0.0239177, 0.0222173, 0.0242971, 0.0230925, 0.0242628, 0.0293911, 0.0264505, 0.0212327, 0.0255402, 0.0284891, 0.021295, 0.0255337, 0.0248432, 0.0279903, 0.0209387, 0.0302493, 0.0333063, 0.0248349, 0.0265191, 0.0230961, 0.027076, 0.0223234, 0.0216055, 0.0410073, 0.0319242, 0.0207297, 0.0260475, 0.02339, 0.0332654, 0.0340242, 0.0236933, 0.0257816, 0.0207126, 0.0212181, 0.0328823, 0.0275014, 
