Algorithm;Hyperparameter (C);Values
Grid State Space; 1e-05; 0.0502234, 0.0583554, 0.0896572, 0.125783, 0.0528706, 0.0442542, 0.0399339, 0.134458, 0.0836893, 0.0494906, 0.159572, 0.0494427, 0.133394, 0.0485838, 0.149961, 0.149544, 0.0467473, 0.0438204, 0.0737572, 0.0538541, 0.0507048, 0.129482, 0.0492941, 0.146716, 0.159819, 0.0400746, 0.151573, 0.138567, 0.134199, 0.15093, 0.151199, 0.124977, 0.141494, 0.132555, 0.0440675, 0.0785603, 0.0442579, 0.136555, 0.138102, 0.14084, 0.117214, 0.16222, 0.16419, 0.0389274, 0.100327, 0.156881, 0.155386, 0.0530649, 0.127187, 0.117333, 0.15093, 0.0492837, 0.137556, 0.163899, 0.105278, 0.0988368, 0.130583, 0.130347, 0.111333, 0.12936, 0.0596937, 0.142667, 0.136631, 0.146689, 0.0607119, 0.15638, 0.113321, 0.150882, 0.113219, 0.149544, 0.13359, 0.135503, 0.128111, 0.13377, 0.141159, 0.118758, 0.137407, 0.116113, 0.131902, 0.145571, 0.142538, 0.13618, 0.138013, 0.141943, 0.155406, 0.143941, 0.0527501, 0.035022, 0.0951667, 0.047122, 0.103561, 0.164147, 0.149791, 0.149169, 0.121259, 0.139931, 0.0432858, 0.138434, 0.156744, 0.10283, 
Grid State Exact; 1e-05; 0.0161357, 0.0238714, 0.0250107, 0.0347658, 0.0168784, 0.0542118, 0.0284169, 0.0401166, 0.0317778, 0.0231118, 0.0426953, 0.0209135, 0.0384965, 0.0328737, 0.0391129, 0.0281381, 0.0258679, 0.0288011, 0.0267774, 0.0293738, 0.0431833, 0.021867, 0.0476517, 0.0298156, 0.0306187, 0.0152422, 0.0305982, 0.0317448, 0.0363852, 0.0322153, 0.0447316, 0.0377412, 0.0475053, 0.0235882, 0.0418734, 0.031816, 0.023067, 0.0303165, 0.0301596, 0.0320513, 0.0162698, 0.0156934, 0.0235368, 0.0291214, 0.0297001, 0.0212656, 0.026144, 0.0286759, 0.0285932, 0.0160229, 0.0224799, 0.053526, 0.0316737, 0.0292859, 0.0293695, 0.0159987, 0.0207942, 0.0230222, 0.0322153, 0.0359543, 0.0301188, 0.0267779, 0.0458421, 0.0406385, 0.0198928, 0.0411198, 0.0295193, 0.0239215, 0.0176482, 0.0595237, 0.0427365, 0.0300498, 0.036777, 0.0319692, 0.0299286, 0.0292911, 0.0257778, 0.0306538, 0.0217443, 0.106153, 0.0297527, 0.0533664, 0.0266456, 0.0439452, 0.0361402, 0.0899937, 0.0286147, 0.020341, 0.0184176, 0.0247051, 0.0468434, 0.0353455, 0.0299339, 0.0306439, 0.0366372, 0.0233721, 0.0327261, 0.0393374, 0.0784733, 0.0357175, 
Deterministic State Space; 1e-05; 0.0642346, 
Improved Split State Space; 1e-05; 0.0642346, 0.0663339, 0.0732444, 0.0774427, 0.0786687, 0.0811882, 0.0665927, 0.0717071, 0.0702989, 0.11851, 0.0894141, 0.0894141, 0.123688, 0.123688, 0.123688, 0.123688, 0.157523, 0.123688, 0.157523, 0.16135, 0.103842, 0.16135, 0.157523, 0.127072, 0.128958, 0.16196, 0.128569, 0.16196, 0.16196, 0.146011, 0.16196, 0.157482, 0.165138, 0.135247, 0.166438, 0.166438, 0.146061, 0.166438, 0.166438, 0.166438, 0.162651, 0.166438, 0.166438, 0.12523, 0.166438, 0.166438, 0.12523, 0.166438, 0.162651, 0.166438, 0.166438, 0.16196, 0.166438, 0.166438, 0.166438, 0.166438, 0.166438, 0.166438, 0.166438, 0.149581, 0.166438, 0.166438, 0.170184, 0.166438, 0.166438, 0.166438, 0.166438, 0.166438, 0.12523, 0.161797, 0.169412, 0.166438, 0.166438, 0.165666, 0.162692, 0.161919, 0.162692, 0.162692, 0.162692, 0.166438, 0.162692, 0.162692, 0.158945, 0.162692, 0.158945, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 
Improved Exact Space; 1e-05; 0.0689217, 0.0506715, 0.0626432, 0.0834491, 0.062886, 0.0462186, 0.0737705, 0.0958791, 0.0954001, 0.0988153, 0.0874603, 0.0988952, 0.0733753, 0.120869, 0.0846143, 0.0951564, 0.0925723, 0.0955797, 0.0933024, 0.0871329, 0.0775039, 0.122181, 0.0971508, 0.117048, 0.0682755, 0.0683342, 0.0910268, 0.0542736, 0.0641055, 0.0510523, 0.0657308, 0.082517, 0.0625552, 0.111046, 0.0916036, 0.118675, 0.0790748, 0.0751042, 0.0618021, 0.125908, 0.0818925, 0.0890333, 0.109092, 0.0901246, 0.084661, 0.0525426, 0.0849943, 0.102569, 0.121846, 0.0751852, 0.105899, 0.0663138, 0.0889045, 0.0542085, 0.113974, 0.056327, 0.105006, 0.0596394, 0.118616, 0.12694, 0.0579227, 0.0699745, 0.0878434, 0.106856, 0.122718, 0.0718018, 0.0853253, 0.126362, 0.0586889, 0.0952074, 0.122015, 0.126539, 0.155861, 0.120232, 0.157523, 0.149425, 0.108778, 0.0651099, 0.116778, 0.113401, 0.0972977, 0.0980518, 0.122349, 0.156463, 0.0931277, 0.0980518, 0.113123, 0.158904, 0.0941546, 0.118139, 0.071077, 0.0861039, 0.0898356, 0.0679689, 0.106909, 0.0779002, 0.13123, 0.127515, 0.0781352, 0.148278, 
Point State Space; 1e-05; 0.016908, 0.0308522, 0.026233, 0.0217456, 0.010539, 0.0272114, 0.0165209, 0.0157204, 0.0156557, 0.00793948, 0.00814084, 0.00799521, 0.0242389, 0.0131413, 0.00796332, 0.00551924, 0.033079, 0.0122149, 0.00796556, 0.00823166, 0.0215061, 0.00789576, 0.015583, 0.0164213, 0.0202422, 0.0297199, 0.0196506, 0.00711074, 0.0247971, 0.0155592, 0.00820951, 0.0160245, 0.00126674, 0.00753763, 0.0164147, 0.0359238, 0.0205477, 0.00826191, 0.00677246, 0.0078496, 0.0253169, 0.0249416, 0.0077091, 0.0381457, 0.0189804, 0.0151471, 0.0171124, 0.0160079, 0.0141794, 0.0161727, 0.000574513, 0.0285663, 0.0128565, 0.015031, 0.0266246, 0.000180322, 0.00789056, 0.000758082, 0.0144983, 0.000175258, 3.50808e-05, 0.0154851, 5.71881e-05, 0.0145601, 7.0147e-05, 0.0195637, 0.0303427, 0.000227239, 0.0162567, 0.0736553, 0.00826409, 0.0221854, 0.00825219, 0.0166241, 0.0259734, 0.0306629, 0.0444446, 0.008256, 0.033763, 0.0131948, 0.0478021, 0.0298428, 0.0164703, 0.00825354, 0.0205141, 0.00825616, 0.0157187, 0.00823486, 0.00823403, 0.024959, 0.0212968, 0.0261942, 0.0156606, 0.026019, 0.0351553, 0.0208206, 0.0157821, 0.0173752, 0.0132606, 0.015065, 
Grid State Space; 2.15443e-05; 0.0497695, 0.0540571, 0.100594, 0.0543137, 0.131288, 0.0507479, 0.126264, 0.0497789, 0.142531, 0.131108, 0.0474538, 0.0591356, 0.0458465, 0.137995, 0.131397, 0.117914, 0.164284, 0.159923, 0.150591, 0.0504278, 0.164121, 0.107252, 0.113301, 0.0554316, 0.131002, 0.053975, 0.0490582, 0.158755, 0.122297, 0.14281, 0.151408, 0.13992, 0.129969, 0.138993, 0.0572864, 0.140248, 0.163899, 0.0604139, 0.0565774, 0.0522557, 0.148472, 0.147456, 0.134584, 0.144723, 0.0488935, 0.123227, 0.126373, 0.149921, 0.128675, 0.160411, 0.0508388, 0.138463, 0.108988, 0.142137, 0.131563, 0.113653, 0.126789, 0.133863, 0.128393, 0.0488929, 0.139311, 0.155155, 0.133015, 0.136639, 0.0774576, 0.0515083, 0.151199, 0.145426, 0.12893, 0.151444, 0.0550082, 0.163899, 0.102172, 0.129366, 0.124499, 0.104413, 0.136534, 0.059582, 0.144002, 0.15198, 0.138037, 0.109955, 0.057174, 0.0873695, 0.0513452, 0.132277, 0.0882729, 0.110909, 0.0537782, 0.0490685, 0.138781, 0.0553022, 0.0556414, 0.106244, 0.0524939, 0.139903, 0.128166, 0.0467003, 0.148546, 0.163899, 
Grid State Exact; 2.15443e-05; 0.0230222, 0.0426953, 0.0317778, 0.020341, 0.0235368, 0.0162698, 0.0284169, 0.0347658, 0.0209135, 0.0346967, 0.0391129, 0.0401166, 0.0328737, 0.0298156, 0.0168784, 0.0250107, 0.0447316, 0.0291214, 0.0306439, 0.0286147, 0.0298976, 0.0162189, 0.0235192, 0.0366372, 0.0322153, 0.0899937, 0.030271, 0.0476517, 0.0224799, 0.0258679, 0.053526, 0.0317448, 0.0207942, 0.0299551, 0.0418734, 0.0301596, 0.026144, 0.036777, 0.0352506, 0.021867, 0.0475053, 0.0457889, 0.0281381, 0.0306538, 0.0152422, 0.0320513, 0.0267779, 0.0303165, 0.0238714, 0.0156841, 0.0307707, 0.0359543, 0.0361402, 0.0212656, 0.0292859, 0.0288528, 0.0306187, 0.0292911, 0.0176482, 0.0361785, 0.0160229, 0.0319692, 0.0247051, 0.0239215, 0.0353455, 0.0357175, 0.02681, 0.0393374, 0.0458421, 0.0468434, 0.100978, 0.0595237, 0.0427365, 0.0439452, 0.0301188, 0.0784733, 0.0217443, 0.0299286, 0.0340968, 0.0533664, 0.0293695, 0.0322153, 0.0431833, 0.0297527, 0.0411198, 0.030439, 0.0257778, 0.0366276, 0.106153, 0.0159987, 0.031816, 0.0293738, 0.0363852, 0.0231118, 0.0200095, 0.0358155, 0.0406385, 0.0286759, 0.0184176, 0.0330884, 
Deterministic State Space; 2.15443e-05; 0.0642346, 
Improved Split State Space; 2.15443e-05; 0.0642346, 0.0642346, 0.0656558, 0.0902706, 0.062045, 0.0706505, 0.084818, 0.0843771, 0.0720043, 0.0864553, 0.0736124, 0.0680311, 0.0642346, 0.0637681, 0.0807872, 0.0705138, 0.0741079, 0.122279, 0.118851, 0.123688, 0.0990183, 0.123688, 0.115673, 0.123688, 0.16135, 0.123688, 0.156913, 0.123688, 0.128569, 0.128569, 0.128569, 0.158133, 0.128569, 0.128569, 0.165747, 0.16196, 0.131908, 0.165056, 0.16196, 0.141215, 0.157482, 0.16196, 0.12523, 0.166438, 0.16196, 0.166438, 0.166438, 0.166438, 0.166438, 0.166438, 0.166438, 0.12523, 0.166438, 0.166438, 0.166438, 0.166438, 0.12523, 0.166438, 0.150118, 0.170184, 0.166438, 0.166438, 0.166438, 0.12523, 0.138471, 0.166438, 0.166438, 0.166438, 0.161919, 0.161919, 0.166438, 0.166438, 0.166438, 0.161919, 0.165503, 0.166438, 0.166438, 0.162692, 0.166438, 0.162692, 0.162692, 0.166438, 0.162692, 0.158945, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.158945, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 0.162692, 
