Algorithm;Hyperparameter (C);Values
Normal; 1e-05; 0.0312968, 0.0378863, 0.0359343, 0.0184661, 0.0488863, 0.0230915, 0.0243702, 0.0211177, 0.037785, 0.0209104, 0.0471801, 0.0249772, 0.0293433, 0.0221835, 0.0544334, 0.022263, 0.0482635, 0.0537529, 0.043117, 0.0291657, 0.0225523, 0.0395075, 0.0259777, 0.0494003, 0.0240398, 0.02027, 0.0326278, 0.0460104, 0.027984, 0.02322, 0.0338442, 0.0213417, 0.0542449, 0.0356749, 0.0228273, 0.0703193, 0.0303891, 0.0271451, 0.0248052, 0.0365167, 0.0201549, 0.0206925, 0.0260291, 0.0196942, 0.0259876, 0.0343812, 0.043332, 0.0680157, 0.0342132, 0.0490729, 0.0561021, 0.0316713, 0.0408475, 0.0813394, 0.0215997, 0.0552996, 0.0378478, 0.0246108, 0.0200151, 0.0403473, 0.0257198, 0.04534, 0.0202129, 0.0417495, 0.0590686, 0.0319832, 0.0493014, 0.0566124, 0.0242201, 0.0357648, 0.0437506, 0.0275437, 0.0244111, 0.0379509, 0.0315883, 0.0330302, 0.0196146, 0.0337773, 0.054382, 0.0374288, 0.0259918, 0.0433983, 0.0484929, 0.0597015, 0.029709, 0.0388631, 0.0444183, 0.0323921, 0.0233088, 0.0757874, 0.0233279, 0.0493371, 0.0362982, 0.0269746, 0.0440809, 0.0352536, 0.0612252, 0.0446345, 0.0461486, 0.0535721, 
sq; 1e-05; 0.00165502, 0.000612937, 0.00199461, 0.000847113, 0.00166738, 0.00164836, 0.00139267, 0.00243751, 0.000627048, 0.000789497, 0.000493075, 0.000687752, 0.000566737, 0.000538356, 0.00082913, 0.000857183, 0.000609931, 0.000952148, 0.000469686, 0.000885149, 0.00127166, 0.000453598, 0.00350803, 0.00118264, 0.000831309, 0.00106048, 0.00166036, 0.00047357, 0.0016792, 0.000485697, 0.000833884, 0.0019179, 0.000628714, 0.000379854, 0.000478953, 0.000678414, 0.000610365, 0.000477061, 0.00154916, 0.000767535, 0.000624789, 0.00191723, 0.000704356, 0.00074375, 0.00267108, 0.00629873, 0.000573596, 0.00187343, 0.000454326, 0.00155403, 0.00084474, 0.00100562, 0.00112001, 0.000446115, 0.000656011, 0.00147716, 0.000962794, 0.00250724, 0.00161813, 0.000750718, 0.00122013, 0.0011774, 0.00083451, 0.00572403, 0.00149815, 0.00142534, 0.001874, 0.00163935, 0.000885181, 0.00216221, 0.00198956, 0.000739056, 0.00144412, 0.000683573, 0.00128538, 0.00122631, 0.00219547, 0.00187721, 0.00204911, 0.00124769, 0.00250502, 0.00188291, 0.000516102, 0.00310637, 0.00200785, 0.00062623, 0.00164151, 0.000533592, 0.00254311, 0.000526921, 0.00163055, 0.00655431, 0.000914977, 0.00239917, 0.0004381, 0.00164097, 0.00240843, 0.00211668, 0.00201133, 0.00214293, 
sqrt; 1e-05; 0.154627, 0.166951, 0.144939, 0.14821, 0.188922, 0.192061, 0.156079, 0.157654, 0.170267, 0.160871, 0.156959, 0.165354, 0.210461, 0.180876, 0.152637, 0.190513, 0.205445, 0.156638, 0.139449, 0.161549, 0.155048, 0.152216, 0.141779, 0.127354, 0.167053, 0.211144, 0.178831, 0.156878, 0.161453, 0.182255, 0.17078, 0.221466, 0.148313, 0.221676, 0.20674, 0.150706, 0.14004, 0.259278, 0.225687, 0.156977, 0.15408, 0.16949, 0.192794, 0.191385, 0.153731, 0.157811, 0.230223, 0.147503, 0.174535, 0.157497, 0.157278, 0.161612, 0.218375, 0.158143, 0.23277, 0.185731, 0.146913, 0.167284, 0.245698, 0.140052, 0.160658, 0.148354, 0.169833, 0.196305, 0.183596, 0.22425, 0.231455, 0.188094, 0.225547, 0.192034, 0.192467, 0.172205, 0.147918, 0.16051, 0.200269, 0.164837, 0.174746, 0.188866, 0.232819, 0.209656, 0.191627, 0.160108, 0.228742, 0.240646, 0.217974, 0.20242, 0.196054, 0.20019, 0.199142, 0.245602, 0.260748, 0.207471, 0.202285, 0.153133, 0.141675, 0.20674, 0.166043, 0.163597, 0.169241, 0.225184, 
Normal; 2.15443e-05; 0.0230915, 0.0215997, 0.0544334, 0.0260291, 0.0259777, 0.0343812, 0.0202129, 0.0359343, 0.02027, 0.0296395, 0.0209104, 0.043117, 0.0291657, 0.0488863, 0.0184661, 0.0221835, 0.0211177, 0.0482635, 0.038547, 0.0365167, 0.0537529, 0.027984, 0.0408475, 0.0312968, 0.022263, 0.0471801, 0.0342132, 0.0356749, 0.0484929, 0.0243702, 0.0206925, 0.0225523, 0.0460104, 0.0259876, 0.0779393, 0.0437506, 0.0303891, 0.0196146, 0.0228273, 0.0326278, 0.0271451, 0.0519673, 0.0813394, 0.0378863, 0.037785, 0.0246108, 0.043332, 0.0433983, 0.0316713, 0.0680157, 0.0337773, 0.0542449, 0.0703193, 0.0267521, 0.0213417, 0.0590686, 0.0679518, 0.0552996, 0.04534, 0.0319832, 0.0241295, 0.0391733, 0.0196942, 0.0201549, 0.0248052, 0.0242201, 0.0240398, 0.0411613, 0.0490729, 0.0473103, 0.0403473, 0.0566124, 0.0493014, 0.0261747, 0.0417495, 0.0261603, 0.054382, 0.0315883, 0.0245972, 0.0232086, 0.0379509, 0.0233088, 0.0330302, 0.0323921, 0.0757874, 0.057117, 0.0352536, 0.0395075, 0.0374288, 0.0269746, 0.0446345, 0.0244111, 0.0388631, 0.0440809, 0.029709, 0.0408143, 0.0461486, 0.0535721, 0.0362982, 0.0551117, 
sq; 2.15443e-05; 0.00043088, 0.00317651, 0.000764266, 0.000751288, 0.00114443, 0.00155914, 0.00157639, 0.00129526, 0.000491376, 0.002279, 0.00325516, 0.00212831, 0.000765417, 0.00228005, 0.00219307, 0.00114101, 0.0013008, 0.00188909, 0.000781115, 0.00111627, 0.000390767, 0.00091338, 0.00123898, 0.000478228, 0.000849648, 0.00105188, 0.000918553, 0.00173241, 0.0018391, 0.000436463, 0.000859672, 0.000849434, 0.00171544, 0.000599255, 0.000926381, 0.000852699, 0.000865117, 0.00131141, 0.00292223, 0.000868072, 0.000442973, 0.00111242, 0.000754933, 0.000588421, 0.00213864, 0.00137665, 0.000477191, 0.000741212, 0.00214293, 0.00413555, 0.00126281, 0.000724316, 0.000726295, 0.00215585, 0.00123309, 0.000815337, 0.00107294, 0.00244496, 0.000936413, 0.000514983, 0.000317363, 0.00329896, 0.00054271, 0.000566894, 0.00192314, 0.00085098, 0.000655126, 0.000592639, 0.000859163, 0.00261285, 0.00176299, 0.000691213, 0.00177078, 0.00215283, 0.00103439, 0.00110554, 0.00152844, 0.00140173, 0.000907168, 0.00347732, 0.00202556, 0.00184452, 0.00108017, 0.000928918, 0.00195188, 0.00496836, 0.000870595, 0.0022557, 0.0015078, 0.00180078, 0.00163853, 0.0021746, 0.00160101, 0.00224033, 0.00191336, 0.0016752, 0.00199224, 0.00239917, 0.00173839, 0.00211892, 
sqrt; 2.15443e-05; 0.139449, 0.225687, 0.156959, 0.15408, 0.152216, 0.161549, 0.144939, 0.160871, 0.174535, 0.146913, 0.154627, 0.150706, 0.14821, 0.153044, 0.178831, 0.152637, 0.160108, 0.167053, 0.157811, 0.192794, 0.148313, 0.156878, 0.172205, 0.156079, 0.156638, 0.211144, 0.157654, 0.192034, 0.155048, 0.210461, 0.174746, 0.183596, 0.14004, 0.245602, 0.166043, 0.157278, 0.127354, 0.205445, 0.231455, 0.17078, 0.218375, 0.202285, 0.153133, 0.240646, 0.192061, 0.148354, 0.160658, 0.161453, 0.190513, 0.221466, 0.232819, 0.141779, 0.191385, 0.165354, 0.188922, 0.196054, 0.20674, 0.23277, 0.192467, 0.182255, 0.188094, 0.153731, 0.164837, 0.225547, 0.147503, 0.196305, 0.260748, 0.141675, 0.221676, 0.161612, 0.259278, 0.230223, 0.217974, 0.207471, 0.166951, 0.185731, 0.22425, 0.156977, 0.180876, 0.167284, 0.170267, 0.188866, 0.140052, 0.20242, 0.158143, 0.245698, 0.163597, 0.169833, 0.157497, 0.16051, 0.199142, 0.209656, 0.147918, 0.228742, 0.200269, 0.191627, 0.20019, 0.20674, 0.169241, 0.225184, 
Normal; 4.64159e-05; 0.0184661, 0.0221835, 0.0482635, 0.0488863, 0.0209104, 0.0406601, 0.0395075, 0.0220098, 0.0215997, 0.0240398, 0.0259777, 0.0378863, 0.0267521, 0.0639242, 0.0365167, 0.0303891, 0.0261747, 0.0312968, 0.0260291, 0.022263, 0.0243702, 0.0359343, 0.0537529, 0.0343812, 0.0291657, 0.0271451, 0.0211177, 0.02027, 0.0261603, 0.0544334, 0.0590686, 0.027984, 0.043117, 0.0408475, 0.0361095, 0.0230915, 0.0542449, 0.0220671, 0.0225523, 0.0259876, 0.0460104, 0.0403473, 0.037785, 0.0316713, 0.0213417, 0.0206925, 0.04534, 0.0246108, 0.0519673, 0.0201549, 0.029709, 0.0437506, 0.0261004, 0.0326278, 0.0342132, 0.0680157, 0.0418353, 0.0455419, 0.033242, 0.0779393, 0.0196146, 0.0552996, 0.0254875, 0.0241295, 0.043332, 0.0403172, 0.0679518, 0.0379509, 0.0484929, 0.0703193, 0.0276556, 0.0208312, 0.0244111, 0.0319832, 0.0196942, 0.0233088, 0.0493014, 0.0319653, 0.0813394, 0.0391733, 0.0785201, 0.0248052, 0.0330302, 0.0621269, 0.0352536, 0.0473103, 0.0323921, 0.057117, 0.0457976, 0.0213537, 0.0446345, 0.0408143, 0.0566124, 0.0356858, 0.0269746, 0.0362982, 0.0249061, 0.0535721, 0.0461486, 0.04038, 
sq; 4.64159e-05; 0.000446561, 0.000588421, 0.000636523, 0.000992721, 0.000702861, 0.000874701, 0.000612937, 0.000593718, 0.000593718, 0.000683719, 0.00099344, 0.00128601, 0.00110888, 0.00352632, 0.000914314, 0.000804806, 0.00198197, 0.00180135, 0.000740261, 0.00177976, 0.00128108, 0.00166793, 0.00103174, 0.000860255, 0.00291113, 0.000881516, 0.000773135, 0.000624947, 0.000513873, 0.000926381, 0.000581599, 0.000543387, 0.00112117, 0.00111856, 0.000982728, 0.000946945, 0.00095493, 0.00229925, 0.00261637, 0.00158264, 0.00121623, 0.000435915, 0.00155966, 0.00205021, 0.00063317, 0.000928162, 0.00114226, 0.000600886, 0.00216221, 0.000756934, 0.00248483, 0.00446451, 0.00462689, 0.00213894, 0.00209889, 0.00267077, 0.000601836, 0.00560691, 0.00076416, 0.00249637, 0.00246964, 0.000488956, 0.000989116, 0.0016391, 0.00220728, 0.00207705, 0.00093674, 0.00177985, 0.00209867, 0.00209698, 0.000972281, 0.00188103, 0.00140338, 0.000350688, 0.00135162, 0.000760931, 0.00181796, 0.000724231, 0.000780316, 0.00300182, 0.00203175, 0.00189158, 0.0021784, 0.00142064, 0.00237653, 0.00101186, 0.00322906, 0.00206165, 0.00287753, 0.000557877, 0.00560983, 0.00150253, 0.00109302, 0.00199426, 0.000611012, 0.0018953, 0.00081943, 0.00435358, 0.00653881, 0.00229309, 
sqrt; 4.64159e-05; 0.150706, 0.161453, 0.14004, 0.156079, 0.153044, 0.213448, 0.152637, 0.161549, 0.190513, 0.170267, 0.141204, 0.191627, 0.180533, 0.17078, 0.188922, 0.15408, 0.184812, 0.157811, 0.22425, 0.127354, 0.23277, 0.221466, 0.172205, 0.139449, 0.164837, 0.184587, 0.145319, 0.209656, 0.178263, 0.167053, 0.180876, 0.156977, 0.174535, 0.154627, 0.225687, 0.14821, 0.167284, 0.157278, 0.153731, 0.161612, 0.156638, 0.185731, 0.180926, 0.191385, 0.148354, 0.207471, 0.221676, 0.205445, 0.240646, 0.160871, 0.141779, 0.153133, 0.231455, 0.192061, 0.156959, 0.218375, 0.192794, 0.157654, 0.169833, 0.260748, 0.192034, 0.180934, 0.166951, 0.160658, 0.211144, 0.155048, 0.192467, 0.245602, 0.245698, 0.188094, 0.156878, 0.20674, 0.165354, 0.232819, 0.148313, 0.217974, 0.16051, 0.188866, 0.20674, 0.166043, 0.20019, 0.225184, 0.141675, 0.157497, 0.147918, 0.259278, 0.196305, 0.163597, 0.228742, 0.199313, 0.147503, 0.199142, 0.20242, 0.210461, 0.260509, 0.202285, 0.144939, 0.169241, 0.230223, 0.183596, 
Normal; 0.0001; 0.0240398, 0.0257265, 0.0207186, 0.0552996, 0.0314377, 0.0471801, 0.0220098, 0.038547, 0.0238284, 0.0209104, 0.0349383, 0.0362914, 0.0387605, 0.0383513, 0.0184661, 0.0544334, 0.0365167, 0.0395075, 0.029709, 0.0359343, 0.0309368, 0.037785, 0.0291657, 0.02027, 0.034795, 0.0343812, 0.0462203, 0.0482635, 0.0537529, 0.0342132, 0.04534, 0.0182327, 0.0530027, 0.0263166, 0.0246108, 0.0274665, 0.0204747, 0.0267521, 0.0356749, 0.0408475, 0.0230981, 0.0460104, 0.0237663, 0.043117, 0.0208786, 0.0378863, 0.0290296, 0.0249613, 0.0303891, 0.0316713, 0.0276556, 0.0343461, 0.0453386, 0.0254875, 0.0306218, 0.0260291, 0.0590686, 0.0201549, 0.0779393, 0.0224098, 0.0264208, 0.0326278, 0.0353794, 0.0484929, 0.0379032, 0.0813394, 0.036721, 0.0241295, 0.0391733, 0.0271451, 0.0679518, 0.0319653, 0.01946, 0.0225864, 0.0455419, 0.0233088, 0.043332, 0.0220671, 0.0212383, 0.0269746, 0.0403473, 0.0244111, 0.0330302, 0.0196942, 0.0259212, 0.0473103, 0.0319832, 0.0560133, 0.0223359, 0.0621269, 0.0323921, 0.0403172, 0.0566124, 0.0809018, 0.0437506, 0.0248052, 0.0456922, 0.0461486, 0.0276091, 0.0420503, 
