Algorithm;Hyperparameter (C);Values
G/UCT; 1e-05; 0.0769436, 0.0692434, 0.092524, 0.0873126, 0.0402548, 0.0779209, 0.114444, 0.0571376, 0.0732886, 0.11252, 0.118957, 0.0999072, 0.0662621, 0.0882371, 0.0786017, 0.0830404, 0.0901514, 0.0675949, 0.0524056, 0.0827704, 0.0706101, 0.0591828, 0.067217, 0.0866415, 0.0854609, 0.0930559, 0.0876906, 0.0704503, 0.0854963, 0.069308, 0.106379, 0.0511201, 0.0986131, 0.0643637, 0.0686046, 0.114135, 0.0798035, 0.109609, 0.0804359, 0.0696828, 0.114135, 0.0941585, 0.0942708, 0.0912431, 0.0971233, 0.114444, 0.112516, 0.0882871, 0.110897, 0.100821, 0.115745, 0.0894229, 0.112135, 0.112516, 0.101337, 0.0899559, 0.0848241, 0.0848375, 0.0993693, 0.110897, 0.107646, 0.0935766, 0.115745, 0.114444, 0.114135, 0.0432651, 0.115745, 0.115745, 0.0919533, 0.114135, 0.115745, 0.0840817, 0.0910518, 0.109269, 0.109269, 0.112516, 0.115745, 0.109269, 0.110897, 0.0993693, 0.110897, 0.0910518, 0.112516, 0.109269, 0.109269, 0.0732955, 0.112516, 0.0905444, 0.0676537, 0.0930559, 0.067775, 0.0928676, 0.106031, 0.0844254, 0.0840257, 0.102122, 0.0873152, 0.0955678, 0.112516, 0.109931, 
G/Tun; 1e-05; 0.0930632, 0.0462246, 0.0328023, 0.10275, 0.111232, 0.0817817, 0.0937506, 0.0684275, 0.0998992, 0.0379664, 0.0926561, 0.104541, 0.0782695, 0.0535956, 0.0779978, 0.118961, 0.0911041, 0.0858262, 0.0691623, 0.0665961, 0.0759512, 0.115749, 0.0771637, 0.0875954, 0.0854896, 0.0854645, 0.0848945, 0.117355, 0.0941585, 0.0971899, 0.103684, 0.0766615, 0.0581957, 0.0873025, 0.102132, 0.0985299, 0.0928676, 0.0992005, 0.112524, 0.115745, 0.101634, 0.108325, 0.0764459, 0.0929746, 0.0757534, 0.115745, 0.0761176, 0.0896268, 0.103509, 0.0745815, 0.0585525, 0.0901946, 0.109278, 0.106018, 0.114444, 0.115745, 0.0839921, 0.0946835, 0.109609, 0.0909771, 0.0743012, 0.0779197, 0.0885596, 0.0879969, 0.0660283, 0.112516, 0.110897, 0.100421, 0.101096, 0.112516, 0.07659, 0.0864027, 0.0889091, 0.112516, 0.102763, 0.112516, 0.107347, 0.109269, 0.115745, 0.112516, 0.110897, 0.109269, 0.109269, 0.109269, 0.109269, 0.109269, 0.0679534, 0.109269, 0.110914, 0.107663, 0.0968309, 0.0783522, 0.0962558, 0.0875954, 0.120558, 0.114135, 0.114448, 0.0906574, 0.0960644, 0.0926487, 
G/SP; 1e-05; 0.00598464, 0.0263893, 0.00765815, 0.00852415, 0.00728488, 0.00539482, 0.00597572, 0.00757508, 0.00708101, 0.0136169, 0.0228825, 0.00356346, 0.0139408, 0.00526814, 0.00524023, 0.0189393, 0.0104906, 0.0218684, 0.0060817, 0.0117938, 0.00710676, 0.0151242, 0.0105708, 0.0107337, 0.00632412, 0.00539578, 0.00585046, 0.006654, 0.0165138, 0.0053592, 0.00251789, 0.00545095, 0.00673392, 0.00677488, 0.00703071, 0.00823481, 0.00813888, 0.00341159, 0.010713, 0.00914198, 0.00681578, 0.00469773, 0.00700957, 0.00893099, 0.00351029, 0.00595582, 0.00702045, 0.00542762, 0.0083591, 0.00550294, 0.0105405, 0.00538663, 0.00761142, 0.0174368, 0.00977913, 0.00652595, 0.00979931, 0.00851623, 0.00958479, 0.00874841, 0.00671508, 0.00981161, 0.00641198, 0.0126242, 0.00562276, 0.0181518, 0.0148538, 0.00747211, 0.00503718, 0.00697159, 0.00548442, 0.0116094, 0.0131914, 0.0159226, 0.00595113, 0.00939707, 0.0137229, 0.00524406, 0.0150076, 0.0075018, 0.00991726, 0.00470498, 0.0054249, 0.0100965, 0.0151011, 0.00529979, 0.010705, 0.0136681, 0.00914448, 0.00628781, 0.00775244, 0.013549, 0.027122, 0.00482874, 0.00520053, 0.0292515, 0.0039471, 0.0078673, 0.012009, 0.00942963, 
G/Dep; 1e-05; 0.0788204, 0.0334138, 0.0781123, 0.088463, 0.0844013, 0.0912431, 0.0994606, 0.0926561, 0.106014, 0.112524, 0.0678549, 0.0465724, 0.0840509, 0.0951644, 0.0718171, 0.0634812, 0.0754839, 0.0817207, 0.0856569, 0.114135, 0.0987144, 0.0771637, 0.067829, 0.0682086, 0.0470742, 0.0779978, 0.0783522, 0.112524, 0.100421, 0.0635663, 0.0582377, 0.0652913, 0.0851584, 0.0716137, 0.0724867, 0.0992005, 0.114444, 0.10906, 0.0843051, 0.0927399, 0.110914, 0.0753819, 0.0881803, 0.0889757, 0.0854645, 0.0948686, 0.0877525, 0.115745, 0.114135, 0.115745, 0.0910665, 0.0791632, 0.0961541, 0.112516, 0.104129, 0.0863829, 0.0894704, 0.0801938, 0.0917681, 0.0973127, 0.0935729, 0.107347, 0.0860192, 0.100236, 0.0912357, 0.100433, 0.105438, 0.0798792, 0.112516, 0.0930559, 0.117355, 0.110897, 0.115745, 0.112516, 0.109269, 0.0798345, 0.109269, 0.114135, 0.104541, 0.112516, 0.109269, 0.112516, 0.0953777, 0.112516, 0.0910518, 0.109269, 0.109269, 0.109269, 0.100288, 0.114745, 0.117355, 0.103509, 0.106014, 0.115749, 0.0711009, 0.068899, 0.0992244, 0.112516, 0.0998992, 0.0924696, 
G/Gre; 1e-05; 0.0769436, 0.0732955, 0.0692434, 0.0873126, 0.0571376, 0.0402548, 0.0779209, 0.114444, 0.067775, 0.0662621, 0.0732886, 0.0786017, 0.11252, 0.0999072, 0.0873152, 0.0882371, 0.0901514, 0.118957, 0.0675949, 0.0432651, 0.0827704, 0.0524056, 0.0704503, 0.0854609, 0.0706101, 0.106031, 0.069308, 0.0591828, 0.0866415, 0.0676537, 0.0844254, 0.0854963, 0.0930559, 0.0942708, 0.0986131, 0.112516, 0.106379, 0.0686046, 0.0511201, 0.109609, 0.0643637, 0.0930559, 0.114135, 0.0840257, 0.0882871, 0.0696828, 0.0941585, 0.0894229, 0.0804359, 0.114444, 0.0905444, 0.102122, 0.114135, 0.112516, 0.0971233, 0.115745, 0.112135, 0.110897, 0.112516, 0.101337, 0.0993693, 0.0899559, 0.0848241, 0.100821, 0.107646, 0.115745, 0.114444, 0.114135, 0.0919533, 0.0928676, 0.0876906, 0.0910518, 0.067217, 0.115745, 0.115745, 0.114135, 0.112516, 0.115745, 0.109269, 0.112516, 0.0910518, 0.109269, 0.115745, 0.0993693, 0.110897, 0.112516, 0.109269, 0.109931, 0.109269, 0.092524, 0.0912431, 0.0955678, 0.0798035, 0.0848375, 0.110897, 0.0840817, 0.0935766, 0.110897, 0.109269, 0.0830404, 
G/Sqrt; 1e-05; 0.0769436, 0.0692434, 0.0732955, 0.092524, 0.0873126, 0.0402548, 0.114444, 0.0779209, 0.067775, 0.0732886, 0.0873152, 0.0882371, 0.0827704, 0.11252, 0.0432651, 0.0786017, 0.0706101, 0.0999072, 0.118957, 0.0675949, 0.0524056, 0.106031, 0.067217, 0.0854609, 0.069308, 0.0840257, 0.0866415, 0.0676537, 0.0704503, 0.0912431, 0.0854963, 0.0591828, 0.0894229, 0.0930559, 0.109609, 0.102122, 0.112516, 0.0798035, 0.0986131, 0.0643637, 0.106379, 0.0882871, 0.0955678, 0.0686046, 0.114135, 0.0930559, 0.0696828, 0.0905444, 0.114135, 0.114444, 0.0941585, 0.0971233, 0.0804359, 0.112516, 0.115745, 0.112135, 0.0848375, 0.101337, 0.110897, 0.112516, 0.0848241, 0.110897, 0.100821, 0.107646, 0.0993693, 0.0899559, 0.114444, 0.0919533, 0.0928676, 0.114135, 0.0935766, 0.110897, 0.114135, 0.115745, 0.115745, 0.109269, 0.0910518, 0.112516, 0.115745, 0.0840817, 0.0910518, 0.109269, 0.109269, 0.112516, 0.110897, 0.109269, 0.109931, 0.0876906, 0.0844254, 0.112516, 0.0571376, 0.0662621, 0.0901514, 0.109269, 0.0511201, 0.0942708, 0.115745, 0.0993693, 0.115745, 0.0830404, 
G/UCT; 2.15443e-05; 0.0727304, 0.0667464, 0.11091, 0.0692247, 0.0785741, 0.0608552, 0.0821655, 0.0829665, 0.0538914, 0.0803172, 0.0827347, 0.0676041, 0.0900827, 0.0797753, 0.0948686, 0.0930559, 0.0987184, 0.0786134, 0.109286, 0.0684484, 0.107994, 0.114444, 0.0487631, 0.104033, 0.0852456, 0.0845732, 0.0787426, 0.0679514, 0.0901514, 0.0962595, 0.0696159, 0.0663829, 0.114135, 0.0870879, 0.0955678, 0.0879969, 0.105442, 0.0911657, 0.0818024, 0.0812225, 0.0812055, 0.083211, 0.081398, 0.103337, 0.0912394, 0.0863315, 0.0978618, 0.112516, 0.0946835, 0.0874845, 0.0948761, 0.0944578, 0.101618, 0.0814275, 0.0789514, 0.0850725, 0.0909771, 0.0869507, 0.112516, 0.0718017, 0.0808174, 0.0930559, 0.106083, 0.0824449, 0.0856569, 0.0866415, 0.0729376, 0.0877589, 0.0967437, 0.114135, 0.110897, 0.0959001, 0.102867, 0.114135, 0.112516, 0.0946835, 0.0851814, 0.115749, 0.112516, 0.112516, 0.112516, 0.0993653, 0.0882233, 0.0928676, 0.0899485, 0.109269, 0.094267, 0.0749362, 0.0771637, 0.114135, 0.102823, 0.109286, 0.0818816, 0.0968233, 0.115745, 0.0899595, 0.0894192, 0.109931, 0.0894229, 0.114135, 
G/Tun; 2.15443e-05; 0.0692434, 0.0899559, 0.0805596, 0.069699, 0.0873126, 0.0849265, 0.0466544, 0.0769947, 0.115028, 0.069816, 0.0630272, 0.0938471, 0.104403, 0.0716805, 0.118957, 0.0870692, 0.0576471, 0.0356069, 0.0699711, 0.0926561, 0.0901514, 0.0536432, 0.0918245, 0.111228, 0.0697514, 0.0652074, 0.0654436, 0.0676537, 0.0876906, 0.0882853, 0.0732955, 0.0844254, 0.107659, 0.0706101, 0.0875556, 0.111537, 0.0926561, 0.0862349, 0.100951, 0.0848375, 0.0732839, 0.0801347, 0.092875, 0.0800604, 0.0696828, 0.0973696, 0.102122, 0.114444, 0.0999072, 0.115745, 0.114444, 0.0709922, 0.0905444, 0.112516, 0.0894229, 0.110897, 0.111223, 0.0848375, 0.0886747, 0.0993693, 0.110897, 0.115745, 0.112516, 0.114444, 0.106014, 0.112516, 0.0910518, 0.114444, 0.10391, 0.117355, 0.107646, 0.112516, 0.114135, 0.0764443, 0.115745, 0.0910518, 0.115745, 0.0993693, 0.0928676, 0.112516, 0.110897, 0.104386, 0.111223, 0.112516, 0.109269, 0.109269, 0.106014, 0.109269, 0.110897, 0.0769436, 0.0406849, 0.0662621, 0.0524007, 0.106014, 0.0874073, 0.0789366, 0.112135, 0.109269, 0.0873875, 0.092656, 
G/SP; 2.15443e-05; 0.0151242, 0.00728488, 0.0139408, 0.00765815, 0.0054249, 0.00700957, 0.00503718, 0.00958479, 0.0137229, 0.00977913, 0.00632412, 0.0039471, 0.00251789, 0.00703071, 0.012009, 0.00548442, 0.00542762, 0.00595113, 0.0218684, 0.00469773, 0.0116094, 0.0292515, 0.0117938, 0.00539578, 0.00761142, 0.0100965, 0.00597572, 0.00681578, 0.0083591, 0.0228825, 0.0105708, 0.00702045, 0.00852415, 0.00823481, 0.00710676, 0.006654, 0.0151011, 0.0075018, 0.0136169, 0.00874841, 0.00520053, 0.00550294, 0.0150076, 0.00708101, 0.00529979, 0.00545095, 0.00641198, 0.00595582, 0.00914448, 0.00671508, 0.00341159, 0.00697159, 0.0181518, 0.00979931, 0.00981161, 0.0263893, 0.00524406, 0.0078673, 0.0159226, 0.00526814, 0.00893099, 0.0136681, 0.00539482, 0.00991726, 0.00677488, 0.00598464, 0.00775244, 0.00562276, 0.010713, 0.00813888, 0.00351029, 0.0174368, 0.0165138, 0.00747211, 0.00652595, 0.00628781, 0.00538663, 0.0107337, 0.0126242, 0.00757508, 0.0131914, 0.00470498, 0.0105405, 0.0053592, 0.010705, 0.00482874, 0.00356346, 0.00524023, 0.027122, 0.00914198, 0.0060817, 0.0148538, 0.00585046, 0.00939707, 0.00673392, 0.00851623, 0.013549, 0.0189393, 0.0104906, 0.00942963, 
G/Dep; 2.15443e-05; 0.079907, 0.0697096, 0.0639501, 0.075674, 0.0584009, 0.0811895, 0.0782502, 0.0938471, 0.0677952, 0.0965532, 0.0865482, 0.118957, 0.111232, 0.0762014, 0.0814945, 0.0815833, 0.0655261, 0.0779499, 0.0874455, 0.0921782, 0.0645376, 0.0677352, 0.109609, 0.0563818, 0.0642436, 0.0744134, 0.100421, 0.112516, 0.0590264, 0.0483145, 0.0768656, 0.1011, 0.109291, 0.0616012, 0.0835262, 0.114135, 0.076068, 0.0898357, 0.0708502, 0.117647, 0.109286, 0.0902855, 0.11252, 0.107994, 0.0765013, 0.0953814, 0.115745, 0.11252, 0.0910554, 0.0890479, 0.0709504, 0.0889143, 0.0704231, 0.072964, 0.0907202, 0.118961, 0.088463, 0.0844254, 0.0831646, 0.118957, 0.112516, 0.0899004, 0.106014, 0.109278, 0.0926524, 0.114444, 0.0989252, 0.0917681, 0.115745, 0.0990696, 0.0966754, 0.110897, 0.108949, 0.102823, 0.0978501, 0.0887641, 0.112516, 0.111223, 0.115745, 0.104386, 0.100933, 0.108949, 0.110897, 0.109269, 0.112516, 0.109269, 0.109278, 0.0701684, 0.0757283, 0.0740749, 0.0776691, 0.0903711, 0.0506064, 0.117355, 0.0951495, 0.0905109, 0.114444, 0.112838, 0.077904, 0.0895532, 
