Algorithm;Hyperparameter (C);Values
Grid State Space; 1e-05; 0.0494431, 0.0266026, 0.0510724, 0.0528421, 0.0610307, 0.0331098, 0.0497991, 0.05307, 0.0542352, 0.0625111, 0.0604468, 0.0546651, 0.053038, 0.0537342, 0.0441376, 0.0589567, 0.0339504, 0.0295688, 0.0560322, 0.0529962, 0.050422, 0.0624259, 0.0570774, 0.0512529, 0.0446268, 0.0567246, 0.0510205, 0.0527272, 0.0534217, 0.0595426, 0.0474901, 0.0470445, 0.0574374, 0.0292733, 0.0480244, 0.0404146, 0.0562971, 0.0620065, 0.063571, 0.0591021, 0.0518703, 0.0520366, 0.042948, 0.0392829, 0.0618309, 0.0495801, 0.0457599, 0.054509, 0.0430735, 0.0572009, 0.054971, 0.0621381, 0.0482139, 0.0475054, 0.0542046, 0.0475429, 0.0423172, 0.0590876, 0.0631402, 0.0579849, 0.0582135, 0.0422825, 0.0577159, 0.0576909, 0.0474417, 0.0308337, 0.0499161, 0.0629947, 0.0550125, 0.053762, 0.0574231, 0.0588742, 0.037156, 0.0288312, 0.060694, 0.0551605, 0.0426277, 0.0597486, 0.0422552, 0.0336396, 0.0560802, 0.051333, 0.0302248, 0.0302536, 0.0477719, 0.0447852, 0.0488585, 0.0540476, 0.057104, 0.0528559, 0.0623747, 0.0537184, 0.0273595, 0.0547896, 0.0242256, 0.0575902, 0.0601517, 0.0531317, 0.0592062, 0.0536177, 
Grid State Exact; 1e-05; 0.00426456, 0.00872244, 0.00511968, 0.00786163, 0.00817846, 0.00715876, 0.00437748, 0.0048657, 0.00735183, 0.0302798, 0.00910998, 0.00906738, 0.00519669, 0.00751018, 0.00737413, 0.00486982, 0.00497115, 0.00398774, 0.00506342, 0.0108011, 0.00554799, 0.00541357, 0.00850623, 0.00705808, 0.00586115, 0.00503248, 0.0143617, 0.0114701, 0.003892, 0.0095367, 0.0123347, 0.0175304, 0.0102166, 0.0125905, 0.00390903, 0.00757853, 0.0178762, 0.00586151, 0.00838408, 0.0193925, 0.00658645, 0.00542024, 0.0122619, 0.0076395, 0.0117055, 0.0132386, 0.0111701, 0.00979666, 0.00664869, 0.00711969, 0.00738423, 0.00884441, 0.00813975, 0.00765815, 0.0104177, 0.0210922, 0.0134327, 0.012471, 0.0162721, 0.0138094, 0.0105176, 0.00830465, 0.00907573, 0.0104597, 0.0057801, 0.0130064, 0.00923752, 0.0168388, 0.0187916, 0.00518077, 0.0201987, 0.0134015, 0.01166, 0.0106769, 0.0159758, 0.0135809, 0.0197977, 0.0278042, 0.024781, 0.0217569, 0.0192568, 0.014602, 0.0314703, 0.0145139, 0.0385852, 0.0172891, 0.0258946, 0.0294602, 0.00377371, 0.00440471, 0.00689277, 0.00573506, 0.0244377, 0.0050559, 0.00773762, 0.00657975, 0.0402214, 0.00468072, 0.0219166, 0.0219624, 
Deterministic State Space; 1e-05; 0.0577936, 
Improved Split State Space; 1e-05; 0.0577936, 0.0577936, 0.0577936, 0.0565053, 0.0577936, 0.0577936, 0.0577936, 0.0577936, 0.0577936, 0.0577936, 0.0577936, 0.0577936, 0.0577936, 0.0577936, 0.056596, 0.0571566, 0.0571566, 0.0576805, 0.0569154, 0.0560336, 0.0569154, 0.0533154, 0.0524106, 0.0565058, 0.0583167, 0.0576276, 0.0569575, 0.0557851, 0.0576276, 0.0574615, 0.0574615, 0.056596, 0.0560543, 0.0576276, 0.0563333, 0.0511298, 0.0568403, 0.0573963, 0.0534422, 0.0574497, 0.0576276, 0.0566901, 0.054596, 0.0530512, 0.0578552, 0.0532916, 0.0576873, 0.0537976, 0.0570487, 0.0566839, 0.0559215, 0.0533154, 0.0593148, 0.0573148, 0.0550006, 0.0563084, 0.0524222, 0.051239, 0.0558499, 0.0537851, 0.0500542, 0.0588633, 0.0553246, 0.0588304, 0.0559876, 0.0523763, 0.0573963, 0.0563333, 0.0562098, 0.0521948, 0.0532149, 0.0506602, 0.0541213, 0.0518659, 0.0527072, 0.0539128, 0.0539678, 0.0505949, 0.0521373, 0.0550871, 0.0500494, 0.0550733, 0.0577936, 0.0577936, 0.0577936, 0.0577936, 0.0577936, 0.0577936, 0.0576276, 0.0523261, 0.056596, 0.05138, 0.054596, 0.0531089, 0.0548909, 0.0527863, 0.0561929, 0.0587905, 0.0606905, 0.0606401, 
Improved Exact Space; 1e-05; 0.0432606, 0.0427974, 0.0566901, 0.048954, 0.0322209, 0.0460429, 0.0553905, 0.0376389, 0.0482197, 0.0411189, 0.0481721, 0.034289, 0.0419742, 0.0483652, 0.0350849, 0.0592686, 0.0548049, 0.0359565, 0.0538852, 0.046424, 0.0506996, 0.0470823, 0.0416005, 0.0420948, 0.0384753, 0.0478626, 0.0527301, 0.0451418, 0.0383874, 0.0386086, 0.0406769, 0.0472879, 0.0430952, 0.0572609, 0.0547168, 0.0406607, 0.05424, 0.0507327, 0.0448564, 0.0479809, 0.0381335, 0.0383297, 0.044879, 0.0437933, 0.0484173, 0.040768, 0.0463274, 0.0480554, 0.0365984, 0.045186, 0.0430775, 0.0434259, 0.0325679, 0.0457453, 0.0408606, 0.0502089, 0.045941, 0.0524818, 0.038541, 0.0388121, 0.0505873, 0.0483157, 0.0335103, 0.0379545, 0.0421346, 0.0408268, 0.0364232, 0.051723, 0.0425207, 0.0347113, 0.0425711, 0.0501195, 0.0433264, 0.046301, 0.0402228, 0.0435089, 0.0475551, 0.0351536, 0.0399933, 0.0512759, 0.0340409, 0.0493454, 0.0352867, 0.0510298, 0.0470018, 0.0352781, 0.053153, 0.0593914, 0.0335288, 0.0415848, 0.0429568, 0.0340722, 0.0354434, 0.045838, 0.0525679, 0.041059, 0.0478493, 0.0376192, 0.0379034, 0.0517348, 
Point State Space; 1e-05; 0.00418739, 0.00198398, 0.00197476, 0.00574072, 0.00198941, 0.00393264, 0.00195831, 0.00196816, 0.00193761, 0.00198156, 0.00739903, 0.00352921, 0.00653975, 0.00708103, 0.00182648, 0.00192751, 0.00384656, 0.00491147, 0.0052062, 0.011646, 0.00176723, 0.00519232, 0.0115809, 0.00366503, 0.000122088, 0.0171358, 0.00635413, 0.000131291, 0.000152417, 0.00314768, 2.33431e-05, 0.00598693, 2.04201e-05, 1.94372e-05, 0.00183892, 1.81103e-05, 1.39993e-06, 2.02709e-05, 2.35782e-05, 4.18745e-06, 3.21936e-05, 0.00271359, 4.85805e-08, 3.27801e-06, 1.41796e-05, 0.00447208, 0.00396271, 0.00387146, 0.00656225, 0.0019982, 0.00437899, 0.00554199, 0.00199964, 0.00387108, 0.00523839, 0.00199992, 0.00356571, 0.00199548, 0.00190908, 0.00624635, 0.00600572, 0.00199919, 0.00199798, 0.00373729, 0.00199624, 0.00560552, 0.000492419, 0.00750097, 0.012974, 0.00808098, 0.00579049, 0.00378271, 0.00563449, 0.00386984, 0.00198927, 0.00510966, 0.0056325, 0.0023657, 0.0102095, 0.00508986, 0.00472592, 0.00627863, 0.00631614, 0.0181854, 0.00318331, 0.023959, 0.00304058, 0.00719022, 0.00735995, 0.00720882, 0.00692041, 0.00678078, 0.00906113, 0.00506553, 0.00627333, 0.00682194, 0.00456391, 0.00650775, 0.00600453, 0.00601278, 
Grid State Space; 2.15443e-05; 0.0411943, 0.0624346, 0.051805, 0.0522797, 0.0608189, 0.0516668, 0.0586883, 0.0631962, 0.0547955, 0.0599771, 0.0563397, 0.0629974, 0.0424833, 0.0217453, 0.0545938, 0.0511365, 0.061455, 0.0481596, 0.0476859, 0.0596385, 0.0453829, 0.0604487, 0.0267068, 0.0572709, 0.0556168, 0.0556632, 0.0537295, 0.0593082, 0.0589387, 0.0607305, 0.0549255, 0.0345367, 0.0377267, 0.0260619, 0.0420098, 0.0522101, 0.0291261, 0.0430195, 0.061104, 0.056756, 0.0619658, 0.0634999, 0.0580424, 0.0359738, 0.0560874, 0.062215, 0.059902, 0.0606856, 0.0405225, 0.0234526, 0.0583694, 0.0604804, 0.0579593, 0.0429267, 0.0577817, 0.0321491, 0.0333133, 0.0622236, 0.0507558, 0.0419067, 0.040559, 0.0411331, 0.0606694, 0.0444284, 0.0556909, 0.0611111, 0.059218, 0.0568447, 0.0493762, 0.0322374, 0.0521164, 0.0528705, 0.0389005, 0.0355901, 0.0576102, 0.0588616, 0.0324792, 0.053997, 0.0487718, 0.0305754, 0.0560589, 0.0628062, 0.0197726, 0.0540428, 0.0615757, 0.0589671, 0.0606112, 0.0346288, 0.0408433, 0.0563156, 0.0556144, 0.0525171, 0.0522342, 0.0414984, 0.0603475, 0.0618749, 0.0362478, 0.0603754, 0.0492893, 0.0456024, 
Grid State Exact; 2.15443e-05; 0.00541357, 0.00413058, 0.00786163, 0.00689277, 0.00554525, 0.00511968, 0.0302798, 0.00715876, 0.00385962, 0.0095367, 0.00979666, 0.00884441, 0.00906738, 0.00590385, 0.00791944, 0.0093739, 0.00569805, 0.00376145, 0.00869335, 0.00394514, 0.00542024, 0.00588433, 0.0171187, 0.00938231, 0.00630387, 0.00440471, 0.00586115, 0.0050559, 0.0111781, 0.00398177, 0.0168388, 0.00850623, 0.0193925, 0.00658645, 0.00497115, 0.00515599, 0.00712799, 0.0107115, 0.012471, 0.00657975, 0.0115094, 0.00937127, 0.00800429, 0.0117055, 0.00573209, 0.0338628, 0.0102166, 0.0057801, 0.00631245, 0.00928078, 0.0138094, 0.0259804, 0.00737413, 0.0191846, 0.0106769, 0.00549169, 0.0134327, 0.00827116, 0.00962757, 0.00867581, 0.00955831, 0.0132386, 0.0104597, 0.0201987, 0.020749, 0.0219166, 0.0278013, 0.0278042, 0.0202137, 0.00907573, 0.0174872, 0.0314703, 0.0175304, 0.0123347, 0.020603, 0.00912102, 0.0136588, 0.0135809, 0.0217569, 0.0132569, 0.0157475, 0.0248971, 0.0171403, 0.00722098, 0.0294602, 0.0180219, 0.0146575, 0.0258946, 0.0048657, 0.00447568, 0.00751018, 0.00817846, 0.00741112, 0.00548186, 0.0204656, 0.0147088, 0.0196994, 0.0130064, 0.00838408, 0.0402214, 
Deterministic State Space; 2.15443e-05; 0.0577936, 
Improved Split State Space; 2.15443e-05; 0.0577936, 0.0577936, 0.0577936, 0.0577936, 0.0577936, 0.0577936, 0.0577936, 0.0577936, 0.0576276, 0.0577936, 0.0576276, 0.0577936, 0.0577936, 0.0577936, 0.0577936, 0.0582631, 0.0576276, 0.0569154, 0.0565053, 0.0576276, 0.0562631, 0.0571566, 0.0577569, 0.0569575, 0.0562631, 0.0576276, 0.0554844, 0.0569154, 0.0574615, 0.0576276, 0.0562631, 0.0569575, 0.0542989, 0.0564418, 0.0555822, 0.0556873, 0.0552641, 0.0534417, 0.0542068, 0.0570487, 0.0553369, 0.0565053, 0.0551566, 0.0566901, 0.0541179, 0.0563333, 0.0581458, 0.0560472, 0.0563333, 0.0537851, 0.0568666, 0.0528742, 0.0573963, 0.0556805, 0.0563172, 0.0528664, 0.0524111, 0.0553563, 0.0519461, 0.0515611, 0.0561139, 0.0566901, 0.0553963, 0.0526693, 0.0573024, 0.0498623, 0.0491067, 0.0485176, 0.0525683, 0.0544702, 0.0448526, 0.0560624, 0.0522349, 0.0535377, 0.0577936, 0.0536927, 0.0486465, 0.0530586, 0.0545907, 0.0494322, 0.0491054, 0.0577936, 0.0533218, 0.0496759, 0.0476314, 0.0514048, 0.0501158, 0.0577936, 0.0569154, 0.0569154, 0.0553476, 0.0541194, 0.0571045, 0.0546986, 0.0504518, 0.0526145, 0.0577936, 0.044805, 0.0604364, 0.0591186, 
Improved Exact Space; 2.15443e-05; 0.0432606, 0.0566901, 0.0427974, 0.0322209, 0.0553905, 0.0470823, 0.0493454, 0.0470018, 0.0510298, 0.0411189, 0.0524454, 0.0480554, 0.046424, 0.0527301, 0.0538852, 0.0359565, 0.0460429, 0.0483652, 0.048954, 0.0451418, 0.0481721, 0.0406607, 0.0420948, 0.034289, 0.0340409, 0.0592686, 0.0482197, 0.0384753, 0.0477915, 0.0441846, 0.0521711, 0.0383874, 0.0572609, 0.0512759, 0.0430952, 0.053153, 0.0416005, 0.0547168, 0.0383297, 0.0457453, 0.0478626, 0.05424, 0.0593914, 0.0365984, 0.040768, 0.0406769, 0.0475551, 0.0386456, 0.044879, 0.0472879, 0.0430775, 0.0408606, 0.0525679, 0.0463274, 0.041059, 0.038541, 0.045186, 0.0388121, 0.0352867, 0.0402228, 0.0502089, 0.045941, 0.0421346, 0.0364232, 0.0335103, 0.0524818, 0.0483157, 0.0386086, 0.0379545, 0.0425207, 0.0302465, 0.0429568, 0.0501195, 0.0421307, 0.0381176, 0.0478493, 0.0425711, 0.0505873, 0.0325679, 0.0376192, 0.0379034, 0.0351536, 0.0435089, 0.0433264, 0.0352781, 0.0517348, 0.0376389, 0.0548049, 0.0448564, 0.0335288, 0.0484173, 0.0408268, 0.0385265, 0.051723, 0.046301, 0.0340722, 0.0399933, 0.0436303, 0.0415848, 0.0354434, 
