Algorithm;Hyperparameter (C);Values
Grid State Space; 1e-05; 0.0408847, 0.0522513, 0.0527024, 0.0507719, 0.0722604, 0.0517356, 0.0381396, 0.0497119, 0.0657507, 0.0468479, 0.042398, 0.0485935, 0.0474458, 0.0696252, 0.0446586, 0.0417269, 0.0560085, 0.0472536, 0.0525212, 0.0321674, 0.046463, 0.0825182, 0.0406659, 0.0407753, 0.0467258, 0.0426001, 0.0779285, 0.0470828, 0.0534107, 0.0437054, 0.043329, 0.0469229, 0.0409134, 0.0464483, 0.0455705, 0.0463193, 0.0572582, 0.0509091, 0.0436774, 0.0471539, 0.0408847, 0.0416913, 0.0648858, 0.0472134, 0.0561428, 0.0409139, 0.047039, 0.0472331, 0.0408852, 0.0403215, 0.0408852, 0.0730987, 0.0456809, 0.0463348, 0.0467572, 0.051148, 0.0534509, 0.0993561, 0.0442369, 0.0554967, 0.0460378, 0.0692515, 0.0466588, 0.0393494, 0.0718017, 0.0398289, 0.0408852, 0.0434247, 0.0415196, 0.0645251, 0.062976, 0.0408852, 0.0471408, 0.0409139, 0.0421613, 0.0409139, 0.083724, 0.0469954, 0.047408, 0.0407862, 0.225362, 0.0620439, 0.283607, 0.283607, 0.0495423, 0.050111, 0.0407088, 0.0474401, 0.0426415, 0.0464204, 0.0442398, 0.0414634, 0.0543577, 0.0497662, 0.0448149, 0.0459354, 0.0408847, 0.0471555, 0.0624971, 0.0616565, 
Grid State Exact; 1e-05; 0.031416, 0.0241687, 0.0321158, 0.0224385, 0.0327681, 0.0368802, 0.0377219, 0.0164944, 0.037365, 0.020939, 0.0391106, 0.0247131, 0.0221707, 0.0305097, 0.0280344, 0.0319942, 0.0164981, 0.0194867, 0.032392, 0.0393391, 0.0391821, 0.0235738, 0.0815306, 0.0274102, 0.0345876, 0.0234817, 0.0238571, 0.0379977, 0.0318073, 0.0320523, 0.0355996, 0.0350749, 0.0164983, 0.0362791, 0.0348108, 0.0236991, 0.0318074, 0.0322518, 0.0375741, 0.0380468, 0.0337669, 0.0357722, 0.0339176, 0.0245752, 0.0306511, 0.0368905, 0.0387333, 0.0376447, 0.0229118, 0.0393016, 0.030878, 0.0321872, 0.0315815, 0.0307208, 0.0422966, 0.0351277, 0.0375181, 0.0162351, 0.016289, 0.0163449, 0.0348289, 0.0164943, 0.0297111, 0.0326952, 0.0242332, 0.032147, 0.0300249, 0.0342015, 0.0256504, 0.0282668, 0.0324117, 0.0246286, 0.0323964, 0.0161565, 0.0362665, 0.0417695, 0.0317453, 0.0328778, 0.0302212, 0.0235947, 0.0320848, 0.031083, 0.0203699, 0.0165169, 0.0242979, 0.0246681, 0.0485238, 0.0354915, 0.0311043, 0.0224086, 0.0215831, 0.0395483, 0.0359317, 0.0359953, 0.0165083, 0.0316687, 0.0389898, 0.0296689, 0.0392197, 0.0322007, 
Deterministic State Space; 1e-05; 0.0872441, 
Improved Split State Space; 1e-05; 0.0872441, 0.0819788, 0.0872441, 0.0819788, 0.0872441, 0.086586, 0.0872441, 0.086586, 0.0839881, 0.0861918, 0.086586, 0.0808136, 0.0858644, 0.0935286, 0.0831836, 0.0858644, 0.0840116, 0.086495, 0.0889628, 0.0785078, 0.0849035, 0.0986251, 0.0872441, 0.086586, 0.0832402, 0.0904063, 0.110077, 0.103825, 0.182223, 0.165216, 0.124716, 0.114954, 0.124716, 0.143607, 0.14685, 0.128116, 0.143417, 0.174098, 0.132998, 0.143417, 0.136748, 0.136429, 0.146975, 0.132998, 0.182068, 0.136429, 0.132998, 0.136429, 0.132998, 0.1705, 0.139859, 0.14689, 0.14329, 0.136429, 0.139859, 0.139859, 0.143078, 0.132998, 0.170579, 0.16296, 0.14672, 0.1705, 0.139859, 0.181991, 0.16675, 0.16175, 0.1705, 0.178161, 0.153251, 0.14672, 0.174251, 0.17433, 0.16296, 0.16667, 0.16175, 0.157586, 0.178121, 0.17054, 0.16667, 0.17038, 0.16296, 0.16667, 0.155539, 0.17038, 0.16667, 0.155539, 0.16296, 0.17038, 0.16296, 0.155539, 0.155539, 0.155539, 0.1705, 0.17038, 0.155539, 0.17038, 0.16296, 0.17038, 0.16667, 0.155539, 
Improved Exact Space; 1e-05; 0.0795781, 0.0666134, 0.0907879, 0.0891307, 0.125678, 0.166958, 0.129825, 0.089692, 0.117914, 0.0818836, 0.119112, 0.0948698, 0.118187, 0.083305, 0.161277, 0.0978087, 0.113362, 0.112533, 0.070106, 0.12898, 0.0858644, 0.0812538, 0.0993163, 0.145926, 0.0632437, 0.13324, 0.106058, 0.151853, 0.113612, 0.116146, 0.141599, 0.0723977, 0.061366, 0.0911203, 0.100483, 0.0935558, 0.082856, 0.0967658, 0.0898825, 0.0903892, 0.0855669, 0.140474, 0.0799509, 0.119745, 0.122632, 0.11634, 0.123262, 0.1441, 0.0961775, 0.148867, 0.0966792, 0.113386, 0.117467, 0.17063, 0.0679611, 0.157612, 0.0872441, 0.148827, 0.0785851, 0.129711, 0.217644, 0.106561, 0.200932, 0.179968, 0.143046, 0.167308, 0.0621886, 0.14594, 0.130717, 0.131918, 0.123213, 0.0691625, 0.14381, 0.119317, 0.169799, 0.126469, 0.105703, 0.0934966, 0.111897, 0.113912, 0.0668586, 0.11491, 0.13083, 0.125284, 0.170203, 0.0974706, 0.189963, 0.073133, 0.0799441, 0.0783061, 0.115889, 0.080389, 0.113365, 0.177489, 0.0874035, 0.154478, 0.138457, 0.163891, 0.154602, 0.119465, 
Point State Space; 1e-05; 0.00824123, 0.00826156, 0.00825499, 0.00825632, 0.00825945, 0.0163095, 0.00825871, 0.00825147, 0.00824825, 0.00801562, 0.00821181, 0.0162254, 0.00825022, 0.0239591, 0.00783396, 0.0082496, 0.00826026, 0.0264253, 0.00808216, 0.0233144, 0.0164706, 0.0234872, 0.00826294, 0.00822915, 0.00732944, 0.0163844, 0.00822611, 0.0236967, 0.00820644, 0.0242249, 0.00815319, 0.0152814, 0.0242903, 0.0182618, 0.0232016, 0.0242749, 0.0159252, 0.016203, 0.00820754, 0.0228531, 0.000635484, 0.015788, 0.0232892, 0.00792752, 1.8979e-05, 2.57219e-06, 5.43021e-06, 4.18745e-06, 1.26542e-05, 0.0243591, 7.26476e-05, 3.3846e-06, 5.10241e-05, 1.90802e-06, 1.86727e-05, 3.29811e-06, 8.76925e-05, 1.04339e-05, 1.26855e-05, 0.000141081, 0.0164414, 1.92477e-08, 0.00826366, 0.016427, 0.0114624, 0.0164754, 0.0162814, 0.0163059, 0.0161564, 0.0161557, 0.0323079, 0.00826438, 0.00826352, 0.0160774, 0.00826036, 0.00826438, 0.0333338, 0.00825911, 0.0082644, 0.00825908, 0.0161949, 0.00826108, 0.00033166, 0.00826107, 0.00825501, 0.016381, 0.00826259, 0.0153438, 0.0323119, 0.0209232, 0.0240305, 0.0165074, 0.014781, 0.0164603, 0.0164579, 0.0246143, 0.0305274, 0.0138475, 0.0248719, 0.012715, 
Grid State Space; 2.15443e-05; 0.0350345, 0.0461591, 0.0519091, 0.0629301, 0.0470802, 0.0458195, 0.0534107, 0.0408852, 0.0406666, 0.0462134, 0.0613574, 0.0471959, 0.0465215, 0.0494721, 0.0658178, 0.0448241, 0.0408847, 0.0612989, 0.0408852, 0.0785265, 0.0687342, 0.08159, 0.0601962, 0.0406659, 0.113793, 0.0491594, 0.0462649, 0.0491889, 0.0583432, 0.0458792, 0.0421661, 0.0505105, 0.0462947, 0.06801, 0.047039, 0.0409139, 0.0459932, 0.0495691, 0.0455834, 0.0408847, 0.0457567, 0.0455967, 0.047055, 0.0448424, 0.0475554, 0.0418467, 0.0604519, 0.0970267, 0.0531107, 0.0473411, 0.0526723, 0.0408847, 0.0501842, 0.0508353, 0.0413987, 0.043919, 0.0547089, 0.0459806, 0.0409134, 0.0439859, 0.0407777, 0.0525697, 0.0491458, 0.0408847, 0.0641888, 0.0474193, 0.0408774, 0.0473679, 0.0412934, 0.0420352, 0.057326, 0.0742748, 0.0408774, 0.0408847, 0.042312, 0.0408847, 0.0408852, 0.0851706, 0.0447951, 0.0408852, 0.0443522, 0.0408852, 0.0408007, 0.0335287, 0.0475313, 0.0478076, 0.0605031, 0.047993, 0.0431211, 0.0607388, 0.047993, 0.0408847, 0.0466005, 0.0478545, 0.0469825, 0.0507972, 0.0408852, 0.0484173, 0.0407771, 0.0409071, 
Grid State Exact; 2.15443e-05; 0.031147, 0.0165186, 0.020939, 0.0229118, 0.0376607, 0.0316045, 0.0305097, 0.0165223, 0.0348108, 0.0345876, 0.016343, 0.0393391, 0.0165159, 0.0373479, 0.031416, 0.0320424, 0.0337669, 0.0380468, 0.0164914, 0.016289, 0.023459, 0.0247131, 0.0354915, 0.0241687, 0.0395483, 0.0359953, 0.0368802, 0.0224385, 0.0815306, 0.0422966, 0.037365, 0.0362665, 0.0318549, 0.016422, 0.0391106, 0.0379977, 0.0352845, 0.0320653, 0.0280344, 0.0317482, 0.0238571, 0.0165083, 0.0355996, 0.0301266, 0.0322669, 0.0375624, 0.0340968, 0.0315943, 0.0300078, 0.0274102, 0.0376447, 0.0245752, 0.0246413, 0.0350749, 0.0162351, 0.0317453, 0.0394588, 0.0306906, 0.0235947, 0.031083, 0.0317178, 0.024241, 0.0359317, 0.0161565, 0.032279, 0.0369982, 0.0369954, 0.0242979, 0.0194867, 0.0300249, 0.0233451, 0.0348289, 0.0325965, 0.0282668, 0.0353468, 0.0242332, 0.0164943, 0.0417695, 0.0342015, 0.0349839, 0.0165186, 0.0313956, 0.0245186, 0.0485238, 0.0243302, 0.0375989, 0.0308908, 0.0362791, 0.0321452, 0.0221707, 0.0164781, 0.0236991, 0.0320196, 0.0203699, 0.024127, 0.0296689, 0.0256504, 0.032147, 0.0440351, 0.0302212, 
Deterministic State Space; 2.15443e-05; 0.0872441, 
Improved Split State Space; 2.15443e-05; 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.0872441, 0.0814901, 0.086586, 0.086586, 0.0861918, 0.0889234, 0.0872441, 0.086586, 0.086586, 0.101982, 0.0880926, 0.0890066, 0.0906574, 0.0913108, 0.103581, 0.0892497, 0.0872441, 0.0929406, 0.0900893, 0.154296, 0.119943, 0.128116, 0.128264, 0.127724, 0.124716, 0.129016, 0.121402, 0.140402, 0.136471, 0.186053, 0.121222, 0.14689, 0.13267, 0.139855, 0.146975, 0.166711, 0.174369, 0.143417, 0.178316, 0.174369, 0.143459, 0.136429, 0.136429, 0.160223, 0.174369, 0.182068, 0.14329, 0.139859, 0.16675, 0.132998, 0.157862, 0.139944, 0.147286, 0.136429, 0.1705, 0.16675, 0.17054, 0.16675, 0.174251, 0.17054, 0.174251, 0.14329, 0.16667, 0.16675, 0.17433, 0.163, 0.14689, 0.182068, 0.15925, 0.178121, 0.139859, 0.15925, 0.16296, 0.16296, 0.16296, 0.16667, 0.16296, 0.16296, 0.155539, 0.155539, 0.163, 0.16296, 0.16296, 0.17433, 0.17038, 0.155539, 0.155539, 0.155539, 0.155539, 0.17038, 0.17038, 0.155539, 0.15925, 0.155539, 0.15917, 0.155539, 
Improved Exact Space; 2.15443e-05; 0.0795781, 0.083305, 0.065372, 0.112533, 0.0632437, 0.161277, 0.089692, 0.0967658, 0.0723977, 0.0907879, 0.106058, 0.080389, 0.0891307, 0.0993163, 0.111897, 0.17063, 0.0872441, 0.157612, 0.116146, 0.166958, 0.082856, 0.0978087, 0.125678, 0.100483, 0.11634, 0.113365, 0.1441, 0.0858644, 0.070106, 0.0961775, 0.0911203, 0.070106, 0.12898, 0.124673, 0.0966792, 0.117467, 0.122632, 0.0948698, 0.123213, 0.0679611, 0.0898825, 0.13324, 0.0799509, 0.0855669, 0.0935558, 0.0783061, 0.11551, 0.119112, 0.117914, 0.113386, 0.100041, 0.106561, 0.123262, 0.148827, 0.0812538, 0.0987489, 0.141599, 0.073133, 0.209206, 0.0691625, 0.0818836, 0.158803, 0.14381, 0.0934966, 0.179968, 0.169799, 0.145926, 0.119317, 0.113912, 0.126469, 0.129711, 0.131918, 0.143046, 0.14594, 0.143525, 0.115889, 0.13067, 0.105703, 0.11491, 0.138457, 0.0974706, 0.13083, 0.189963, 0.101985, 0.0821225, 0.129825, 0.118187, 0.0903892, 0.113362, 0.061366, 0.0799441, 0.0874035, 0.154602, 0.113612, 0.130717, 0.177489, 0.163891, 0.125284, 0.154478, 0.119465, 
Point State Space; 2.15443e-05; 3.3846e-06, 7.26476e-05, 0.000141081, 1.90802e-06, 1.86727e-05, 5.10241e-05, 2.57219e-06, 8.76925e-05, 1.04339e-05, 4.18745e-06, 1.26855e-05, 1.8979e-05, 3.29811e-06, 1.92477e-08, 5.43021e-06, 0.000635484, 1.26542e-05, 0.00033166, 0.0082496, 0.00826156, 0.00825499, 0.00826287, 0.00820644, 0.00821181, 0.0163095, 0.00825632, 0.00825871, 0.00824792, 0.00822611, 0.0152814, 0.00826294, 0.0243447, 0.0242903, 0.0163844, 0.00825022, 0.00825976, 0.0242749, 0.0242249, 0.0164706, 0.00817007, 0.0162254, 0.00824123, 0.0239591, 0.00809735, 0.00819141, 0.00817792, 0.00826259, 0.00732944, 0.00824825, 0.0232016, 0.0264253, 0.0162477, 0.0159252, 0.0164632, 0.0182618, 0.0164414, 0.016203, 0.0161726, 0.00783396, 0.016427, 0.00826438, 0.00792752, 0.00825911, 0.0163059, 0.00820754, 0.00826438, 0.00826078, 0.0236967, 0.00826352, 0.0161797, 0.00826036, 0.00825854, 0.00826366, 0.0082644, 0.0233144, 0.0228531, 0.00825501, 0.0153953, 0.0160774, 0.015788, 0.0322245, 0.0161557, 0.00826107, 0.0240305, 0.016381, 0.0165078, 0.0164579, 0.0232892, 0.0164603, 0.014781, 0.0234872, 0.032778, 0.024609, 0.030831, 0.0209232, 0.0138475, 0.0136325, 0.012715, 0.0248719, 0.0330434, 
