Algorithm;Hyperparameter (C);Values
Single; 1e-05; 0.0795788, 0.0828537, 0.080386, 0.0872394, 0.0621887, 0.0818842, 0.151853, 0.089129, 0.113362, 0.161277, 0.113365, 0.0799414, 0.116146, 0.133239, 0.118186, 0.0668572, 0.0978095, 0.090788, 0.129824, 0.090389, 0.099316, 0.0948695, 0.0613642, 0.106057, 0.125678, 0.0874033, 0.0935559, 0.0812554, 0.123261, 0.112533, 0.12898, 0.145926, 0.0783034, 0.113385, 0.122632, 0.0723972, 0.170629, 0.0701046, 0.0731333, 0.0858608, 0.0898816, 0.113612, 0.0679601, 0.083305, 0.0855667, 0.117467, 0.106561, 0.0799494, 0.0785859, 0.12971, 0.140474, 0.166957, 0.0911212, 0.105703, 0.111897, 0.179968, 0.119112, 0.0632442, 0.167307, 0.200931, 0.1441, 0.0666115, 0.143047, 0.148867, 0.123213, 0.141599, 0.148826, 0.138458, 0.117916, 0.217643, 0.11634, 0.119745, 0.119317, 0.131918, 0.11491, 0.14381, 0.115888, 0.126469, 0.113913, 0.130717, 0.0934971, 0.0691629, 0.130831, 0.16389, 0.0974714, 0.0896919, 0.169798, 0.096766, 0.139842, 0.189963, 0.170203, 0.154602, 0.119464, 0.100484, 0.0966789, 0.0961776, 0.157611, 0.154479, 0.14594, 0.177489, 
Separated; 1e-05; 0.100235, 0.099316, 0.10952, 0.0915999, 0.107743, 0.0925986, 0.0949482, 0.0836422, 0.136089, 0.096419, 0.0992199, 0.135159, 0.0934728, 0.113029, 0.0902573, 0.158234, 0.0903857, 0.0978564, 0.120081, 0.0991125, 0.117142, 0.102101, 0.100773, 0.130992, 0.134791, 0.124586, 0.101168, 0.110966, 0.0758973, 0.102245, 0.176749, 0.115687, 0.146685, 0.144886, 0.099316, 0.0717728, 0.0869535, 0.0909041, 0.10313, 0.100719, 0.164285, 0.112168, 0.111664, 0.140312, 0.136945, 0.0904028, 0.0601287, 0.105374, 0.127988, 0.102143, 0.0665042, 0.148826, 0.0964984, 0.0767581, 0.0953703, 0.143883, 0.107411, 0.15709, 0.116129, 0.118236, 0.0672203, 0.0992864, 0.0999691, 0.125292, 0.124397, 0.0900996, 0.148867, 0.100257, 0.149035, 0.130678, 0.171283, 0.127143, 0.139283, 0.18529, 0.122176, 0.112205, 0.140006, 0.117477, 0.121921, 0.160397, 0.156334, 0.184007, 0.145545, 0.136905, 0.150759, 0.13223, 0.143993, 0.130718, 0.0725593, 0.0844944, 0.114799, 0.177973, 0.0978234, 0.148882, 0.110625, 0.131172, 0.138447, 0.105384, 0.164375, 0.209097, 
Single; 2.15443e-05; 0.0795788, 0.0821223, 0.130669, 0.157611, 0.0858608, 0.129824, 0.0632442, 0.113365, 0.161277, 0.0783034, 0.0613642, 0.0948695, 0.125678, 0.0872394, 0.0828537, 0.0701046, 0.10004, 0.100484, 0.090389, 0.089129, 0.099316, 0.112533, 0.166957, 0.0701046, 0.119112, 0.0723972, 0.0935559, 0.145926, 0.0653726, 0.0978095, 0.117916, 0.12898, 0.0812554, 0.0898816, 0.122632, 0.0896919, 0.113612, 0.113385, 0.11634, 0.1441, 0.11551, 0.124674, 0.123213, 0.12971, 0.117467, 0.0987489, 0.141599, 0.0731333, 0.080386, 0.105703, 0.209205, 0.096766, 0.0679601, 0.0799414, 0.123261, 0.0855667, 0.0818842, 0.170629, 0.0966789, 0.148826, 0.106561, 0.111897, 0.090788, 0.130717, 0.0691629, 0.113362, 0.143047, 0.138458, 0.131918, 0.158802, 0.16389, 0.106057, 0.14381, 0.0911212, 0.169798, 0.0961776, 0.126469, 0.0934971, 0.130831, 0.115888, 0.11491, 0.0874033, 0.113913, 0.083305, 0.139842, 0.0799494, 0.143525, 0.189963, 0.118186, 0.119317, 0.133239, 0.116146, 0.101985, 0.0974714, 0.154479, 0.179968, 0.119464, 0.177489, 0.14594, 0.154602, 
Separated; 2.15443e-05; 0.0925986, 0.177973, 0.0889899, 0.100235, 0.107743, 0.0902573, 0.0836422, 0.0992199, 0.100257, 0.100773, 0.0672203, 0.141079, 0.120081, 0.134791, 0.130992, 0.0964984, 0.102143, 0.13652, 0.110625, 0.124586, 0.135159, 0.0601287, 0.0934728, 0.100679, 0.0758973, 0.0991125, 0.102101, 0.0767581, 0.0717728, 0.0978564, 0.0844944, 0.0814189, 0.099316, 0.117142, 0.176749, 0.164285, 0.0891773, 0.115687, 0.0869535, 0.0790499, 0.113029, 0.104014, 0.144886, 0.0909041, 0.140312, 0.127988, 0.137646, 0.0915999, 0.110966, 0.146685, 0.111664, 0.108395, 0.148826, 0.138447, 0.105374, 0.0665042, 0.100719, 0.18529, 0.0904028, 0.116129, 0.124397, 0.12439, 0.0992864, 0.0900996, 0.143993, 0.149035, 0.152264, 0.127143, 0.0953703, 0.130678, 0.139283, 0.184007, 0.160397, 0.0904303, 0.112205, 0.106267, 0.136905, 0.158802, 0.150759, 0.164375, 0.121921, 0.117477, 0.13223, 0.099316, 0.122176, 0.130718, 0.0931087, 0.101601, 0.134872, 0.114799, 0.10952, 0.118236, 0.136089, 0.113681, 0.148882, 0.0777846, 0.15709, 0.136945, 0.141441, 0.105384, 
Single; 4.64159e-05; 0.0795788, 0.157611, 0.0821223, 0.0655665, 0.0858608, 0.089129, 0.133239, 0.0818842, 0.0843533, 0.118186, 0.0828537, 0.0872394, 0.0723972, 0.161277, 0.0701046, 0.100484, 0.0935559, 0.106057, 0.103648, 0.116146, 0.099316, 0.134919, 0.0896919, 0.0602971, 0.119112, 0.0978095, 0.0799494, 0.117916, 0.130669, 0.0799414, 0.121923, 0.0874033, 0.16264, 0.0783034, 0.120063, 0.166957, 0.0898816, 0.113612, 0.113385, 0.117467, 0.122632, 0.12971, 0.0679601, 0.124674, 0.0752812, 0.113362, 0.102623, 0.111897, 0.187667, 0.214234, 0.141599, 0.123213, 0.0855667, 0.0966789, 0.125678, 0.0987489, 0.106561, 0.0653726, 0.102497, 0.143047, 0.090788, 0.148826, 0.117672, 0.123261, 0.0691629, 0.107069, 0.119317, 0.14381, 0.0972556, 0.16389, 0.130717, 0.11491, 0.0731333, 0.113913, 0.0961776, 0.158802, 0.126469, 0.115888, 0.143525, 0.083305, 0.0974714, 0.139842, 0.130831, 0.169798, 0.11634, 0.113365, 0.1441, 0.0812554, 0.154602, 0.189963, 0.101985, 0.146016, 0.0911212, 0.0613642, 0.0701046, 0.119464, 0.143522, 0.154479, 0.198197, 0.14594, 
Separated; 4.64159e-05; 0.0991125, 0.0992199, 0.110966, 0.0889899, 0.100235, 0.126648, 0.119941, 0.099316, 0.0934728, 0.134791, 0.124586, 0.177973, 0.120081, 0.100257, 0.135159, 0.0601287, 0.0978564, 0.160443, 0.101168, 0.0758973, 0.111664, 0.100679, 0.136089, 0.10609, 0.0836422, 0.102143, 0.0672203, 0.0891773, 0.105452, 0.0859159, 0.0835056, 0.105418, 0.0869535, 0.099316, 0.0717728, 0.144886, 0.141079, 0.117142, 0.0665042, 0.176749, 0.104014, 0.146685, 0.127988, 0.0902573, 0.115221, 0.140312, 0.0844944, 0.136945, 0.129144, 0.0904028, 0.18529, 0.117542, 0.118236, 0.126861, 0.148882, 0.134872, 0.148826, 0.133232, 0.0767581, 0.0909041, 0.12668, 0.141441, 0.0900996, 0.158802, 0.138447, 0.146301, 0.110625, 0.0904303, 0.152264, 0.105374, 0.108395, 0.0992864, 0.1892, 0.139283, 0.130678, 0.10952, 0.127143, 0.112205, 0.160397, 0.121921, 0.117477, 0.142681, 0.136905, 0.150759, 0.0931087, 0.13223, 0.130718, 0.0999691, 0.100001, 0.0925986, 0.107743, 0.0814464, 0.114799, 0.102101, 0.0777846, 0.15709, 0.115687, 0.149035, 0.116129, 0.105384, 
Single; 0.0001; 0.130669, 0.0708666, 0.0874513, 0.0858608, 0.0655665, 0.0888898, 0.089129, 0.113365, 0.126178, 0.079141, 0.0818842, 0.0689766, 0.0884051, 0.0613642, 0.0729157, 0.0872394, 0.133239, 0.0647073, 0.099316, 0.0912563, 0.118186, 0.125678, 0.119931, 0.0799494, 0.119101, 0.117916, 0.0906722, 0.0812359, 0.117782, 0.0804925, 0.122632, 0.134919, 0.0812554, 0.0935559, 0.0978095, 0.0783034, 0.1062, 0.1441, 0.102623, 0.0731333, 0.0828537, 0.0679601, 0.117467, 0.0723972, 0.090788, 0.141599, 0.0987489, 0.107069, 0.173865, 0.128081, 0.131432, 0.102497, 0.148615, 0.0961776, 0.122019, 0.119494, 0.106561, 0.12971, 0.116146, 0.0966789, 0.148826, 0.0691629, 0.146439, 0.0855667, 0.123213, 0.113314, 0.123261, 0.131043, 0.146016, 0.114731, 0.0587223, 0.0898816, 0.11634, 0.0827326, 0.111897, 0.0714142, 0.16389, 0.214234, 0.0968156, 0.115888, 0.169748, 0.126469, 0.143525, 0.106825, 0.109129, 0.119464, 0.124198, 0.113913, 0.083305, 0.189963, 0.113612, 0.127071, 0.115316, 0.124674, 0.154479, 0.187667, 0.130831, 0.198197, 0.121889, 0.154602, 
Separated; 0.0001; 0.0601287, 0.104922, 0.107743, 0.0836422, 0.0758973, 0.100257, 0.160443, 0.100235, 0.119941, 0.110966, 0.0889899, 0.131261, 0.134791, 0.0996451, 0.0672203, 0.117142, 0.102101, 0.124586, 0.097878, 0.142971, 0.135159, 0.0991125, 0.136089, 0.10609, 0.0859159, 0.101168, 0.144886, 0.099316, 0.0978564, 0.177973, 0.102143, 0.0932892, 0.133232, 0.105452, 0.0744435, 0.112206, 0.142945, 0.0820553, 0.104014, 0.0844944, 0.140312, 0.132448, 0.105418, 0.124519, 0.146676, 0.0665042, 0.136945, 0.146685, 0.117542, 0.116129, 0.1441, 0.0869535, 0.119799, 0.109757, 0.114273, 0.126861, 0.118236, 0.0909041, 0.0717728, 0.094197, 0.143993, 0.0900996, 0.127988, 0.105374, 0.159406, 0.188181, 0.138447, 0.15709, 0.149198, 0.176749, 0.141721, 0.184667, 0.135609, 0.116927, 0.214801, 0.0777846, 0.106615, 0.0864503, 0.121921, 0.139038, 0.164726, 0.122767, 0.107447, 0.139283, 0.130718, 0.130678, 0.171377, 0.112205, 0.136905, 0.0931087, 0.141079, 0.130992, 0.105384, 0.0925986, 0.162931, 0.0992199, 0.143301, 0.148826, 0.0927981, 0.180073, 
Single; 0.000215443; 0.0946617, 0.0662591, 0.130669, 0.136657, 0.0928377, 0.0808099, 0.102245, 0.0834046, 0.118186, 0.135486, 0.113365, 0.0670238, 0.0613642, 0.0888898, 0.0632442, 0.101478, 0.117782, 0.135432, 0.0804925, 0.144989, 0.0906722, 0.100887, 0.122632, 0.0818842, 0.133239, 0.10569, 0.179347, 0.173865, 0.0969625, 0.0978095, 0.080812, 0.0898816, 0.0828537, 0.106561, 0.128081, 0.125678, 0.0746586, 0.102623, 0.1062, 0.0796969, 0.141599, 0.131043, 0.117558, 0.122019, 0.137095, 0.116439, 0.168227, 0.087147, 0.144034, 0.142548, 0.119494, 0.12971, 0.116146, 0.0753749, 0.102725, 0.0935559, 0.148615, 0.182425, 0.0966789, 0.214234, 0.111235, 0.11876, 0.0874513, 0.115888, 0.117221, 0.139137, 0.113612, 0.114731, 0.0940698, 0.113314, 0.0679601, 0.0691629, 0.148596, 0.106292, 0.111966, 0.0769094, 0.104249, 0.114937, 0.120622, 0.169748, 0.0751168, 0.16389, 0.151459, 0.109129, 0.0714142, 0.0587223, 0.139292, 0.136686, 0.083305, 0.154602, 0.189963, 0.126979, 0.100494, 0.127071, 0.129774, 0.187667, 0.142002, 0.130872, 0.198197, 0.154562, 
Separated; 0.000215443; 0.0875521, 0.138407, 0.110966, 0.0931464, 0.0726965, 0.0672203, 0.0698606, 0.0835068, 0.0992199, 0.0991125, 0.144886, 0.134791, 0.107569, 0.133543, 0.131629, 0.136089, 0.124586, 0.127988, 0.103492, 0.105016, 0.0978095, 0.0859159, 0.104014, 0.110082, 0.105875, 0.165183, 0.0758973, 0.0778104, 0.142971, 0.0717728, 0.0792905, 0.135159, 0.177973, 0.110218, 0.156464, 0.0710753, 0.104374, 0.0866075, 0.140312, 0.0844944, 0.0783049, 0.100773, 0.10961, 0.146301, 0.105418, 0.12067, 0.182425, 0.139364, 0.090287, 0.124519, 0.102143, 0.105374, 0.114273, 0.11984, 0.163055, 0.146685, 0.0876334, 0.119799, 0.0925103, 0.115158, 0.118973, 0.109533, 0.149757, 0.138447, 0.0906722, 0.118262, 0.133232, 0.105395, 0.135609, 0.106615, 0.120068, 0.176749, 0.0864503, 0.122317, 0.112205, 0.142376, 0.130678, 0.168227, 0.0869535, 0.122767, 0.114805, 0.171377, 0.140622, 0.102311, 0.102777, 0.0889899, 0.159406, 0.136905, 0.162931, 0.0925986, 0.0958202, 0.105452, 0.152725, 0.157454, 0.105741, 0.136945, 0.082826, 0.0927981, 0.115888, 0.102346, 
