343,7
0.142857,0.142857,0.142857,0.142857,0.142857,0.142857,0.142857,
0.285714,0.285714,0.285714,0.285714,0.285714,0.285714,0.285714,
0.428571,0.428571,0.428571,0.428571,0.428571,0.428571,0.428571,
0.571429,0.571429,0.571429,0.571429,0.571429,0.571429,0.571429,
0.714286,0.714286,0.714286,0.714286,0.714286,0.714286,0.714286,
0.857143,0.857143,0.857143,0.857143,0.857143,0.857143,0.857143,
0.0204082,0.163265,0.306122,0.44898,0.591837,0.734694,0.877551,
0.163265,0.306122,0.44898,0.591837,0.734694,0.877551,0.0204082,
0.306122,0.44898,0.591837,0.734694,0.877551,0.0204082,0.163265,
0.44898,0.591837,0.734694,0.877551,0.0204082,0.163265,0.306122,
0.591837,0.734694,0.877551,0.0204082,0.163265,0.306122,0.44898,
0.734694,0.877551,0.0204082,0.163265,0.306122,0.44898,0.591837,
0.877551,0.0204082,0.163265,0.306122,0.44898,0.591837,0.734694,
0.0408163,0.326531,0.612245,0.897959,0.183673,0.469388,0.755102,
0.183673,0.469388,0.755102,0.0408163,0.326531,0.612245,0.897959,
0.326531,0.612245,0.897959,0.183673,0.469388,0.755102,0.0408163,
0.469388,0.755102,0.0408163,0.326531,0.612245,0.897959,0.183673,
0.612245,0.897959,0.183673,0.469388,0.755102,0.0408163,0.326531,
0.755102,0.0408163,0.326531,0.612245,0.897959,0.183673,0.469388,
0.897959,0.183673,0.469388,0.755102,0.0408163,0.326531,0.612245,
0.0612245,0.489796,0.918367,0.346939,0.77551,0.204082,0.632653,
0.204082,0.632653,0.0612245,0.489796,0.918367,0.346939,0.77551,
0.346939,0.77551,0.204082,0.632653,0.0612245,0.489796,0.918367,
0.489796,0.918367,0.346939,0.77551,0.204082,0.632653,0.0612245,
0.632653,0.0612245,0.489796,0.918367,0.346939,0.77551,0.204082,
0.77551,0.204082,0.632653,0.0612245,0.489796,0.918367,0.346939,
0.918367,0.346939,0.77551,0.204082,0.632653,0.0612245,0.489796,
0.0816327,0.653061,0.22449,0.795918,0.367347,0.938776,0.510204,
0.22449,0.795918,0.367347,0.938776,0.510204,0.0816327,0.653061,
0.367347,0.938776,0.510204,0.0816327,0.653061,0.22449,0.795918,
0.510204,0.0816327,0.653061,0.22449,0.795918,0.367347,0.938776,
0.653061,0.22449,0.795918,0.367347,0.938776,0.510204,0.0816327,
