500,10
0.0909091,0.0909091,0.0909091,0.0909091,0.0909091,0.0909091,0.0909091,0.0909091,0.0909091,0.0909091,
0.181818,0.181818,0.181818,0.181818,0.181818,0.181818,0.181818,0.181818,0.181818,0.181818,
0.272727,0.272727,0.272727,0.272727,0.272727,0.272727,0.272727,0.272727,0.272727,0.272727,
0.363636,0.363636,0.363636,0.363636,0.363636,0.363636,0.363636,0.363636,0.363636,0.363636,
0.454545,0.454545,0.454545,0.454545,0.454545,0.454545,0.454545,0.454545,0.454545,0.454545,
0.545455,0.545455,0.545455,0.545455,0.545455,0.545455,0.545455,0.545455,0.545455,0.545455,
0.636364,0.636364,0.636364,0.636364,0.636364,0.636364,0.636364,0.636364,0.636364,0.636364,
0.727273,0.727273,0.727273,0.727273,0.727273,0.727273,0.727273,0.727273,0.727273,0.727273,
0.818182,0.818182,0.818182,0.818182,0.818182,0.818182,0.818182,0.818182,0.818182,0.818182,
0.909091,0.909091,0.909091,0.909091,0.909091,0.909091,0.909091,0.909091,0.909091,0.909091,
0.00826446,0.0991736,0.190083,0.280992,0.371901,0.46281,0.553719,0.644628,0.735537,0.826446,
0.0991736,0.190083,0.280992,0.371901,0.46281,0.553719,0.644628,0.735537,0.826446,0.917355,
0.190083,0.280992,0.371901,0.46281,0.553719,0.644628,0.735537,0.826446,0.917355,0.00826446,
0.280992,0.371901,0.46281,0.553719,0.644628,0.735537,0.826446,0.917355,0.00826446,0.0991736,
0.371901,0.46281,0.553719,0.644628,0.735537,0.826446,0.917355,0.00826446,0.0991736,0.190083,
0.46281,0.553719,0.644628,0.735537,0.826446,0.917355,0.00826446,0.0991736,0.190083,0.280992,
0.553719,0.644628,0.735537,0.826446,0.917355,0.00826446,0.0991736,0.190083,0.280992,0.371901,
0.644628,0.735537,0.826446,0.917355,0.00826446,0.0991736,0.190083,0.280992,0.371901,0.46281,
0.735537,0.826446,0.917355,0.00826446,0.0991736,0.190083,0.280992,0.371901,0.46281,0.553719,
0.826446,0.917355,0.00826446,0.0991736,0.190083,0.280992,0.371901,0.46281,0.553719,0.644628,
0.917355,0.00826446,0.0991736,0.190083,0.280992,0.371901,0.46281,0.553719,0.644628,0.735537,
0.0165289,0.198347,0.380165,0.561983,0.743802,0.92562,0.107438,0.289256,0.471074,0.652893,
0.107438,0.289256,0.471074,0.652893,0.834711,0.0165289,0.198347,0.380165,0.561983,0.743802,
0.198347,0.380165,0.561983,0.743802,0.92562,0.107438,0.289256,0.471074,0.652893,0.834711,
0.289256,0.471074,0.652893,0.834711,0.0165289,0.198347,0.380165,0.561983,0.743802,0.92562,
0.380165,0.561983,0.743802,0.92562,0.107438,0.289256,0.471074,0.652893,0.834711,0.0165289,
0.471074,0.652893,0.834711,0.0165289,0.198347,0.380165,0.561983,0.743802,0.92562,0.107438,
0.561983,0.743802,0.92562,0.107438,0.289256,0.471074,0.652893,0.834711,0.0165289,0.198347,
0.652893,0.834711,0.0165289,0.198347,0.380165,0.561983,0.743802,0.92562,0.107438,0.289256,
0.743802,0.92562,0.107438,0.289256,0.471074,0.652893,0.834711,0.0165289,0.198347,0.380165,
0.834711,0.0165289,0.198347,0.380165,0.561983,0.743802,0.92562,0.107438,0.289256,0.471074,
0.92562,0.107438,0.289256,0.471074,0.652893,0.834711,0.0165289,0.198347,0.380165,0.561983,
0.0247934,0.297521,0.570248,0.842975,0.115702,0.38843,0.661157,0.933884,0.206612,0.479339,
0.115702,0.38843,0.661157,0.933884,0.206612,0.479339,0.752066,0.0247934,0.297521,0.570248,
0.206612,0.479339,0.752066,0.0247934,0.297521,0.570248,0.842975,0.115702,0.38843,0.661157,
0.297521,0.570248,0.842975,0.115702,0.38843,0.661157,0.933884,0.206612,0.479339,0.752066,
0.38843,0.661157,0.933884,0.206612,0.479339,0.752066,0.0247934,0.297521,0.570248,0.842975,
0.479339,0.752066,0.0247934,0.297521,0.570248,0.842975,0.115702,0.38843,0.661157,0.933884,
0.570248,0.842975,0.115702,0.38843,0.661157,0.933884,0.206612,0.479339,0.752066,0.0247934,
0.661157,0.933884,0.206612,0.479339,0.752066,0.0247934,0.297521,0.570248,0.842975,0.115702,
0.752066,0.0247934,0.297521,0.570248,0.842975,0.115702,0.38843,0.661157,0.933884,0.206612,
0.842975,0.115702,0.38843,0.661157,0.933884,0.206612,0.479339,0.752066,0.0247934,0.297521,
0.933884,0.206612,0.479339,0.752066,0.0247934,0.297521,0.570248,0.842975,0.115702,0.38843,
0.0330579,0.396694,0.760331,0.123967,0.487603,0.85124,0.214876,0.578512,0.942149,0.305785,
0.123967,0.487603,0.85124,0.214876,0.578512,0.942149,0.305785,0.669421,0.0330579,0.396694,
0.214876,0.578512,0.942149,0.305785,0.669421,0.0330579,0.396694,0.760331,0.123967,0.487603,
0.305785,0.669421,0.0330579,0.396694,0.760331,0.123967,0.487603,0.85124,0.214876,0.578512,
0.396694,0.760331,0.123967,0.487603,0.85124,0.214876,0.578512,0.942149,0.305785,0.669421,
0.487603,0.85124,0.214876,0.578512,0.942149,0.305785,0.669421,0.0330579,0.396694,0.760331,
0.578512,0.942149,0.305785,0.669421,0.0330579,0.396694,0.760331,0.123967,0.487603,0.85124,
0.669421,0.0330579,0.396694,0.760331,0.123967,0.487603,0.85124,0.214876,0.578512,0.942149,
0.760331,0.123967,0.487603,0.85124,0.214876,0.578512,0.942149,0.305785,0.669421,0.0330579,
0.85124,0.214876,0.578512,0.942149,0.305785,0.669421,0.0330579,0.396694,0.760331,0.123967,
0.942149,0.305785,0.669421,0.0330579,0.396694,0.760331,0.123967,0.487603,0.85124,0.214876,
0.0413223,0.495868,0.950413,0.404959,0.859504,0.31405,0.768595,0.22314,0.677686,0.132231,
0.132231,0.586777,0.0413223,0.495868,0.950413,0.404959,0.859504,0.31405,0.768595,0.22314,
0.22314,0.677686,0.132231,0.586777,0.0413223,0.495868,0.950413,0.404959,0.859504,0.31405,
0.31405,0.768595,0.22314,0.677686,0.132231,0.586777,0.0413223,0.495868,0.950413,0.404959,
