50,8
0.5,0.333333,0.2,0.142857,0.0909091,0.0769231,0.0588235,0.0526316,
0.25,0.666667,0.4,0.285714,0.181818,0.153846,0.117647,0.105263,
0.75,0.111111,0.6,0.428571,0.272727,0.230769,0.176471,0.157895,
0.125,0.444444,0.8,0.571429,0.363636,0.307692,0.235294,0.210526,
0.625,0.777778,0.04,0.714286,0.454545,0.384615,0.294118,0.263158,
0.375,0.222222,0.24,0.857143,0.545455,0.461538,0.352941,0.315789,
0.875,0.555556,0.44,0.0204082,0.636364,0.538462,0.411765,0.368421,
0.0625,0.888889,0.64,0.163265,0.727273,0.615385,0.470588,0.421053,
0.5625,0.037037,0.84,0.306122,0.818182,0.692308,0.529412,0.473684,
0.3125,0.37037,0.08,0.44898,0.909091,0.769231,0.588235,0.526316,
0.8125,0.703704,0.28,0.591837,0.00826446,0.846154,0.647059,0.578947,
0.1875,0.148148,0.48,0.734694,0.0991736,0.923077,0.705882,0.631579,
0.6875,0.481481,0.68,0.877551,0.190083,0.00591716,0.764706,0.684211,
0.4375,0.814815,0.88,0.0408163,0.280992,0.0828402,0.823529,0.736842,
0.9375,0.259259,0.12,0.183673,0.371901,0.159763,0.882353,0.789474,
0.03125,0.592593,0.32,0.326531,0.46281,0.236686,0.941176,0.842105,
0.53125,0.925926,0.52,0.469388,0.553719,0.313609,0.00346021,0.894737,
0.28125,0.0740741,0.72,0.612245,0.644628,0.390533,0.0622837,0.947368,
0.78125,0.407407,0.92,0.755102,0.735537,0.467456,0.121107,0.00277008,
0.15625,0.740741,0.16,0.897959,0.826446,0.544379,0.179931,0.0554017,
0.65625,0.185185,0.36,0.0612245,0.917355,0.621302,0.238754,0.108033,
0.40625,0.518519,0.56,0.204082,0.0165289,0.698225,0.297578,0.160665,
0.90625,0.851852,0.76,0.346939,0.107438,0.775148,0.356401,0.213296,
0.09375,0.296296,0.96,0.489796,0.198347,0.852071,0.415225,0.265928,
0.59375,0.62963,0.008,0.632653,0.289256,0.928994,0.474048,0.31856,
0.34375,0.962963,0.208,0.77551,0.380165,0.0118343,0.532872,0.371191,
0.84375,0.0123457,0.408,0.918367,0.471074,0.0887574,0.591696,0.423823,
0.21875,0.345679,0.608,0.0816327,0.561983,0.16568,0.650519,0.476454,
0.71875,0.679012,0.808,0.22449,0.652893,0.242604,0.709343,0.529086,
0.46875,0.123457,0.048,0.367347,0.743802,0.319527,0.768166,0.581717,
0.96875,0.45679,0.248,0.510204,0.834711,0.39645,0.82699,0.634349,
0.015625,0.790123,0.448,0.653061,0.92562,0.473373,0.885813,0.686981,
0.515625,0.234568,0.648,0.795918,0.0247934,0.550296,0.944637,0.739612,
0.265625,0.567901,0.848,0.938776,0.115702,0.627219,0.00692042,0.792244,
0.765625,0.901235,0.088,0.102041,0.206612,0.704142,0.0657439,0.844875,
0.140625,0.0493827,0.288,0.244898,0.297521,0.781065,0.124567,0.897507,
0.640625,0.382716,0.488,0.387755,0.38843,0.857988,0.183391,0.950139,
0.390625,0.716049,0.688,0.530612,0.479339,0.934911,0.242215,0.00554017,
0.890625,0.160494,0.888,0.673469,0.570248,0.0177515,0.301038,0.0581717,
0.078125,0.493827,0.128,0.816327,0.661157,0.0946746,0.359862,0.110803,
0.578125,0.82716,0.328,0.959184,0.752066,0.171598,0.418685,0.163435,
0.328125,0.271605,0.528,0.122449,0.842975,0.248521,0.477509,0.216066,
0.828125,0.604938,0.728,0.265306,0.933884,0.325444,0.536332,0.268698,
0.203125,0.938272,0.928,0.408163,0.0330579,0.402367,0.595156,0.32133,
0.703125,0.0864198,0.168,0.55102,0.123967,0.47929,0.653979,0.373961,
0.453125,0.419753,0.368,0.693878,0.214876,0.556213,0.712803,0.426593,
0.953125,0.753086,0.568,0.836735,0.305785,0.633136,0.771626,0.479224,
0.046875,0.197531,0.768,0.979592,0.396694,0.710059,0.83045,0.531856,
0.546875,0.530864,0.968,0.00291545,0.487603,0.786982,0.889273,0.584488,
0.296875,0.864198,0.016,0.145773,0.578512,0.863905,0.948097,0.637119,
