100,10
0.5,0.333333,0.2,0.142857,0.0909091,0.0769231,0.0588235,0.0526316,0.0434783,0.0344828,
0.25,0.666667,0.4,0.285714,0.181818,0.153846,0.117647,0.105263,0.0869565,0.0689655,
0.75,0.111111,0.6,0.428571,0.272727,0.230769,0.176471,0.157895,0.130435,0.103448,
0.125,0.444444,0.8,0.571429,0.363636,0.307692,0.235294,0.210526,0.173913,0.137931,
0.625,0.777778,0.04,0.714286,0.454545,0.384615,0.294118,0.263158,0.217391,0.172414,
0.375,0.222222,0.24,0.857143,0.545455,0.461538,0.352941,0.315789,0.26087,0.206897,
0.875,0.555556,0.44,0.0204082,0.636364,0.538462,0.411765,0.368421,0.304348,0.241379,
0.0625,0.888889,0.64,0.163265,0.727273,0.615385,0.470588,0.421053,0.347826,0.275862,
0.5625,0.037037,0.84,0.306122,0.818182,0.692308,0.529412,0.473684,0.391304,0.310345,
0.3125,0.37037,0.08,0.44898,0.909091,0.769231,0.588235,0.526316,0.434783,0.344828,
0.8125,0.703704,0.28,0.591837,0.00826446,0.846154,0.647059,0.578947,0.478261,0.37931,
0.1875,0.148148,0.48,0.734694,0.0991736,0.923077,0.705882,0.631579,0.521739,0.413793,
0.6875,0.481481,0.68,0.877551,0.190083,0.00591716,0.764706,0.684211,0.565217,0.448276,
0.4375,0.814815,0.88,0.0408163,0.280992,0.0828402,0.823529,0.736842,0.608696,0.482759,
0.9375,0.259259,0.12,0.183673,0.371901,0.159763,0.882353,0.789474,0.652174,0.517241,
0.03125,0.592593,0.32,0.326531,0.46281,0.236686,0.941176,0.842105,0.695652,0.551724,
0.53125,0.925926,0.52,0.469388,0.553719,0.313609,0.00346021,0.894737,0.73913,0.586207,
0.28125,0.0740741,0.72,0.612245,0.644628,0.390533,0.0622837,0.947368,0.782609,0.62069,
0.78125,0.407407,0.92,0.755102,0.735537,0.467456,0.121107,0.00277008,0.826087,0.655172,
0.15625,0.740741,0.16,0.897959,0.826446,0.544379,0.179931,0.0554017,0.869565,0.689655,
0.65625,0.185185,0.36,0.0612245,0.917355,0.621302,0.238754,0.108033,0.913043,0.724138,
0.40625,0.518519,0.56,0.204082,0.0165289,0.698225,0.297578,0.160665,0.956522,0.758621,
0.90625,0.851852,0.76,0.346939,0.107438,0.775148,0.356401,0.213296,0.00189036,0.793103,
0.09375,0.296296,0.96,0.489796,0.198347,0.852071,0.415225,0.265928,0.0453686,0.827586,
0.59375,0.62963,0.008,0.632653,0.289256,0.928994,0.474048,0.31856,0.0888469,0.862069,
0.34375,0.962963,0.208,0.77551,0.380165,0.0118343,0.532872,0.371191,0.132325,0.896552,
0.84375,0.0123457,0.408,0.918367,0.471074,0.0887574,0.591696,0.423823,0.175803,0.931034,
0.21875,0.345679,0.608,0.0816327,0.561983,0.16568,0.650519,0.476454,0.219282,0.965517,
0.71875,0.679012,0.808,0.22449,0.652893,0.242604,0.709343,0.529086,0.26276,0.00118906,
0.46875,0.123457,0.048,0.367347,0.743802,0.319527,0.768166,0.581717,0.306238,0.0356718,
0.96875,0.45679,0.248,0.510204,0.834711,0.39645,0.82699,0.634349,0.349716,0.0701546,
0.015625,0.790123,0.448,0.653061,0.92562,0.473373,0.885813,0.686981,0.393195,0.104637,
0.515625,0.234568,0.648,0.795918,0.0247934,0.550296,0.944637,0.739612,0.436673,0.13912,
0.265625,0.567901,0.848,0.938776,0.115702,0.627219,0.00692042,0.792244,0.480151,0.173603,
0.765625,0.901235,0.088,0.102041,0.206612,0.704142,0.0657439,0.844875,0.523629,0.208086,
0.140625,0.0493827,0.288,0.244898,0.297521,0.781065,0.124567,0.897507,0.567108,0.242568,
0.640625,0.382716,0.488,0.387755,0.38843,0.857988,0.183391,0.950139,0.610586,0.277051,
0.390625,0.716049,0.688,0.530612,0.479339,0.934911,0.242215,0.00554017,0.654064,0.311534,
0.890625,0.160494,0.888,0.673469,0.570248,0.0177515,0.301038,0.0581717,0.697543,0.346017,
0.078125,0.493827,0.128,0.816327,0.661157,0.0946746,0.359862,0.110803,0.741021,0.380499,
0.578125,0.82716,0.328,0.959184,0.752066,0.171598,0.418685,0.163435,0.784499,0.414982,
0.328125,0.271605,0.528,0.122449,0.842975,0.248521,0.477509,0.216066,0.827977,0.449465,
0.828125,0.604938,0.728,0.265306,0.933884,0.325444,0.536332,0.268698,0.871456,0.483948,
0.203125,0.938272,0.928,0.408163,0.0330579,0.402367,0.595156,0.32133,0.914934,0.51843,
0.703125,0.0864198,0.168,0.55102,0.123967,0.47929,0.653979,0.373961,0.958412,0.552913,
0.453125,0.419753,0.368,0.693878,0.214876,0.556213,0.712803,0.426593,0.00378072,0.587396,
0.953125,0.753086,0.568,0.836735,0.305785,0.633136,0.771626,0.479224,0.047259,0.621879,
0.046875,0.197531,0.768,0.979592,0.396694,0.710059,0.83045,0.531856,0.0907372,0.656361,
0.546875,0.530864,0.968,0.00291545,0.487603,0.786982,0.889273,0.584488,0.134216,0.690844,
0.296875,0.864198,0.016,0.145773,0.578512,0.863905,0.948097,0.637119,0.177694,0.725327,
0.796875,0.308642,0.216,0.28863,0.669421,0.940828,0.0103806,0.689751,0.221172,0.75981,
0.171875,0.641975,0.416,0.431487,0.760331,0.0236686,0.0692042,0.742382,0.26465,0.794293,
0.671875,0.975309,0.616,0.574344,0.85124,0.100592,0.128028,0.795014,0.308129,0.828775,
0.421875,0.0246914,0.816,0.717201,0.942149,0.177515,0.186851,0.847645,0.351607,0.863258,
0.921875,0.358025,0.056,0.860058,0.0413223,0.254438,0.245675,0.900277,0.395085,0.897741,
0.109375,0.691358,0.256,0.0233236,0.132231,0.331361,0.304498,0.952909,0.438563,0.932224,
0.609375,0.135802,0.456,0.166181,0.22314,0.408284,0.363322,0.00831025,0.482042,0.966706,
0.359375,0.469136,0.656,0.309038,0.31405,0.485207,0.422145,0.0609418,0.52552,0.00237812,
0.859375,0.802469,0.856,0.451895,0.404959,0.56213,0.480969,0.113573,0.568998,0.0368609,
0.234375,0.246914,0.096,0.594752,0.495868,0.639053,0.539792,0.166205,0.612476,0.0713436,
0.734375,0.580247,0.296,0.737609,0.586777,0.715976,0.598616,0.218837,0.655955,0.105826,
0.484375,0.91358,0.496,0.880466,0.677686,0.792899,0.657439,0.271468,0.699433,0.140309,
0.984375,0.0617284,0.696,0.0437318,0.768595,0.869822,0.716263,0.3241,0.742911,0.174792,
0.0078125,0.395062,0.896,0.186589,0.859504,0.946746,0.775087,0.376731,0.786389,0.209275,
0.507812,0.728395,0.136,0.329446,0.950413,0.0295858,0.83391,0.429363,0.829868,0.243757,
0.257812,0.17284,0.336,0.472303,0.0495868,0.106509,0.892734,0.481994,0.873346,0.27824,
0.757812,0.506173,0.536,0.61516,0.140496,0.183432,0.951557,0.534626,0.916824,0.312723,
0.132812,0.839506,0.736,0.758017,0.231405,0.260355,0.0138408,0.587258,0.960302,0.347206,
0.632812,0.283951,0.936,0.900875,0.322314,0.337278,0.0726644,0.639889,0.00567108,0.381688,
0.382812,0.617284,0.176,0.0641399,0.413223,0.414201,0.131488,0.692521,0.0491493,0.416171,
0.882812,0.950617,0.376,0.206997,0.504132,0.491124,0.190311,0.745152,0.0926276,0.450654,
0.0703125,0.0987654,0.576,0.349854,0.595041,0.568047,0.249135,0.797784,0.136106,0.485137,
0.570312,0.432099,0.776,0.492711,0.68595,0.64497,0.307958,0.850416,0.179584,0.51962,
0.320312,0.765432,0.976,0.635569,0.77686,0.721893,0.366782,0.903047,0.223062,0.554102,
0.820312,0.209877,0.024,0.778426,0.867769,0.798817,0.425606,0.955679,0.266541,0.588585,
0.195312,0.54321,0.224,0.921283,0.958678,0.87574,0.484429,0.0110803,0.310019,0.623068,
0.695312,0.876543,0.424,0.0845481,0.0578512,0.952663,0.543253,0.0637119,0.353497,0.657551,
0.445312,0.320988,0.624,0.227405,0.14876,0.035503,0.602076,0.116343,0.396975,0.692033,
0.945312,0.654321,0.824,0.370262,0.239669,0.112426,0.6609,0.168975,0.440454,0.726516,
0.0390625,0.987654,0.064,0.51312,0.330579,0.189349,0.719723,0.221607,0.483932,0.760999,
0.539062,0.00411523,0.264,0.655977,0.421488,0.266272,0.778547,0.274238,0.52741,0.795482,
0.289062,0.337449,0.464,0.798834,0.512397,0.343195,0.83737,0.32687,0.570888,0.829964,
0.789062,0.670782,0.664,0.941691,0.603306,0.420118,0.896194,0.379501,0.614367,0.864447,
0.164062,0.115226,0.864,0.104956,0.694215,0.497041,0.955017,0.432133,0.657845,0.89893,
0.664062,0.44856,0.104,0.247813,0.785124,0.573964,0.017301,0.484765,0.701323,0.933413,
0.414062,0.781893,0.304,0.390671,0.876033,0.650888,0.0761246,0.537396,0.744802,0.967895,
0.914062,0.226337,0.504,0.533528,0.966942,0.727811,0.134948,0.590028,0.78828,0.00356718,
0.101562,0.559671,0.704,0.676385,0.0661157,0.804734,0.193772,0.642659,0.831758,0.0380499,
0.601562,0.893004,0.904,0.819242,0.157025,0.881657,0.252595,0.695291,0.875236,0.0725327,
0.351562,0.0411523,0.144,0.962099,0.247934,0.95858,0.311419,0.747922,0.918715,0.107015,
0.851562,0.374486,0.344,0.125364,0.338843,0.0414201,0.370242,0.800554,0.962193,0.141498,
0.226562,0.707819,0.544,0.268222,0.429752,0.118343,0.429066,0.853186,0.00756144,0.175981,
0.726562,0.152263,0.744,0.411079,0.520661,0.195266,0.487889,0.905817,0.0510397,0.210464,
0.476562,0.485597,0.944,0.553936,0.61157,0.272189,0.546713,0.958449,0.094518,0.244946,
0.976562,0.81893,0.184,0.696793,0.702479,0.349112,0.605536,0.0138504,0.137996,0.279429,
0.0234375,0.263374,0.384,0.83965,0.793388,0.426036,0.66436,0.066482,0.181474,0.313912,
0.523438,0.596708,0.584,0.982507,0.884298,0.502959,0.723183,0.119114,0.224953,0.348395,
0.273438,0.930041,0.784,0.0058309,0.975207,0.579882,0.782007,0.171745,0.268431,0.382878,
0.773438,0.0781893,0.984,0.148688,0.0743802,0.656805,0.84083,0.224377,0.311909,0.41736,
0.148438,0.411523,0.032,0.291545,0.165289,0.733728,0.899654,0.277008,0.355388,0.451843,
