169,12
0.0769231,0.0769231,0.0769231,0.0769231,0.0769231,0.0769231,0.0769231,0.0769231,0.0769231,0.0769231,0.0769231,0.0769231,
0.153846,0.153846,0.153846,0.153846,0.153846,0.153846,0.153846,0.153846,0.153846,0.153846,0.153846,0.153846,
0.230769,0.230769,0.230769,0.230769,0.230769,0.230769,0.230769,0.230769,0.230769,0.230769,0.230769,0.230769,
0.307692,0.307692,0.307692,0.307692,0.307692,0.307692,0.307692,0.307692,0.307692,0.307692,0.307692,0.307692,
0.384615,0.384615,0.384615,0.384615,0.384615,0.384615,0.384615,0.384615,0.384615,0.384615,0.384615,0.384615,
0.461538,0.461538,0.461538,0.461538,0.461538,0.461538,0.461538,0.461538,0.461538,0.461538,0.461538,0.461538,
0.538462,0.538462,0.538462,0.538462,0.538462,0.538462,0.538462,0.538462,0.538462,0.538462,0.538462,0.538462,
0.615385,0.615385,0.615385,0.615385,0.615385,0.615385,0.615385,0.615385,0.615385,0.615385,0.615385,0.615385,
0.692308,0.692308,0.692308,0.692308,0.692308,0.692308,0.692308,0.692308,0.692308,0.692308,0.692308,0.692308,
0.769231,0.769231,0.769231,0.769231,0.769231,0.769231,0.769231,0.769231,0.769231,0.769231,0.769231,0.769231,
0.846154,0.846154,0.846154,0.846154,0.846154,0.846154,0.846154,0.846154,0.846154,0.846154,0.846154,0.846154,
0.923077,0.923077,0.923077,0.923077,0.923077,0.923077,0.923077,0.923077,0.923077,0.923077,0.923077,0.923077,
0.00591716,0.0828402,0.159763,0.236686,0.313609,0.390533,0.467456,0.544379,0.621302,0.698225,0.775148,0.852071,
0.0828402,0.159763,0.236686,0.313609,0.390533,0.467456,0.544379,0.621302,0.698225,0.775148,0.852071,0.928994,
0.159763,0.236686,0.313609,0.390533,0.467456,0.544379,0.621302,0.698225,0.775148,0.852071,0.928994,0.00591716,
0.236686,0.313609,0.390533,0.467456,0.544379,0.621302,0.698225,0.775148,0.852071,0.928994,0.00591716,0.0828402,
0.313609,0.390533,0.467456,0.544379,0.621302,0.698225,0.775148,0.852071,0.928994,0.00591716,0.0828402,0.159763,
0.390533,0.467456,0.544379,0.621302,0.698225,0.775148,0.852071,0.928994,0.00591716,0.0828402,0.159763,0.236686,
0.467456,0.544379,0.621302,0.698225,0.775148,0.852071,0.928994,0.00591716,0.0828402,0.159763,0.236686,0.313609,
0.544379,0.621302,0.698225,0.775148,0.852071,0.928994,0.00591716,0.0828402,0.159763,0.236686,0.313609,0.390533,
0.621302,0.698225,0.775148,0.852071,0.928994,0.00591716,0.0828402,0.159763,0.236686,0.313609,0.390533,0.467456,
0.698225,0.775148,0.852071,0.928994,0.00591716,0.0828402,0.159763,0.236686,0.313609,0.390533,0.467456,0.544379,
0.775148,0.852071,0.928994,0.00591716,0.0828402,0.159763,0.236686,0.313609,0.390533,0.467456,0.544379,0.621302,
